Pathway1,Pathway2,vec,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Insulin.signaling.pathway_Homo.sapiens_hsa04910,0.125,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.125,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.125,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.125,overlap
ErbB.signaling.pathway_Homo.sapiens_hsa04012,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.125,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.125,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.125,overlap
Prolactin.signaling.pathway_Homo.sapiens_hsa04917,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.125,overlap
Prostate.cancer_Homo.sapiens_hsa05215,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.125,overlap
Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,Proteoglycans.in.cancer_Homo.sapiens_hsa05205,0.125,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.125,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.125,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Endometrial.cancer_Homo.sapiens_hsa05213,0.125,overlap
Measles_Homo.sapiens_hsa05162,Endometrial.cancer_Homo.sapiens_hsa05213,0.125,overlap
Influenza.A_Homo.sapiens_hsa05164,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.125,overlap
Natural.killer.cell.mediated.cytotoxicity_Homo.sapiens_hsa04650,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.125,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,0.125,overlap
Proteoglycans.in.cancer_Homo.sapiens_hsa05205,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.125,overlap
Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,Hepatitis.C_Homo.sapiens_hsa05160,0.125,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.125,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.125,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Regulation.of.actin.cytoskeleton_Homo.sapiens_hsa04810,0.122807018,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.122807018,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.122807018,overlap
PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.122807018,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,0.12244898,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,Influenza.A_Homo.sapiens_hsa05164,0.12195122,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Influenza.A_Homo.sapiens_hsa05164,0.12195122,overlap
Measles_Homo.sapiens_hsa05162,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.12195122,overlap
Proteoglycans.in.cancer_Homo.sapiens_hsa05205,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.12195122,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.12195122,overlap
Viral.carcinogenesis_Homo.sapiens_hsa05203,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.12195122,overlap
Herpes.simplex.infection_Homo.sapiens_hsa05168,Viral.myocarditis_Homo.sapiens_hsa05416,0.12195122,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Prostate.cancer_Homo.sapiens_hsa05215,0.121212121,overlap
ErbB.signaling.pathway_Homo.sapiens_hsa04012,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.121212121,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Endometrial.cancer_Homo.sapiens_hsa05213,0.121212121,overlap
Measles_Homo.sapiens_hsa05162,Colorectal.cancer_Homo.sapiens_hsa05210,0.121212121,overlap
ErbB.signaling.pathway_Homo.sapiens_hsa04012,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.121212121,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Hepatitis.C_Homo.sapiens_hsa05160,0.121212121,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.121212121,overlap
Glioma_Homo.sapiens_hsa05214,HTLV.I.infection_Homo.sapiens_hsa05166,0.12,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.12,overlap
Influenza.A_Homo.sapiens_hsa05164,Proteoglycans.in.cancer_Homo.sapiens_hsa05205,0.12,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.12,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,0.12,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,HTLV.I.infection_Homo.sapiens_hsa05166,0.119402985,overlap
Prostate.cancer_Homo.sapiens_hsa05215,Influenza.A_Homo.sapiens_hsa05164,0.119047619,overlap
Hematopoietic.cell.lineage_Homo.sapiens_hsa04640,Influenza.A_Homo.sapiens_hsa05164,0.119047619,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.119047619,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.119047619,overlap
Fc.epsilon.RI.signaling.pathway_Homo.sapiens_hsa04664,Pathways.in.cancer_Homo.sapiens_hsa05200,0.118644068,overlap
Prolactin.signaling.pathway_Homo.sapiens_hsa04917,Pathways.in.cancer_Homo.sapiens_hsa05200,0.118644068,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,0.118644068,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.117647059,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,0.117647059,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.117647059,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Influenza.A_Homo.sapiens_hsa05164,0.117647059,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.117647059,overlap
ErbB.signaling.pathway_Homo.sapiens_hsa04012,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.117647059,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Endometrial.cancer_Homo.sapiens_hsa05213,0.117647059,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.117647059,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Colorectal.cancer_Homo.sapiens_hsa05210,0.117647059,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.117647059,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.117647059,overlap
Influenza.A_Homo.sapiens_hsa05164,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.117647059,overlap
Proteoglycans.in.cancer_Homo.sapiens_hsa05205,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.117647059,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Influenza.A_Homo.sapiens_hsa05164,0.11627907,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Adherens.junction_Homo.sapiens_hsa04520,0.11627907,overlap
Focal.adhesion_Homo.sapiens_hsa04510,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.11627907,overlap
Viral.carcinogenesis_Homo.sapiens_hsa05203,Hepatitis.C_Homo.sapiens_hsa05160,0.11627907,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,HTLV.I.infection_Homo.sapiens_hsa05166,0.115384615,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Natural.killer.cell.mediated.cytotoxicity_Homo.sapiens_hsa04650,0.114285714,overlap
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.114285714,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Colorectal.cancer_Homo.sapiens_hsa05210,0.114285714,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Shigellosis_Homo.sapiens_hsa05131,0.114285714,overlap
Influenza.A_Homo.sapiens_hsa05164,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.114285714,overlap
Viral.carcinogenesis_Homo.sapiens_hsa05203,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.114285714,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Prolactin.signaling.pathway_Homo.sapiens_hsa04917,0.113636364,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Natural.killer.cell.mediated.cytotoxicity_Homo.sapiens_hsa04650,0.113636364,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.113636364,overlap
ErbB.signaling.pathway_Homo.sapiens_hsa04012,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.113636364,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,Prostate.cancer_Homo.sapiens_hsa05215,0.112903226,overlap
Metabolic.pathways_Homo.sapiens_hsa01100,Biosynthesis.of.amino.acids_Homo.sapiens_hsa01230,0.112903226,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Pathways.in.cancer_Homo.sapiens_hsa05200,0.112676056,overlap
Pathways.in.cancer_Homo.sapiens_hsa05200,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.112676056,overlap
Chronic.myeloid.leukemia_Homo.sapiens_hsa05220,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.111111111,overlap
Glioma_Homo.sapiens_hsa05214,Measles_Homo.sapiens_hsa05162,0.111111111,overlap
Fc.epsilon.RI.signaling.pathway_Homo.sapiens_hsa04664,Measles_Homo.sapiens_hsa05162,0.111111111,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Measles_Homo.sapiens_hsa05162,0.111111111,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.111111111,overlap
Influenza.A_Homo.sapiens_hsa05164,Endometrial.cancer_Homo.sapiens_hsa05213,0.111111111,overlap
Measles_Homo.sapiens_hsa05162,NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,0.111111111,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.111111111,overlap
Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,Shigellosis_Homo.sapiens_hsa05131,0.111111111,overlap
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Shigellosis_Homo.sapiens_hsa05131,0.111111111,overlap
Viral.carcinogenesis_Homo.sapiens_hsa05203,Non.small.cell.lung.cancer_Homo.sapiens_hsa05223,0.111111111,overlap
Endocytosis_Homo.sapiens_hsa04144,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.109589041,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Influenza.A_Homo.sapiens_hsa05164,0.109090909,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,Viral.myocarditis_Homo.sapiens_hsa05416,0.109090909,overlap
T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.108695652,overlap
Rap1.signaling.pathway_Homo.sapiens_hsa04015,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.108695652,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,Colorectal.cancer_Homo.sapiens_hsa05210,0.108695652,overlap
Herpes.simplex.infection_Homo.sapiens_hsa05168,NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,0.108695652,overlap
Glioma_Homo.sapiens_hsa05214,Osteoclast.differentiation_Homo.sapiens_hsa04380,0.108108108,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.108108108,overlap
Measles_Homo.sapiens_hsa05162,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.108108108,overlap
Viral.carcinogenesis_Homo.sapiens_hsa05203,Endometrial.cancer_Homo.sapiens_hsa05213,0.108108108,overlap
Influenza.A_Homo.sapiens_hsa05164,Colorectal.cancer_Homo.sapiens_hsa05210,0.108108108,overlap
Ras.signaling.pathway_Homo.sapiens_hsa04014,Measles_Homo.sapiens_hsa05162,0.107142857,overlap
Fc.epsilon.RI.signaling.pathway_Homo.sapiens_hsa04664,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.107142857,overlap
TNF.signaling.pathway_Homo.sapiens_hsa04668,Shigellosis_Homo.sapiens_hsa05131,0.107142857,overlap
Measles_Homo.sapiens_hsa05162,Proteoglycans.in.cancer_Homo.sapiens_hsa05205,0.106382979,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Glioma_Homo.sapiens_hsa05214,0.105263158,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.105263158,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,Measles_Homo.sapiens_hsa05162,0.105263158,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Measles_Homo.sapiens_hsa05162,0.105263158,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Natural.killer.cell.mediated.cytotoxicity_Homo.sapiens_hsa04650,0.105263158,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Proteoglycans.in.cancer_Homo.sapiens_hsa05205,0.105263158,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Chemokine.signaling.pathway_Homo.sapiens_hsa04062,0.105263158,overlap
Viral.carcinogenesis_Homo.sapiens_hsa05203,Colorectal.cancer_Homo.sapiens_hsa05210,0.105263158,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.105263158,overlap
Pathways.in.cancer_Homo.sapiens_hsa05200,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.105263158,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,Antigen.processing.and.presentation_Homo.sapiens_hsa04612,0.105263158,overlap
Insulin.signaling.pathway_Homo.sapiens_hsa04910,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.104477612,overlap
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Osteoclast.differentiation_Homo.sapiens_hsa04380,0.104166667,overlap
ErbB.signaling.pathway_Homo.sapiens_hsa04012,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.104166667,overlap
Measles_Homo.sapiens_hsa05162,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.104166667,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Proteoglycans.in.cancer_Homo.sapiens_hsa05205,0.104166667,overlap
HTLV.I.infection_Homo.sapiens_hsa05166,Longevity.regulating.pathway...multiple.species_Homo.sapiens_hsa04213,0.104166667,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Pathways.in.cancer_Homo.sapiens_hsa05200,0.103896104,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,0.103448276,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Ras.signaling.pathway_Homo.sapiens_hsa04014,0.103448276,overlap
Herpes.simplex.infection_Homo.sapiens_hsa05168,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.103448276,overlap
Focal.adhesion_Homo.sapiens_hsa04510,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.103448276,overlap
Regulation.of.actin.cytoskeleton_Homo.sapiens_hsa04810,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.103448276,overlap
Hepatitis.C_Homo.sapiens_hsa05160,Shigellosis_Homo.sapiens_hsa05131,0.103448276,overlap
Focal.adhesion_Homo.sapiens_hsa04510,HTLV.I.infection_Homo.sapiens_hsa05166,0.102941176,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Pathways.in.cancer_Homo.sapiens_hsa05200,0.102941176,overlap
PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.102941176,overlap
Endocytosis_Homo.sapiens_hsa04144,Ras.signaling.pathway_Homo.sapiens_hsa04014,0.102564103,overlap
Renal.cell.carcinoma_Homo.sapiens_hsa05211,Osteoclast.differentiation_Homo.sapiens_hsa04380,0.102564103,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,0.102564103,overlap
Basal.transcription.factors_Homo.sapiens_hsa03022,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.102564103,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Fc.gamma.R.mediated.phagocytosis_Homo.sapiens_hsa04666,0.102564103,overlap
Adherens.junction_Homo.sapiens_hsa04520,Proteoglycans.in.cancer_Homo.sapiens_hsa05205,0.102564103,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Insulin.signaling.pathway_Homo.sapiens_hsa04910,0.102040816,overlap
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Osteoclast.differentiation_Homo.sapiens_hsa04380,0.102040816,overlap
Jak.STAT.signaling.pathway_Homo.sapiens_hsa04630,Hematopoietic.cell.lineage_Homo.sapiens_hsa04640,0.102040816,overlap
Herpes.simplex.infection_Homo.sapiens_hsa05168,Hematopoietic.cell.lineage_Homo.sapiens_hsa04640,0.102040816,overlap
Osteoclast.differentiation_Homo.sapiens_hsa04380,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.102040816,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Proteoglycans.in.cancer_Homo.sapiens_hsa05205,0.102040816,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Renal.cell.carcinoma_Homo.sapiens_hsa05211,0.1,overlap
Epstein.Barr.virus.infection_Homo.sapiens_hsa05169,Ras.signaling.pathway_Homo.sapiens_hsa04014,0.1,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,0.1,overlap
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,0.1,overlap
ErbB.signaling.pathway_Homo.sapiens_hsa04012,PI3K.Akt.signaling.pathway_Homo.sapiens_hsa04151,0.1,overlap
Glioma_Homo.sapiens_hsa05214,Influenza.A_Homo.sapiens_hsa05164,0.1,overlap
Central.carbon.metabolism.in.cancer_Homo.sapiens_hsa05230,Influenza.A_Homo.sapiens_hsa05164,0.1,overlap
Toxoplasmosis_Homo.sapiens_hsa05145,Viral.carcinogenesis_Homo.sapiens_hsa05203,0.1,overlap
Bacterial.invasion.of.epithelial.cells_Homo.sapiens_hsa05100,Adherens.junction_Homo.sapiens_hsa04520,0.1,overlap
B.cell.receptor.signaling.pathway_Homo.sapiens_hsa04662,Shigellosis_Homo.sapiens_hsa05131,0.1,overlap
