,transcript,gene,chr,n_exons,cds_start,cds_end,bp,mu_syn,mu_mis,mu_lof,n_syn,n_mis,n_lof,exp_syn,exp_mis,exp_lof,syn_z,mis_z,lof_z,pLI,pRec,pNull
4193,ENST00000382152.2,KCNIP4,4,9,20731704,21950254,753,3.08E-06,7.31E-06,6.21E-07,40,58,0,36.82674988,83.19418522,10.3683438,-0.324169437,1.351046697,3.189659382,0.967714667,0.032233051,5.23E-05
7333,ENST00000377770.3,DPP6,7,26,153749905,154684190,2598,1.66E-05,3.12E-05,2.90E-06,139,197,5,134.4905831,256.166565,32.40866326,-0.24105836,1.808138794,4.769215764,0.967691107,0.032308875,1.78E-08
11640,ENST00000379681.3,TRPC4,13,10,38211039,38357470,2949,1.10E-05,2.62E-05,2.54E-06,127,223,5,126.936399,297.2666171,32.40524188,-0.003499561,2.106866366,4.768872155,0.967651076,0.032348906,1.79E-08
8697,ENST00000263125.5,PRKCQ,10,17,6470168,6557097,2121,9.94E-06,2.22E-05,2.23E-06,120,190,5,119.705472,258.9388816,32.40049056,-0.016686979,2.09547352,4.768394765,0.967595406,0.032404576,1.80E-08
1670,ENST00000366997.4,LPGAT1,1,7,211923240,212002638,1113,3.22E-06,9.06E-06,1.04E-06,38,63,1,39.43795,105.5544392,14.75995743,0.141950222,2.025921929,3.547841908,0.967547481,0.032441769,1.07E-05
3520,ENST00000361055.4,UBA3,3,18,69104587,69129504,1392,5.01E-06,1.17E-05,2.00E-06,58,127,4,60.99636097,133.9747457,27.98703455,0.237843652,0.294734245,4.491463082,0.967546958,0.032452953,8.91E-08
5338,ENST00000239440.4,ARAP3,5,32,141033516,141060053,4635,2.06E-05,5.43E-05,4.00E-06,237,495,10,231.5515049,587.3813424,54.43945934,-0.221974262,1.864405812,5.966251333,0.967505029,0.032494971,6.14E-12
14589,ENST00000581322.1,PITPNC1,17,9,65374270,65689004,999,4.35E-06,1.05E-05,1.16E-06,49,68,1,46.85531948,108.4204,14.7558094,-0.194237245,1.898722763,3.547270732,0.967498711,0.0324905,1.08E-05
6044,ENST00000252050.4,CUL9,6,40,43152048,43192183,7554,3.53E-05,8.45E-05,6.15E-06,414,776,17,410.4635615,959.7615003,85.30231292,-0.108211521,2.901277777,7.325625061,0.967475855,0.032524145,8.54E-17
12067,ENST00000245451.4,BMP4,14,2,54416749,54418940,1227,5.81E-06,1.62E-05,8.39E-07,64,131,0,66.68372,183.8298732,10.34719143,0.203740243,1.90584731,3.186404486,0.967466005,0.03248071,5.33E-05
14991,ENST00000342988.3,SMAD4,18,11,48573416,48604837,1659,6.25E-06,1.56E-05,1.31E-06,72,65,2,74.73312621,179.5922834,19.15881389,0.195998685,4.182423885,3.883226447,0.967432536,0.032565268,2.20E-06
11813,ENST00000487903.1,ATP11A,13,29,113344730,113532608,3405,2.29E-05,4.14E-05,3.56E-06,241,404,9,264.6145206,467.4895346,50.01559561,0.899956263,1.4362579,5.744946517,0.967333743,0.032666257,3.07E-11
17333,ENST00000396832.1,CSNK1E,22,9,38689292,38710162,1251,8.65E-06,1.97E-05,1.15E-06,80,69,1,89.04633694,197.5529625,14.74059625,0.594311767,4.473596967,3.545176093,0.967319235,0.032669827,1.09E-05
3923,ENST00000337002.4,SEC62,3,8,169684610,169710851,1200,3.48E-06,9.70E-06,1.06E-06,41,76,1,40.82230636,106.9026912,14.73541257,-0.017241049,1.461902985,3.544461918,0.967257863,0.032731148,1.10E-05
16823,ENST00000279068.6,LSM14B,20,8,60697722,60708517,1158,7.43E-06,1.48E-05,1.19E-06,71,93,1,78.4685107,154.3438093,14.73284988,0.522679812,2.415141452,3.544108929,0.96722748,0.032761505,1.10E-05
8136,ENST00000377724.3,DCAF10,9,7,37800863,37861505,1680,1.01E-05,2.09E-05,1.61E-06,65,89,2,85.333578,186.8541484,19.13432148,1.364593643,3.501419584,3.88016391,0.967142661,0.032855095,2.24E-06
2468,ENST00000259199.4,CBWD2,2,15,114195445,114253320,1188,4.35E-06,9.51E-06,1.17E-06,3,21,0,33.98653837,68.09328204,10.31389348,3.295103528,2.791407693,3.181273007,0.967070796,0.0328743,5.49E-05
12638,ENST00000261844.7,FAM214A,15,12,52874350,52970218,3231,9.80E-06,2.71E-05,3.10E-06,117,317,6,106.3512157,288.0607067,36.75937426,-0.640145922,-0.833993187,5.025544994,0.966998569,0.033001427,3.80E-09
16818,ENST00000360469.5,CDH4,20,16,59827569,60512001,2751,2.33E-05,4.15E-05,2.05E-06,222,337,4,246.1229069,439.4205602,27.93986402,0.953241534,2.38981119,4.486412496,0.966988414,0.033011493,9.30E-08
5936,ENST00000311565.4,PPARD,6,6,35378864,35393856,1326,7.66E-06,1.71E-05,6.99E-07,73,108,0,88.87893895,195.2370095,10.29696849,1.044170818,3.053768385,3.178662487,0.966868135,0.03307612,5.57E-05
4005,ENST00000265026.3,MAP3K13,3,13,185146369,185200244,2901,1.21E-05,2.99E-05,2.77E-06,137,272,6,142.1135817,342.2362459,36.74688142,0.265924513,1.857010853,5.024357719,0.966849138,0.033150858,3.85E-09
11021,ENST00000340913.6,HNRNPA1,12,10,54674591,54678097,1119,4.43E-06,1.07E-05,1.03E-06,48,43,1,49.51559683,114.5340048,14.68162164,0.133525143,3.269352625,3.537041756,0.966614388,0.033374078,1.15E-05
1653,ENST00000422431.1,SYT14,1,10,210111595,210334387,1860,6.22E-06,1.50E-05,1.28E-06,57,133,1,65.44402569,154.0950997,14.67618747,0.647089383,0.831196343,3.53629264,0.966548707,0.033439704,1.16E-05
18190,ENST00000299328.5,TAZ,X,11,153640180,153649343,879,4.97E-06,1.06E-05,9.55E-07,31,32,0,36.18622893,74.7846917,10.26866169,0.534477676,2.419905909,3.174289848,0.966526482,0.033416336,5.72E-05
18185,ENST00000393562.2,G6PD,X,13,153760214,153775085,1638,1.09E-05,2.40E-05,1.73E-06,78,103,1,82.31229484,173.0631856,14.66321845,0.294662637,2.604977789,3.534501055,0.966391447,0.033596827,1.17E-05
11653,ENST00000379561.5,FOXO1,13,2,41133659,41240349,1968,1.46E-05,2.58E-05,9.87E-07,87,138,0,114.8413568,222.4508333,10.25664323,1.61061329,2.769511862,3.172431468,0.966380394,0.033561804,5.78E-05
2589,ENST00000410080.1,PRPF40A,2,26,153512819,153573953,2793,8.73E-06,2.59E-05,3.14E-06,117,152,6,85.61919394,241.0229625,36.70355201,-2.10246137,2.80471947,5.020237185,0.966325783,0.033674213,4.00E-09
4629,ENST00000302176.8,DCLK2,4,17,151000179,151177399,2352,1.14E-05,2.64E-05,1.96E-06,111,200,4,120.8718331,271.9498388,27.88360387,0.556651395,2.134035712,4.480382824,0.966310095,0.033689808,9.78E-08
699,ENST00000401041.1,MIER1,1,14,67390711,67450583,1698,5.64E-06,1.47E-05,2.01E-06,60,132,4,62.22653148,161.2088018,27.88240269,0.174980728,1.125215779,4.480253606,0.966295466,0.033704436,9.79E-08
17356,ENST00000331163.6,PDGFB,22,6,39621727,39639968,726,4.77E-06,1.18E-05,7.96E-07,56,93,0,48.82524731,117.6121263,10.24907606,-0.636552219,1.110041283,3.171262079,0.966288095,0.033653708,5.82E-05
17740,ENST00000375327.3,RIBC1,X,6,53453224,53457936,1140,4.14E-06,1.27E-05,1.33E-06,24,77,0,28.1355624,81.68094233,10.24673631,0.483343626,0.253331478,3.170900038,0.966259507,0.033682174,5.83E-05
15164,ENST00000078429.4,GNA11,19,7,3094649,3121177,1080,9.37E-06,1.80E-05,6.99E-07,95,52,0,100.9094642,191.0654733,10.24048527,0.364698686,4.920901713,3.169932845,0.966183014,0.033758338,5.86E-05
10805,ENST00000389032.3,STK38L,12,13,27450653,27475388,1395,4.27E-06,1.20E-05,1.21E-06,38,68,2,53.50198071,140.7501483,19.03111991,1.313867863,2.999339898,3.867236202,0.965893632,0.034103905,2.46E-06
16819,ENST00000370873.4,PSMA7,20,7,60711912,60718359,747,4.56E-06,9.47E-06,6.89E-07,51,46,0,48.02056801,101.1673507,10.20547314,-0.266544017,2.682740654,3.164508001,0.965751461,0.034188018,6.05E-05
17703,ENST00000356463.3,WDR45,X,10,48932461,48935754,1086,5.51E-06,1.32E-05,1.08E-06,38,57,0,39.29385422,89.67658835,10.20219763,0.127959072,1.6877714,3.16400098,0.965710816,0.034228485,6.07E-05
10901,ENST00000309739.5,RND1,12,5,49251778,49259550,699,3.47E-06,7.91E-06,7.22E-07,35,62,0,40.60281014,90.21864932,10.19583079,0.5451014,1.453130176,3.163013064,0.965631678,0.034307275,6.10E-05
824,ENST00000271234.7,FNBP1L,1,17,93913838,94017973,1818,6.21E-06,1.64E-05,2.12E-06,63,99,2,48.17979378,122.9585111,18.99971451,-1.323644469,1.056809757,3.863293704,0.965504529,0.034492938,2.53E-06
11998,ENST00000362031.4,SNX6,14,14,35032327,35099358,1257,4.85E-06,1.14E-05,1.75E-06,47,82,3,50.24969952,112.7590799,23.40276449,0.284201288,1.416818723,4.177775263,0.965428129,0.034571355,5.15E-07
5570,ENST00000315073.5,TRIM41,5,6,180650999,180661775,1893,1.08E-05,2.65E-05,1.51E-06,137,222,2,121.215511,294.1462118,18.99042649,-0.888794236,2.057539806,3.8621277,0.965388636,0.03460881,2.55E-06
12122,ENST00000261249.6,TRMT5,14,5,61441826,61447691,1530,4.74E-06,1.25E-05,1.11E-06,66,155,1,55.26502017,142.9357959,14.57223264,-0.895211199,-0.493565188,3.521907972,0.96526793,0.034719346,1.27E-05
15652,ENST00000355537.3,ZNF536,19,4,30934469,31048071,3903,2.70E-05,5.07E-05,1.53E-06,261,416,2,307.1154692,576.5291781,18.9767135,1.631343893,3.270090892,3.860404724,0.965216842,0.034780572,2.59E-06
12999,ENST00000219611.2,CAPN15,16,11,596838,603516,3261,2.85E-05,5.24E-05,2.24E-06,316,352,3,233.249241,432.8560783,23.38530459,-3.359012229,1.900891878,4.175758386,0.965209511,0.034789965,5.24E-07
10532,ENST00000278903.6,EI24,11,11,125442423,125453578,1020,3.76E-06,9.41E-06,1.19E-06,34,66,1,38.88281438,89.67063512,14.56430343,0.485445497,1.222647663,3.520807279,0.965168319,0.034818866,1.28E-05
561,ENST00000396651.3,RPS8,1,6,45241268,45244357,627,3.05E-06,8.24E-06,7.76E-07,36,29,0,34.301473,88.18088105,10.15522982,-0.179790321,3.082553596,3.156709192,0.965122842,0.034813843,6.33E-05
8689,ENST00000328090.5,FAM208B,10,18,5762605,5804995,7293,2.54E-05,5.95E-05,4.15E-06,343,822,10,295.3399012,679.956524,54.23897679,-1.719267096,-2.664386718,5.950302243,0.965063265,0.034936735,7.35E-12
15950,ENST00000221455.3,CLASRP,19,20,45543470,45574103,2025,1.29E-05,3.55E-05,2.89E-06,123,161,6,122.0125501,301.5225716,36.59397864,-0.055416647,3.9582452,5.009805463,0.964966482,0.035033513,4.41E-09
15443,ENST00000292431.4,NACC1,19,5,13246021,13249220,1584,1.27E-05,2.44E-05,8.19E-07,111,77,0,128.3607322,243.8982213,10.14132717,0.949949754,5.227135654,3.154548075,0.964946936,0.034988954,6.41E-05
5974,ENST00000373616.5,MTCH1,6,12,36936678,36953949,1119,7.57E-06,1.52E-05,1.22E-06,45,53,1,50.7814848,109.2067496,14.54138529,0.502962752,2.630752196,3.517627268,0.964878856,0.035108063,1.31E-05
2324,ENST00000283632.4,RMND5A,2,9,86947790,87000534,1176,4.64E-06,1.09E-05,1.02E-06,46,48,1,49.21044898,115.6843865,14.52826257,0.283717903,3.077992914,3.515805239,0.964712069,0.035274694,1.32E-05
15309,ENST00000264833.4,OLFM2,19,6,9964861,10047042,1365,1.04E-05,2.09E-05,8.64E-07,91,125,0,105.888391,215.6803693,10.11348095,0.89696044,3.020122211,3.150213606,0.964592021,0.035342246,6.57E-05
7908,ENST00000262577.5,ZC3H3,8,12,144520225,144623591,2847,1.71E-05,3.99E-05,1.51E-06,244,416,2,173.7986221,400.2434834,18.92321774,-3.301201991,-0.38522464,3.853675718,0.964538765,0.035458522,2.71E-06
11531,ENST00000321867.4,ULK1,12,28,132379546,132405906,3153,2.38E-05,4.63E-05,2.57E-06,295,430,6,246.3298205,469.8838662,36.5541701,-1.92244586,0.899950917,5.006010105,0.964459663,0.035540332,4.57E-09
6055,ENST00000393841.1,SLC29A1,6,12,44195050,44201265,1371,6.24E-06,1.42E-05,8.74E-07,61,147,1,74.63723566,163.5151497,14.49466272,0.978584025,0.631711492,3.511135643,0.964281535,0.035704824,1.36E-05
18084,ENST00000370603.3,FGF13,X,6,137715010,138286269,768,3.50E-06,7.39E-06,1.01E-06,26,31,0,29.39711146,59.66755107,10.08486227,0.388424614,1.815256433,3.145753074,0.96422364,0.035708917,6.74E-05
9202,ENST00000502935.1,XPNPEP1,10,21,111624941,111683191,2001,9.17E-06,2.10E-05,2.04E-06,117,145,4,101.8912922,223.0464748,27.71641951,-0.927914537,2.55606692,4.462417539,0.964214097,0.035785789,1.14E-07
17569,ENST00000379869.3,GPR64,X,27,19008981,19086952,3054,1.18E-05,2.69E-05,2.40E-06,86,166,4,100.6668993,216.097095,27.71288472,0.90624246,1.666880879,4.46203711,0.964168452,0.035831434,1.14E-07
13735,ENST00000264335.8,YWHAE,17,6,1248740,1303404,768,3.63E-06,7.96E-06,6.82E-07,36,28,0,42.99036843,91.45123791,10.08003525,0.660942967,3.24535157,3.145001237,0.964161142,0.035771122,6.77E-05
16851,ENST00000217182.3,EEF1A2,20,7,62119650,62129116,1392,1.29E-05,2.26E-05,8.04E-07,103,29,0,120.5232308,211.3739893,10.07774518,0.989526719,6.135550827,3.144643974,0.964131454,0.03580067,6.79E-05
1607,ENST00000367204.1,SOX13,1,13,204082043,204095262,1869,8.50E-06,2.06E-05,1.55E-06,101,164,2,82.14849444,190.7492356,18.88908855,-1.289424242,0.947318231,3.849376491,0.96409953,0.035897672,2.80E-06
12775,ENST00000346246.5,ARID3B,15,8,74836277,74888115,1683,7.49E-06,1.76E-05,1.07E-06,80,114,1,82.15652634,188.7239438,14.47607316,0.147497248,2.660495452,3.508549613,0.964041165,0.035944964,1.39E-05
14565,ENST00000240328.3,TBX2,17,7,59477537,59485867,2139,2.23E-05,3.67E-05,1.35E-06,96,172,1,170.6256174,289.0552747,14.47438787,3.541728142,3.36757349,3.508316078,0.964019297,0.035966811,1.39E-05
5451,ENST00000428797.2,GABRA1,5,9,161277816,161324428,1371,5.10E-06,1.26E-05,9.44E-07,73,59,1,61.53537,146.2201377,14.46260432,-0.906039512,3.528007624,3.506675298,0.963866035,0.036119925,1.40E-05
14507,ENST00000284073.2,MSI2,17,13,55334103,55754389,987,6.36E-06,1.23E-05,8.97E-07,57,70,1,69.0262181,132.7975741,14.46199106,0.897369969,2.665412389,3.506589951,0.963858042,0.036127911,1.40E-05
11069,ENST00000257868.5,GDF11,12,3,56137100,56143666,1224,9.50E-06,1.87E-05,8.25E-07,48,64,0,93.54754454,189.9588527,10.0552156,2.919431004,4.470082075,3.141126895,0.963838119,0.036092619,6.93E-05
4911,ENST00000256759.3,FST,5,6,52776621,52781863,1035,5.24E-06,1.13E-05,7.46E-07,52,53,0,55.89736747,117.7026629,10.05209691,0.32316584,2.917061811,3.140639533,0.963797332,0.036133213,6.95E-05
15940,ENST00000426677.2,TOMM40,19,9,45394672,45406426,1086,8.11E-06,1.42E-05,7.54E-07,50,70,0,59.33709842,109.9959632,10.04332147,0.751446984,1.865282028,3.139267638,0.963682324,0.036247671,7.00E-05
14994,ENST00000324000.3,ST8SIA3,18,4,55020077,55027508,1143,5.23E-06,1.17E-05,7.57E-07,48,95,0,60.2267368,132.4200478,10.04296611,0.976709664,1.590536004,3.139212938,0.963677659,0.036252314,7.00E-05
11121,ENST00000355673.3,MBD6,12,11,57918086,57923017,3012,1.20E-05,3.01E-05,1.66E-06,161,414,3,140.8363609,345.1790196,23.26430983,-1.053319359,-1.811820613,4.161754346,0.9636575,0.036341916,5.84E-07
7351,ENST00000262177.4,DNAJB6,7,9,157151266,157208792,981,6.00E-06,1.15E-05,1.14E-06,53,80,1,50.65270489,98.29652833,14.44193953,-0.204463976,0.902643133,3.503796134,0.963595741,0.036389957,1.43E-05
15525,ENST00000222247.5,RPL18A,19,5,17970765,17974072,531,3.19E-06,8.62E-06,8.58E-07,25,43,0,32.52901629,86.56121185,10.02879536,0.81837514,2.290101664,3.13699754,0.963491173,0.036437903,7.09E-05
13459,ENST00000006053.6,CX3CL1,16,3,57406480,57416944,1194,7.75E-06,1.48E-05,7.73E-07,98,145,0,89.102405,168.7426322,10.02024594,-0.584355487,0.893989333,3.135660039,0.963378217,0.036550314,7.15E-05
8502,ENST00000372692.4,SET,9,8,131446174,131456943,873,3.43E-06,7.65E-06,7.08E-07,37,20,0,34.77356562,75.1981676,10.01919287,-0.234063575,3.113418567,3.135494181,0.96336428,0.036564183,7.15E-05
14421,ENST00000177694.1,TBX21,17,6,45810820,45822732,1608,1.26E-05,2.34E-05,1.25E-06,73,126,1,110.2517645,213.4788112,14.41516625,2.199398119,2.928477538,3.500063837,0.963242651,0.036742699,1.47E-05
4743,ENST00000308497.4,STOX2,4,4,184827943,184938437,2781,1.49E-05,3.25E-05,1.49E-06,155,263,1,135.7971261,290.7884709,14.41318886,-1.021576764,0.797063577,3.49978768,0.963216442,0.036768881,1.47E-05
6510,ENST00000361752.3,QKI,6,8,163836225,163991742,1026,4.69E-06,1.04E-05,1.01E-06,67,55,1,55.71261692,118.7767626,14.40918775,-0.937488248,2.862288431,3.499229691,0.963163356,0.036821914,1.47E-05
11831,ENST00000375370.5,TFDP1,13,11,114240152,114294582,1233,8.48E-06,1.52E-05,8.91E-07,87,115,1,98.38313831,172.6452076,14.4084169,0.711461252,2.145864928,3.499121728,0.96315312,0.03683214,1.47E-05
4204,ENST00000382226.5,LCORL,4,7,17885342,18023374,1809,6.28E-06,1.67E-05,1.64E-06,27,48,0,24.64622848,64.5876228,10.0003899,-0.293926163,1.009545498,3.13255108,0.96311457,0.036812675,7.28E-05
889,ENST00000331565.4,SLC6A17,1,11,110709551,110741066,2184,1.24E-05,2.59E-05,1.30E-06,129,193,2,140.317157,288.0781851,18.78555744,0.592288084,2.739947467,3.83630795,0.962734836,0.037262094,3.07E-06
3666,ENST00000330540.2,CD86,3,7,121774336,121838381,990,3.43E-06,8.94E-06,6.33E-07,39,88,0,41.65497398,103.7451297,9.969475213,0.255020852,0.756097956,3.12770538,0.962700436,0.037224764,7.48E-05
5528,ENST00000292385.5,DBN1,5,14,176884433,176899211,1956,1.17E-05,2.39E-05,1.77E-06,121,223,3,124.7414261,252.6413129,23.19104949,0.207672126,0.912140033,4.153252946,0.962685619,0.037313758,6.23E-07
6556,ENST00000328914.4,FOXK1,7,9,4721939,4802095,2202,2.31E-05,3.84E-05,1.19E-06,162,181,1,187.3152404,319.3173059,14.37233498,1.146685556,3.786009851,3.494083028,0.962670921,0.037313855,1.52E-05
18167,ENST00000393700.3,RENBP,X,11,153200738,153210062,1284,8.44E-06,1.80E-05,1.59E-06,61,100,1,61.7926402,128.0062359,14.36872113,0.062511077,1.210751851,3.493578898,0.962622292,0.037362434,1.53E-05
4231,ENST00000261427.5,UBE2K,4,7,39699947,39780054,603,2.26E-06,5.64E-06,6.76E-07,22,6,0,26.50606583,62.51355446,9.963021805,0.542593681,3.496085033,3.126692973,0.962613421,0.037311344,7.52E-05
12647,ENST00000442196.3,CCPG1,15,8,55648417,55681622,2424,6.99E-06,1.98E-05,1.73E-06,92,212,2,75.7217344,203.614877,18.77278359,-1.159704745,-0.287421932,3.834692362,0.962563039,0.037433856,3.11E-06
17897,ENST00000373004.3,SRPX2,X,10,99901319,99925984,1398,5.84E-06,1.68E-05,2.12E-06,41,124,2,45.13206394,123.1492096,18.77028846,0.381305866,-0.03749973,3.834376328,0.962529393,0.037467495,3.11E-06
15331,ENST00000222005.2,CDC37,19,8,10502226,10514155,1137,7.00E-06,1.58E-05,9.84E-07,68,117,1,81.50901514,180.2386825,14.3491513,0.927620836,2.303962157,3.490842131,0.962357896,0.03762656,1.55E-05
999,ENST00000330165.8,RBM8A,1,6,145507666,145509211,525,3.11E-06,7.66E-06,6.75E-07,23,24,0,35.45969311,86.03092491,9.931533039,1.297147087,3.271127038,3.121747969,0.962186023,0.037736587,7.74E-05
15491,ENST00000300935.3,RAB8A,19,8,16222711,16243114,624,3.77E-06,7.68E-06,6.12E-07,36,44,0,44.20443672,86.46344653,9.927354569,0.765007119,2.23365149,3.121091271,0.962128955,0.037793365,7.77E-05
3502,ENST00000295901.4,PSMD6,3,8,63996343,64009095,1170,5.24E-06,1.27E-05,1.02E-06,71,96,1,56.84941702,135.8291397,14.32914289,-1.163484655,1.671554685,3.488042733,0.962085715,0.037898459,1.58E-05
1393,ENST00000367879.4,UCK2,1,7,165797070,165877060,786,4.47E-06,9.34E-06,6.57E-07,49,40,0,48.95108643,101.7437548,9.923976944,-0.004333771,2.994027694,3.120560216,0.962082764,0.03783932,7.79E-05
10397,ENST00000527958.1,PAFAH1B2,11,5,117023163,117038415,690,3.19E-06,6.36E-06,7.06E-07,32,46,0,36.8483157,71.91685034,9.920084998,0.495144421,1.494800864,3.119948243,0.962029472,0.037892339,7.82E-05
13405,ENST00000320640.6,ITFG1,16,18,47189629,47494956,1839,7.95E-06,1.79E-05,1.89E-06,80,149,4,87.48581362,192.2474619,27.55151527,0.496157358,1.525622633,4.444632425,0.962023993,0.037975875,1.32E-07
5914,ENST00000439602.2,RPS18,6,6,33239896,33244243,459,1.66E-06,6.07E-06,7.09E-07,21,10,0,20.44744239,68.28423792,9.918906458,-0.07575468,3.449906862,3.119762835,0.962013321,0.037908409,7.83E-05
7296,ENST00000489432.2,REPIN1,7,2,150066800,150070034,1875,1.44E-05,3.29E-05,1.44E-06,95,187,1,134.1230681,306.6826009,14.3226103,2.094261523,3.342742238,3.487128329,0.961996441,0.03798764,1.59E-05
5975,ENST00000287218.4,ZFAND3,6,6,37787721,38120165,684,3.90E-06,9.43E-06,7.59E-07,36,47,0,38.78495819,93.00972396,9.91632401,0.277227795,2.333468376,3.119356755,0.961977905,0.037943643,7.85E-05
7129,ENST00000223023.4,WASL,7,11,123324572,123388788,1518,5.68E-06,1.36E-05,1.42E-06,65,104,2,63.31860492,147.7337367,18.72842225,-0.130995037,1.759919544,3.82907664,0.961960487,0.038036282,3.23E-06
4788,ENST00000264670.6,NSUN2,5,19,6600038,6633092,2304,1.09E-05,2.48E-05,2.24E-06,111,266,5,119.7938565,262.8037732,31.94783177,0.498096661,-0.096434974,4.72272709,0.961845836,0.038154137,2.70E-08
670,ENST00000371250.3,PPAP2B,1,6,56962222,57044689,936,5.28E-06,1.15E-05,6.68E-07,56,83,0,59.87342668,129.3353278,9.905863439,0.310333117,1.992828146,3.117710973,0.961834123,0.038086685,7.92E-05
7426,ENST00000523266.1,DMTN,8,15,21924386,21938974,1218,6.23E-06,1.45E-05,1.30E-06,70,132,2,71.05278857,155.3556836,18.71399979,0.077428461,0.916527978,3.827249051,0.96176259,0.038234137,3.27E-06
16832,ENST00000266069.3,GID8,20,4,61572854,61576264,687,3.26E-06,7.57E-06,7.26E-07,39,33,0,38.644763,87.483011,9.8966599,-0.035426319,2.849152426,3.116262389,0.961707186,0.038212966,7.98E-05
15556,ENST00000270061.7,SSBP4,19,18,18530458,18545056,1158,1.03E-05,1.73E-05,1.68E-06,63,120,2,73.48940021,127.053357,18.70647031,0.758556222,0.306070751,3.82629518,0.961658882,0.038337822,3.30E-06
17687,ENST00000348411.2,FTSJ1,X,11,48336435,48341406,990,5.40E-06,1.14E-05,1.01E-06,40,46,0,37.62155785,76.26054708,9.891278831,-0.240393806,1.694896952,3.115415088,0.96163278,0.038286986,8.02E-05
8151,ENST00000396396.1,PGM5,9,11,70972043,71144572,1704,8.85E-06,2.00E-05,1.53E-06,61,139,2,74.02718263,171.7203157,18.70301823,0.938651175,1.22130157,3.825857909,0.961611244,0.03838545,3.31E-06
3150,ENST00000250863.8,DAZL,3,11,16630166,16646009,948,3.57E-06,8.56E-06,9.67E-07,39,80,1,33.69905637,84.91881137,14.29435519,-0.56610039,0.261080582,3.483169714,0.961607976,0.038375697,1.63E-05
8176,ENST00000377041.2,ABHD17B,9,4,74477496,74489996,882,3.03E-06,8.20E-06,7.38E-07,51,49,0,35.80163392,94.15492235,9.877973101,-1.574689961,2.276145733,3.113318915,0.961448199,0.038470604,8.12E-05
8142,ENST00000242285.6,CLTA,9,7,36191053,36211771,747,5.75E-06,1.01E-05,6.72E-07,36,68,0,53.1330087,98.6238513,9.867083926,1.457138734,1.508291471,3.111602456,0.961296504,0.038621502,8.20E-05
11637,ENST00000255448.4,DCLK1,13,17,36348778,36700274,2190,1.15E-05,2.46E-05,2.27E-06,106,94,5,131.9083414,276.7296923,31.90630921,1.398467348,5.372763933,4.718516796,0.961271824,0.038728148,2.80E-08
10595,ENST00000433855.1,KCNA6,12,1,4919207,4920797,1590,1.08E-05,2.21E-05,8.33E-07,97,97,0,122.6937,250.6934292,9.85536415,1.438020166,4.747885347,3.109753945,0.961132595,0.038784545,8.29E-05
6347,ENST00000368357.3,NCOA7,6,15,126136500,126249917,2829,1.01E-05,2.41E-05,2.71E-06,106,304,6,119.1246117,276.1427189,36.28960433,0.745477962,-0.81995252,4.980720169,0.960907672,0.039092322,5.80E-09
11551,ENST00000392321.3,ZNF605,12,4,133501958,133522221,2019,6.71E-06,1.61E-05,1.30E-06,16,32,0,53.85052187,128.0236015,9.839174764,3.197616373,4.150968513,3.107198763,0.960905075,0.039010855,8.41E-05
17411,ENST00000360835.4,SCUBE1,22,22,43600002,43739267,2967,2.16E-05,4.13E-05,2.71E-06,202,328,6,221.6610241,420.5589852,36.2875148,0.818672825,2.207606548,4.9805202,0.960878306,0.039121688,5.81E-09
17134,ENST00000263205.7,MED15,22,18,20861965,20940991,2367,1.36E-05,2.68E-05,2.67E-06,143,211,6,154.6692529,299.3104398,36.28256262,0.581690828,2.496706055,4.980045366,0.960808623,0.039191371,5.84E-09
13716,ENST00000315491.7,TUBB3,16,4,89989809,90002212,1353,1.15E-05,2.14E-05,7.60E-07,125,46,0,129.8641788,239.7900732,9.830972092,0.264616024,6.121141833,3.105903245,0.960789307,0.039126002,8.47E-05
369,ENST00000294409.2,GMEB1,1,9,29010124,29041285,1722,5.97E-06,1.49E-05,9.38E-07,68,124,1,70.36397195,170.2569324,14.22187316,0.174709396,1.73396593,3.472996336,0.960593932,0.039388644,1.74E-05
11593,ENST00000335327.5,WASF3,13,8,27216407,27259982,1509,8.74E-06,1.80E-05,9.59E-07,98,171,1,102.433843,206.9935955,14.22146868,0.271583838,1.223667088,3.472938415,0.960588202,0.039394368,1.74E-05
11731,ENST00000377918.3,PCDH17,13,4,58206680,58299428,3480,2.90E-05,5.17E-05,1.50E-06,224,331,2,329.84453,586.9719724,18.62351806,3.612960064,5.167735856,3.815766287,0.960498313,0.039498137,3.55E-06
13753,ENST00000174618.4,MNT,17,6,2290194,2304006,1749,1.17E-05,2.24E-05,8.05E-07,99,184,0,114.7743821,216.978572,9.809202405,0.912808765,1.095065833,3.102462436,0.96048046,0.03943318,8.64E-05
7452,ENST00000308511.4,CCAR2,8,20,22463286,22477195,2772,1.26E-05,3.11E-05,2.32E-06,194,306,5,139.4763674,332.9195714,31.84822136,-2.862091884,0.721631277,4.712621687,0.960454889,0.039545081,2.95E-08
14365,ENST00000426726.3,RUNDC3A,17,11,42386200,42395606,1341,9.72E-06,1.97E-05,9.74E-07,37,57,0,63.3576586,135.828711,9.798937514,2.052847792,3.308301108,3.100838858,0.960334019,0.039578823,8.72E-05
9598,ENST00000525634.1,RPS13,11,6,17095979,17099188,456,1.95E-06,5.37E-06,6.99E-07,26,25,0,22.93578041,59.61342919,9.790078606,-0.396654756,2.192749344,3.099436842,0.960207217,0.039704931,8.79E-05
