gene,pLI,mis_z
ZNF728,1.36E-07,-1.725928343
GPATCH1,3.44E-05,-0.37898038
LRP3,0.039236654,1.419604991
URI1,0.211667123,-1.250727683
PDCD5,0.007120942,-0.101720764
C19orf40,2.66E-05,0.556258949
ZNF507,0.885285924,-1.43970504
NUDT19,1.09E-05,-0.778778902
CEP89,4.17E-20,-0.635459324
ANKRD27,7.79E-16,-0.756666179
SLC7A10,0.001577454,1.461154916
SLC7A9,0.246082408,0.869236162
TSHZ3,0.425645582,1.601986447
DPY19L3,0.080040472,0.836582957
WDR88,3.30E-08,0.658043231
CCNE1,0.268926805,1.521255139
ZNF536,0.965216842,3.270090892
RHPN2,0.000336631,1.34388353
RGS9BP,0.037702874,3.012442437
ZNF181,3.18E-08,0.377824938
ZNF792,3.90E-07,-0.089750269
UBA2,0.999673179,2.67669565
LSM14A,0.383919741,1.815097615
PEPD,0.014507135,-0.520620718
GRAMD1A,0.568380699,1.823194807
KCTD15,0.130646194,1.90616801
KIAA0355,0.877125217,0.747184737
ZNF599,4.70E-07,-1.622029337
WTIP,0.002799047,0.926282115
SCGB2B2,0.000675653,-0.589597376
HPN,0.997916182,2.359362539
GPI,0.001581452,1.833535793
PDCD2L,4.99E-05,-0.416607243
ZNF30,8.06E-09,-1.731843304
CEBPG,0.069375546,-0.584051433
ZNF302,0.007071956,-0.993147132
SCN1B,0.205166938,2.120522195
CHST8,0.004222016,2.595422286
FXYD3,0.003432336,0.107379643
FXYD1,0.233039912,1.669072504
LGI4,0.026319913,0.735701651
DMKN,3.47E-09,-0.859780551
KRTDAP,0.075330919,0.01498678
SBSN,0.035145281,0.72324748
LSR,5.34E-08,0.271209859
USF2,0.992520444,2.570931319
TMEM147,0.137954529,0.860159035
FFAR2,0.000643947,0.179767501
GAPDHS,0.135772126,0.575266799
HAMP,0.042505134,0.216297488
CD22,0.030849875,-0.378422209
FXYD7,0.122293437,0.945520432
MAG,0.540766817,2.027907806
FAM187B,3.67E-06,0.449634301
FFAR1,0.001370255,1.618600905
GPR42,0.659177796,3.300107082
FXYD5,0.464175278,-0.241063803
PSENEN,0.53569486,1.052507268
RBM42,0.759889531,2.501296024
ZBTB32,0.016210167,1.015581635
LIN37,0.356935099,0.337839748
UPK1A,3.36E-05,0.167117393
KMT2B,0.999999997,4.0550965
APLP1,0.525926956,1.402143955
U2AF1L4,5.80E-07,-0.200147999
KIRREL2,8.95E-06,1.342719035
COX6B1,0.081622093,1.298898721
ARHGAP33,0.21224841,1.67211993
IGFLR1,0.000164884,-0.63591828
PRODH2,7.21E-12,-0.220121807
NFKBID,0.795064374,2.509077652
ATP4A,6.99E-08,3.597197395
NPHS1,7.72E-11,0.979627891
C19orf55,5.10E-06,-1.502507623
HAUS5,0.000826137,0.364391167
ETV2,0.032896798,2.210206452
HSPB6,0.391248531,0.360410286
THAP8,0.000639752,-0.711087813
ZFP14,0.000162248,1.311944518
POLR2I,0.054160278,2.494863675
ZFP82,0.0523308,1.537469359
HCST,0.011933598,1.177257955
CLIP3,0.998567721,4.128424604
COX7A1,0.003562518,0.754750891
ZNF565,0.001766689,1.330860679
ZNF260,3.07E-06,-0.398884055
ZNF146,0.811745909,2.395633893
SDHAF1,0.106593834,2.084576233
SYNE4,5.96E-11,-0.519565263
ALKBH6,0.46893419,1.331011582
WDR62,3.70E-13,0.705688454
TYROBP,0.485203147,0.245824825
LRFN3,0.860302996,4.088330336
TBCB,0.405521803,1.592726785
ZNF566,0.637363545,-0.006366567
CAPNS1,0.00012438,1.456399818
ZNF570,0.001232864,0.200270959
ZNF420,3.29E-08,1.1903706
ZNF567,1.87E-06,0.733179416
ZNF585B,0.005691666,1.011702887
HKR1,2.72E-10,-1.808134163
ZNF850,0.188901355,0.985681342
ZNF790,3.28E-12,-1.237547505
ZNF382,0.853323188,0.843736
ZNF529,0.001067137,-0.169959718
ZNF829,1.85E-08,-0.30079902
ZNF585A,0.711326552,2.263304816
ZNF568,4.91E-09,0.270398993
ZNF540,0.00697653,-0.868525918
ZNF461,3.16E-06,-0.438377859
ZNF569,3.33E-05,-0.31311702
ZNF527,4.12E-05,0.104033761
ZNF793,5.31E-06,-1.096543008
ZNF383,6.28E-08,0.029974214
ZNF345,2.33E-11,-0.124226955
ZNF573,9.43E-09,-0.745519505
SIPA1L3,0.999676986,2.212232375
SPRED3,0.422884638,2.371608279
FAM98C,3.57E-10,1.239327741
ZNF607,8.48E-08,-1.341349147
PPP1R14A,0.287406517,0.015697269
SPINT2,0.029618615,0.939299229
KCNK6,0.199609234,0.677000063
ZNF571,2.83E-09,-1.714577262
DPF1,0.98898605,3.369799924
ZFP30,9.06E-08,-0.550099772
C19orf33,0.269214272,-0.119924521
YIF1B,0.037524214,1.06069802
RYR1,1.61E-07,4.437352418
CATSPERG,1.31E-11,1.388367829
PSMD8,0.176154541,0.67319049
ZNF781,7.22E-06,-0.787160249
GGN,0.134074174,1.266842049
RASGRP4,0.050117752,0.891911075
CAPN12,7.48E-20,-1.236749717
RINL,0.030110536,1.407344062
PAPL,5.71E-06,1.491009326
NCCRP1,0.000145564,0.996709893
EIF3K,0.002331635,0.867982138
PAK4,0.701123853,0.525170152
SARS2,5.31E-05,1.070574062
NFKBIB,0.249570217,1.013682469
ECH1,0.004166427,-0.000124461
MRPS12,0.010426267,1.072666475
CTC-360G5.1,0.384220416,-0.61189195
LGALS7B,0.478395552,2.474865144
LGALS7,0.433767043,2.035588088
HNRNPL,0.94506859,4.388707379
FBXO27,2.08E-10,1.610749603
LGALS4,6.57E-06,-0.41400517
SIRT2,1.08E-05,0.345129352
ACTN4,0.999989805,5.416802183
MAP4K1,0.991409179,3.688859628
FBXO17,1.23E-07,0.940105772
TIMM50,0.442656937,1.166423649
DLL3,1.65E-05,2.620942897
ZFP36,0.645934183,1.447370944
SELV,0.000392719,0.306287152
LGALS13,6.78E-05,-0.101468596
SYCN,0.005726526,-0.055791747
LGALS16,4.37E-05,-0.826934378
IFNL1,2.82E-05,-0.563641638
EID2,0.750053235,3.082650996
LRFN1,0.830755525,4.738651214
GMFG,1.91E-05,-0.062657777
PLEKHG2,3.59E-08,0.351958419
PAF1,0.84547263,2.92610009
IFNL2,1.95E-05,0.631960449
SAMD4B,0.998551353,3.342080151
IFNL3,1.16E-05,0.172386591
MED29,0.001012258,0.211042153
RPS16,0.281859103,2.309532578
SUPT5H,0.999999735,5.637305543
EID2B,0.126192495,1.117358207
ZNF780A,1.73E-06,-0.533963747
SERTAD3,0.06539173,0.069357313
DYRK1B,0.915927122,2.162526878
PLD3,0.015972164,1.358372264
ZNF546,2.54E-10,-0.900673568
AKT2,0.997816207,3.484227098
CNTD2,0.114056189,1.964249957
ZNF780B,3.90E-13,-1.22027968
C19orf47,0.802242559,0.87722719
LGALS14,0.010012279,-0.307377846
PSMC4,0.605976546,4.451224878
CLC,3.42E-05,-0.236076955
PRX,3.70E-11,0.795804349
HIPK4,0.003924876,1.324242878
TTC9B,0.027179794,2.971985305
FBL,0.984496356,1.617075563
MAP3K10,0.792721034,4.269673128
SERTAD1,0.04218449,0.614461765
SHKBP1,0.000346951,2.188519089
HNRNPUL1,0.999847512,3.957816349
AXL,0.766301151,0.896145401
NUMBL,0.751917062,2.867432539
CYP2B6,2.29E-05,-0.969404099
EGLN2,0.286988739,2.324634994
SNRPA,0.060279449,1.881890119
CYP2A13,0.001434457,-0.572699901
CYP2F1,2.76E-05,1.293546287
LTBP4,0.990358736,3.232256866
CYP2A6,2.18E-06,0.350004561
ITPKC,0.164215304,1.588170483
RAB4B,0.940202326,0.645907977
MIA,0.00695373,0.226498594
C19orf54,0.001265945,-0.600879532
ADCK4,1.82E-07,0.750683563
CYP2A7,3.01E-10,0.010852725
BLVRB,4.13E-05,0.155289
CYP2S1,0.000914984,0.909329924
CEACAM4,1.68E-06,-1.25555346
CEACAM7,9.14E-07,-1.703063437
RPS19,0.9239928,2.067242133
TGFB1,0.354132528,2.425593249
ATP5SL,5.83E-05,0.027402993
TMEM91,0.422100728,0.32942091
DMRTC2,0.726527694,0.08963484
BCKDHA,7.66E-08,1.7569039
EXOSC5,0.001192557,0.218575384
LYPD4,3.41E-05,-0.443160514
CEACAM3,1.50E-07,-0.419657896
B9D2,0.000844599,0.33640028
B3GNT8,3.49E-07,-0.180155285
CEACAM6,0.191109811,-0.052969587
CEACAM5,3.67E-05,0.320734917
CEACAM21,2.38E-10,-0.941153271
CCDC97,2.84E-08,0.327816728
CD79A,0.94856776,1.060445488
CTC-435M10.3,1.23E-08,1.551037081
GRIK5,0.917779688,3.845097201
DEDD2,0.284523204,2.355199943
MEGF8,0.973137204,3.276687285
GSK3A,0.997436756,3.440627241
CIC,0.999902947,1.534967512
ERF,0.807144401,2.997428142
CNFN,0.347229317,0.655409772
ZNF574,0.908434997,2.259882717
ZNF526,0.068124994,1.257296499
PRR19,0.196398788,-0.028408118
LIPE,5.73E-09,1.544312931
POU2F2,0.97379428,2.177822094
CEACAM1,0.658400055,0.074445704
CXCL17,0.028588373,-0.104733224
PAFAH1B3,0.021057918,1.026337412
RABAC1,0.07654707,1.418214566
TMEM145,8.14E-05,1.909325688
ARHGEF1,0.909497464,3.827198272
ATP1A3,0.999994323,7.375134671
ZNF576,0.007545748,1.412683886
PSG11,7.20E-09,-2.536098209
XRCC1,1.45E-07,0.428456854
TEX101,0.000898939,-0.446679259
ETHE1,0.016175186,1.590332179
PSG1,3.44E-12,-2.760134631
PSG4,7.90E-10,-3.129296931
SRRM5,7.19E-06,-1.826954319
PSG6,2.97E-09,-3.509728128
CEACAM8,1.25E-07,-1.796189191
PHLDB3,9.97E-17,-0.553612783
PSG9,2.75E-14,-3.24105283
PSG3,2.31E-12,-3.785019843
LYPD3,9.93E-09,0.360417455
ZNF575,0.456203449,1.430297517
PSG2,6.19E-07,-2.518603586
PSG5,1.21E-10,-1.526162293
IRGQ,0.001197228,4.065689778
PSG8,1.93E-10,-2.927631064
ZNF230,0.008341085,-0.270817826
ZNF155,1.34E-09,-1.509855409
SMG9,4.85E-11,1.613405301
ZNF404,1.49E-05,0.535729483
ZNF284,7.90E-09,-1.638312795
ZNF45,0.000102512,0.157747833
ZNF224,2.07E-09,-0.746407076
ZNF222,9.21E-11,-1.080198381
CADM4,0.979491545,3.74399874
ZNF428,0.720275479,0.898150734
PLAUR,0.306584926,0.393237632
ZNF223,5.14E-09,-0.315044004
ZNF226,5.27E-15,-2.449553286
LYPD5,9.45E-05,0.214026535
ZNF225,3.37E-08,-0.669592945
ZNF283,4.46E-08,0.510101791
KCNN4,8.36E-06,2.114821018
ZNF221,2.58E-09,-1.86726258
IRGC,0.043735507,1.692728163
ZNF234,1.08E-13,-0.565103258
ZNF180,7.36E-06,-1.30726927
CBLC,0.00018299,0.856314837
CEACAM16,0.029580258,-0.252713908
PVR,5.51E-07,1.125772272
APOC2,0.022796132,0.068077637
ZNF229,6.31E-09,-1.921078417
ZNF112,0.154211258,-0.465849796
ZNF235,1.86E-10,-0.930080717
ZNF285,0.002403055,-1.020995772
APOE,0.034533583,2.017014955
BCL3,0.862172685,2.073980457
CEACAM19,5.78E-07,-0.371011351
APOC4,0.000150692,-0.700464036
ZNF233,3.27E-17,-0.773263596
ZNF227,1.69E-05,-0.656459285
BCAM,0.036851184,0.384054347
TOMM40,0.963682324,1.865282028
PVRL2,0.531937435,1.475011931
APOC1,0.050738273,-0.032970072
ZNF296,0.973288664,2.447895323
RELB,0.973562746,2.604696745
CD3EAP,5.69E-05,-0.172785402
EXOC3L2,0.925564032,0.589535697
NKPD1,1.89E-09,3.38746726
BLOC1S3,0.01842977,2.479050217
PPP1R13L,0.002654018,2.378920639
CLASRP,0.964966482,3.9582452
CKM,0.005050586,0.946102715
TRAPPC6A,0.000705278,-0.50656237
ERCC2,3.14E-13,0.44383562
FOSB,0.852916177,2.814018695
KLC3,3.16E-06,-2.563907193
CLPTM1,0.980483077,3.64353315
ERCC1,0.000286883,-0.131156188
MARK4,0.999932136,3.467604505
GEMIN7,0.347103991,0.818490604
FOXA3,0.395510308,0.102144908
DMWD,0.007902113,3.853365975
VASP,0.583670616,1.052099746
SYMPK,0.997278492,2.914792425
OPA3,0.004120666,2.081609128
SNRPD2,0.747515256,2.823621986
PPM1N,0.000104897,3.477762949
IRF2BP1,0.974430422,5.278539808
AC074212.3,0.376320934,-1.049000484
GPR4,0.165986422,3.756508208
RTN2,0.636179982,0.853541104
EML2,7.58E-10,0.627713228
MYPOP,0.810391051,2.674109569
SIX5,0.310828643,1.941732185
FBXO46,0.876437042,3.219739797
GIPR,2.54E-22,0.599632031
QPCTL,0.00026154,0.828582231
DMPK,0.033081179,1.468619926
RSPH6A,2.55E-08,-0.835911368
PTGIR,0.001360202,0.038838525
IGFL1,5.93E-06,-0.399177266
PPP5C,0.99909299,2.811722724
CCDC61,2.17E-05,0.696860354
CCDC8,0.167397003,0.616420374
CALM3,0.580172432,2.915874419
PGLYRP1,0.167200721,0.388776754
AC011484.1,0.002962216,1.821750816
NANOS2,0.575905924,1.245753687
PRKD2,0.999696407,5.089298115
GNG8,0.147000774,1.159742493
IGFL4,0.003129503,-0.561559883
IGFL2,0.000244161,-0.302216329
HIF3A,0.21811305,-0.084351183
PNMAL1,0.04443696,-0.464621808
IGFL3,0.001093786,0.280852804
PPP5D1,0.039345023,0.155011905
TMEM160,0.654855933,2.09249157
NPAS1,0.916472527,2.610905704
CCDC9,1.57E-06,-0.590375531
SAE1,0.988952422,0.160135387
BBC3,0.071243538,0.869326295
ZC3H4,0.999999772,0.894162861
SLC1A5,0.051811209,2.488674267
ARHGAP35,0.999989835,4.199668235
STRN4,0.999575132,2.666709063
KPTN,0.000791095,1.337625942
FKRP,0.0003828,2.654694945
C5AR1,0.000416366,-0.109005346
DHX34,2.88E-08,0.284566727
NAPA,0.974655185,0.543349777
C5AR2,0.023140977,0.176386072
AP2S1,0.919495985,3.59897004
MEIS3,0.000113443,0.146101377
GLTSCR2,0.253946324,0.229621161
TPRX1,0.000613268,-0.835613664
CCDC114,0.002706897,0.304778225
LIG1,0.017705097,1.114424343
CARD8,0.016289375,-0.081712153
EHD2,0.531641412,2.23797496
ZNF114,1.07E-06,0.320424804
CRX,0.623714816,0.09399971
SULT2A1,1.39E-07,-0.40687235
TPRX2P,0.011646234,0.530481842
GLTSCR1,0.997123314,3.572797617
PLA2G4C,4.42E-08,-0.628083004
SYNGR4,0.001215749,-0.64499728
TMEM143,3.71E-08,0.556225616
SEPW1,0.000743621,-0.357671204
ELSPBP1,0.00018142,-0.208181542
EMP3,0.000573648,0.850999148
CABP5,0.004220803,0.375952956
GRIN2D,0.998648757,7.193221508
RASIP1,0.975494282,3.765499241
CYTH2,0.863501033,2.984535045
KCNJ14,8.51E-05,2.715367519
KDELR1,0.895487512,2.531737659
CA11,0.976097038,2.371641568
GRWD1,0.337778594,1.223342693
RPL18,0.554781181,2.201238722
IZUMO1,0.002416263,1.356876515
NTN5,3.27E-06,1.021491121
SULT2B1,0.827919002,0.709252511
SPACA4,0.577152663,1.473678654
FAM83E,6.62E-06,0.576633407
SPHK2,8.66E-06,2.111655102
DBP,0.820194275,2.280351395
MAMSTR,0.001233258,0.681671205
FGF21,0.21300202,-1.13787057
FUT1,0.000508775,1.608669627
FUT2,5.47E-12,0.134228805
PPP1R15A,3.34E-09,-0.845069889
HSD17B14,0.001372525,0.485372682
GYS1,0.008322674,2.413208053
FTL,0.000458653,1.139359966
NUCB1,4.17E-05,0.841432432
PLEKHA4,4.74E-09,0.555351155
CGB1,0.267464648,2.834263666
TULP2,1.83E-07,0.711798023
BCAT2,1.71E-11,1.379485852
DHDH,3.49E-06,-0.257639671
CGB,0.57407227,2.689769318
BAX,0.167938541,0.108241244
NTF4,0.1075829,0.450724028
CGB2,0.069421978,3.305058365
CGB8,0.091777955,-0.388864802
CGB7,0.013101838,2.334878185
RUVBL2,0.99911008,4.193016711
KCNA7,0.008250223,2.222403721
LHB,0.065600109,-0.510595881
CD37,0.006401814,1.359739517
TEAD2,0.002047317,1.278599969
RPL13A,0.633828369,1.281617121
SNRNP70,0.993095086,4.158434129
PPFIA3,0.999999595,7.062948621
FLT3LG,0.950828698,0.829593192
SLC17A7,0.995932825,4.987628294
LIN7B,0.83883725,1.393625951
DKKL1,0.000105208,-0.132682409
RPS11,0.913344861,2.153417811
PTH2,0.522952192,1.003649582
HRC,3.14E-05,-1.567360526
SLC6A16,4.48E-11,0.184533496
ALDH16A1,1.35E-07,-1.167130637
CCDC155,7.22E-07,-0.14490907
C19orf73,0.484013121,0.027121718
TRPM4,6.36E-19,1.463732913
PIH1D1,0.087951253,1.345732786
PRR12,0.999969577,4.187220884
CPT1C,0.000284628,1.94327046
MED25,0.001129877,1.916260383
NOSIP,0.002301566,2.250026487
AP2A1,0.99984728,5.217996797
RCN3,1.78E-09,0.831375351
BCL2L12,1.56E-05,0.107005806
IRF3,0.003217418,1.333126999
PRMT1,0.993587787,4.271530754
TSKS,0.980813772,0.382014936
RRAS,0.287257429,1.305583878
ADM5,0.036214399,0.592631003
SCAF1,0.998787539,4.31563639
PNKP,2.88E-07,-0.720190685
PTOV1,0.358456527,-0.490130407
TBC1D17,1.12E-12,0.012753614
PRRG2,5.97E-05,0.138382155
FUZ,0.002088164,-0.247714642
AKT1S1,0.476648977,1.030908005
FCGRT,0.82558718,0.729947428
SPIB,0.89985367,0.714780261
IZUMO2,1.07E-05,-0.062756743
POLD1,0.001807011,2.794126239
LRRC4B,0.297156811,5.756326531
SIGLEC11,2.64E-08,1.332099299
EMC10,1.56E-07,-0.123462806
FAM71E1,0.006132393,0.067567323
KCNC3,0.850943335,6.165453326
JOSD2,0.428022034,0.542167814
IL4I1,0.262058045,3.420194588
ASPDH,0.001111334,0.367710774
NUP62,0.804394184,0.334725703
MYBPC2,4.01E-17,-0.289307005
ZNF473,0.77456836,1.054858493
ATF5,0.02266778,-1.564651141
NR1H2,0.821872624,1.874156332
NAPSA,7.96E-07,-0.025632759
VRK3,1.57E-06,-0.23573494
MYH14,0.999847921,1.704121595
SYT3,0.225605579,2.175330859
GPR32,7.91E-05,1.226676006
KLK9,0.003938943,-0.168428148
KLK4,0.020194729,0.853030963
KLK11,0.057475122,-0.5356118
KLK6,0.497244484,0.251490913
KLK1,0.000319897,0.34614867
KLK13,0.755462838,-0.423880515
C19orf48,0.55106013,-0.409200447
KLK8,0.003383666,0.568091022
KLK12,0.001824117,-0.008407521
SHANK1,0.999999761,5.493978268
KLK7,0.006882965,-1.136963917
KLK10,4.41E-05,0.053237508
KLK2,0.000292492,-0.806315318
ACPT,1.22E-13,-0.358069469
KLK3,0.003472671,-0.60276162
KLK15,0.046580258,1.183052972
KLK5,0.072760721,-0.457836565
CLEC11A,0.002266726,1.214865723
LIM2,0.000989157,-0.461153569
SIGLEC12,1.54E-10,-1.41768309
SIGLEC8,0.000488762,-0.763974384
KLK14,1.10E-09,-0.125494014
SIGLEC10,4.06E-06,0.843480059
CEACAM18,4.11E-10,-1.038761861
ETFB,0.003716163,0.278576083
SIGLECL1,0.000332347,0.292865072
CTU1,0.134628145,3.02479625
SIGLEC9,0.000328335,0.091372443
NKG7,0.004006662,-0.342249794
IGLON5,0.822062298,2.38780919
SIGLEC6,0.024724479,-0.159823364
CD33,2.31E-05,-0.789064937
CLDND2,3.87E-05,0.616836676
SIGLEC7,8.93E-06,-0.279105242
ZNF175,0.000451569,-0.394679869
FPR1,0.063805813,0.804972936
SIGLEC14,0.035662741,2.315108197
ZNF614,0.002120628,-0.318042215
ZNF610,1.22E-10,-0.10925975
ZNF836,3.02E-09,-0.328402268
ZNF841,4.05E-08,-0.241196504
ZNF766,7.45E-08,-1.100117453
FPR2,0.01917529,0.745745226
FPR3,0.113913458,0.604485497
HAS1,6.04E-11,1.053844219
ZNF480,2.36E-07,-1.055759742
ZNF615,6.53E-12,-1.798662211
ZNF432,6.81E-11,-1.468927288
ZNF350,0.000264162,0.231504516
ZNF649,0.711121458,-0.017640974
ZNF616,1.07E-08,-1.121411698
PPP2R1A,0.719603753,5.302452472
ZNF577,0.012941322,-0.745997978
SIGLEC5,7.61E-05,1.378814615
ZNF613,0.000362474,-0.708862133
ZNF665,7.68E-08,-1.835143253
ZNF160,0.001927209,0.445512305
ZNF321P,0.184601492,-1.3155541
ZNF347,1.26E-17,-2.994376461
ZNF320,0.018449658,-0.231198527
ZNF83,3.82E-06,-0.943039438
ZNF28,1.98E-16,-1.907165538
ZNF578,8.81E-14,-2.109984476
ZNF534,4.41E-14,-0.169034784
ZNF600,1.48E-13,-1.721780851
ZNF468,4.58E-12,-1.474254854
ZNF528,1.01E-13,-2.947780339
ZNF701,2.35E-07,-0.876468012
ZNF611,1.16E-17,-2.356959655
ZNF816,5.10E-09,-0.813030029
ZNF808,1.80E-05,-0.755684923
ZNF880,3.88E-09,-1.091557477
ZNF415,0.005828488,-0.710868756
CACNG6,0.180522903,1.36064753
BIRC8,6.54E-07,-0.580552006
DPRX,1.14E-06,-0.205363625
MYADM,0.148243112,1.222486711
ZNF845,6.26E-08,-0.242800162
PRKCG,0.99982368,5.005714879
CACNG7,0.712700867,2.803617192
ZNF765,9.05E-10,-1.248863319
VSTM1,4.39E-09,-0.348655642
ZNF525,0.001291108,-0.138910661
ZNF677,6.09E-07,-1.291432262
ZNF813,8.50E-10,-1.075528291
NDUFA3,0.001385562,-0.053136796
NLRP12,3.14E-27,-1.771427115
VN1R2,0.000121566,-0.250978791
VN1R4,0.261583303,0.51073549
ZNF331,0.680597794,2.281628359
OSCAR,0.632157857,0.83571043
TMC4,9.29E-09,1.749773811
TTYH1,0.998439974,1.14888253
TSEN34,0.396480812,0.749497876
PRPF31,0.968045447,3.335430181
LAIR1,2.06E-05,0.096320651
LILRA3,0.002925351,-0.140497457
RPS9,0.787131549,4.004790492
MBOAT7,0.046319589,0.066016284
LILRB5,7.17E-12,-1.420062296
LENG9,4.99E-10,1.382935243
LENG1,2.63E-09,-1.652091733
LILRB3,0.027760685,1.94206359
CNOT3,0.999967222,3.894647687
LILRB2,7.83E-06,-1.505432003
LILRA5,4.63E-08,-0.705224528
CDC42EP5,0.359353006,1.794289522
TFPT,0.00019137,0.905955134
LILRA4,2.41E-12,-0.824870621
LENG8,0.998395296,1.548687695
LILRA6,0.000155086,1.750672554
KIR3DL3,0.532094899,3.380673395
LILRB4,4.67E-08,-2.30132939
NLRP2,1.88E-20,-1.983497004
NLRP7,1.10E-12,0.880506276
RDH13,5.35E-12,-0.846357863
KIR2DL3,0.038026499,2.385243396
PPP1R12C,0.462120927,1.42006676
EPS8L1,2.75E-08,1.052518179
GP6,1.20E-14,-0.006398208
KIR2DL4,0.875263421,3.413719216
LAIR2,0.000138974,0.205272972
KIR3DL1,9.78E-06,1.956328759
NCR1,7.82E-05,-0.29058647
FCAR,0.000228787,-0.813640677
KIR2DL1,0.184502117,2.038261868
LILRA1,1.54E-16,-1.947239839
LILRA2,6.89E-12,-2.187243549
KIR3DL2,0.221236755,1.762241867
LILRB1,9.91E-06,-1.274461121
PTPRH,5.10E-29,-1.695378921
AC010327.2,0.025930488,-0.620956612
BRSK1,0.993996393,5.087854754
TMEM190,0.060986378,1.12782931
SYT5,0.00220634,1.31744285
TNNT1,3.23E-06,1.927440286
DNAAF3,3.22E-06,1.444509299
COX6B2,0.048710576,0.517842354
SUV420H2,0.690731173,1.991669925
PPP6R1,0.997854506,-0.354362025
TMEM150B,4.55E-06,-0.405731625
AC020922.1,0.024399404,-0.224426254
IL11,0.427157856,-0.338417737
TNNI3,0.171895313,1.875781274
HSPBP1,0.009480862,0.788906806
UBE2S,0.801671664,3.175671307
RPL28,0.671038473,1.35375362
TMEM86B,2.76E-05,-2.001607889
NAT14,0.143168129,0.442573012
ZNF784,0.352694144,1.819842336
ISOC2,0.043319434,-0.535141924
CCDC106,0.010803208,2.299763263
RFPL4AL1,0.348004808,0.991754171
NLRP11,3.92E-06,0.509094314
SSC5D,0.346968714,-0.590048012
U2AF2,0.997188847,5.944720001
NLRP9,5.68E-17,-1.823375882
ZNF628,0.986868379,5.054131892
EPN1,0.430317763,1.490261018
SBK2,0.001474848,0.985514583
ZNF524,0.006803764,1.138582576
ZNF580,0.508634075,2.238308463
ZNF581,0.064555003,1.9026782
RFPL4A,0.345800478,0.545443356
FIZ1,0.450714684,5.049749098
ZSCAN5C,3.12E-05,-2.965137079
ZNF470,2.39E-07,-2.703925346
NLRP4,5.16E-05,-1.912343047
ZSCAN5B,1.77E-15,-2.471942604
ZNF787,0.741821108,3.74552403
ZIM2,0.472093394,-0.718607059
NLRP13,5.16E-14,-3.013823185
ZSCAN5A,0.081218246,0.083175554
ZNF471,3.61E-10,0.034757994
ZNF71,8.09E-06,1.561675116
NLRP8,1.26E-18,-1.384187844
ZNF667,0.000142443,-0.466678963
NLRP5,1.24E-07,-3.131527755
GALP,0.001215115,-0.251917013
ZNF582,0.000410371,-0.249906887
ZNF583,0.376960746,1.807260025
ZNF444,0.691714109,2.312790707
ZFP28,2.49E-06,0.133347277
ZNF835,9.62E-13,3.126478423
ZNF419,2.08E-06,-1.875272315
ZNF543,9.06E-12,-1.638354412
ZNF548,0.099573543,-0.155961943
ZNF547,2.12E-11,-0.370171023
AC004076.9,0.005605695,0.277730261
ZNF264,7.10E-06,-1.122256731
ZNF749,1.63E-06,-1.836142233
ZNF773,5.50E-09,-1.13405873
ZNF17,0.000331513,-0.825457004
ZNF805,0.794368612,0.582717003
AURKC,0.151759586,0.100296225
ZIM3,4.32E-11,-1.119298088
ZNF772,0.007956155,0.318330638
USP29,9.29E-15,-2.115427847
ZNF304,0.85265032,0.8670674
PEG3,0.001908157,-2.234313312
VN1R1,0.310171245,-1.127997087
ZNF460,0.647011502,2.518794981
TRAPPC2P1,0.163282002,-1.373973487
DUXA,3.06E-05,-0.023289288
ZNF154,5.19E-05,-0.518834688
ZNF211,3.03E-08,-0.742646701
ZNF550,1.52E-10,-0.810012713
ZNF671,4.22E-13,-0.081446077
ZNF134,0.001145501,-1.160776973
ZNF417,1.13E-06,3.712637166
ZNF416,0.000574204,0.505506195
ZNF587B,0.008092643,0.717450726
ZSCAN4,0.004598953,-0.618121639
ZNF587,0.00025345,3.115902243
ZNF530,1.74E-10,-0.455569147
ZNF814,6.75E-10,-1.94610243
ZNF551,6.09E-07,-0.975340233
ZIK1,4.79E-08,-0.071831703
ZNF418,4.09E-21,-1.884163053
ZNF552,0.011944108,1.808962252
ZNF549,5.83E-05,-1.054357718
ZNF776,7.87E-06,-0.663896902
ZNF586,0.005012176,-0.676865058
ZNF446,3.39E-06,-0.94063787
ZNF497,5.39E-08,1.171199896
ZNF135,3.87E-09,-0.700849192
ZSCAN1,6.40E-07,-0.086376264
ZNF837,0.258440636,1.858603803
ZNF584,1.31E-05,0.134322255
ZNF132,8.15E-13,-2.697605898
ZNF606,0.32038965,0.207157395
ZNF324,0.473925409,3.384336071
ZSCAN22,1.29E-05,-0.483719569
ZNF256,1.77E-05,-1.079062269
ZNF274,0.007249822,0.942871354
ZNF329,2.31E-05,-0.674444885
RPS5,0.903178121,3.447580884
ZSCAN18,0.748253934,0.593555541
ZNF324B,0.005747898,3.706251545
ZNF544,3.81E-13,-2.229189243
A1BG,9.06E-05,1.031430951
C19orf18,6.22E-05,-0.676963664
TRIM28,0.999902029,3.162989689
UBE2M,0.619518063,2.941945304
MZF1,1.81E-06,0.758483588
ZBTB45,0.02663698,2.647080651
CHMP2A,0.906239123,1.342832528
SLC27A5,7.71E-08,0.36203264
SCRT2,0.364922305,3.989936487
DEFB128,0.560121292,-1.184293056
DEFB132,0.006474774,-0.699253069
RBCK1,0.212094448,1.5943452
DEFB125,0.000941817,-0.435315504
TRIB3,2.12E-10,0.039641945
DEFB126,0.00072303,-0.239232308
