Pathway1,Pathway2,vec
Amphetamine.addiction_Homo.sapiens_hsa05031,Serotonergic.synapse_Homo.sapiens_hsa04726,0
Insulin.resistance_Homo.sapiens_hsa04931,Serotonergic.synapse_Homo.sapiens_hsa04726,0
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Serotonergic.synapse_Homo.sapiens_hsa04726,0
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,Serotonergic.synapse_Homo.sapiens_hsa04726,0
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Serotonergic.synapse_Homo.sapiens_hsa04726,0
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Serotonergic.synapse_Homo.sapiens_hsa04726,0
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Serotonergic.synapse_Homo.sapiens_hsa04726,0
Influenza.A_Homo.sapiens_hsa05164,Serotonergic.synapse_Homo.sapiens_hsa04726,0
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Serotonergic.synapse_Homo.sapiens_hsa04726,0
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Serotonergic.synapse_Homo.sapiens_hsa04726,0
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Serotonergic.synapse_Homo.sapiens_hsa04726,0
Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,Serotonergic.synapse_Homo.sapiens_hsa04726,0
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,Serotonergic.synapse_Homo.sapiens_hsa04726,0
Adherens.junction_Homo.sapiens_hsa04520,Serotonergic.synapse_Homo.sapiens_hsa04726,0
Glutamatergic.synapse_Homo.sapiens_hsa04724,Phagosome_Homo.sapiens_hsa04145,0
Cocaine.addiction_Homo.sapiens_hsa05030,Phagosome_Homo.sapiens_hsa04145,0
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Phagosome_Homo.sapiens_hsa04145,0
Amphetamine.addiction_Homo.sapiens_hsa05031,Phagosome_Homo.sapiens_hsa04145,0
Long.term.potentiation_Homo.sapiens_hsa04720,Phagosome_Homo.sapiens_hsa04145,0
TNF.signaling.pathway_Homo.sapiens_hsa04668,Phagosome_Homo.sapiens_hsa04145,0
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Phagosome_Homo.sapiens_hsa04145,0
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Phagosome_Homo.sapiens_hsa04145,0
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Phagosome_Homo.sapiens_hsa04145,0
Dopaminergic.synapse_Homo.sapiens_hsa04728,Phagosome_Homo.sapiens_hsa04145,0
Cholinergic.synapse_Homo.sapiens_hsa04725,Phagosome_Homo.sapiens_hsa04145,0
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Phagosome_Homo.sapiens_hsa04145,0
Glucagon.signaling.pathway_Homo.sapiens_hsa04922,Phagosome_Homo.sapiens_hsa04145,0
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Phagosome_Homo.sapiens_hsa04145,0
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Phagosome_Homo.sapiens_hsa04145,0
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Phagosome_Homo.sapiens_hsa04145,0
Huntington.s.disease_Homo.sapiens_hsa05016,Phagosome_Homo.sapiens_hsa04145,0
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Phagosome_Homo.sapiens_hsa04145,0
Insulin.secretion_Homo.sapiens_hsa04911,Phagosome_Homo.sapiens_hsa04145,0
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Phagosome_Homo.sapiens_hsa04145,0
Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,Phagosome_Homo.sapiens_hsa04145,0
Axon.guidance_Homo.sapiens_hsa04360,Phagosome_Homo.sapiens_hsa04145,0
Influenza.A_Homo.sapiens_hsa05164,Phagosome_Homo.sapiens_hsa04145,0
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Phagosome_Homo.sapiens_hsa04145,0
Tight.junction_Homo.sapiens_hsa04530,Phagosome_Homo.sapiens_hsa04145,0
Hepatitis.B_Homo.sapiens_hsa05161,Phagosome_Homo.sapiens_hsa04145,0
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Phagosome_Homo.sapiens_hsa04145,0
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Phagosome_Homo.sapiens_hsa04145,0
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Phagosome_Homo.sapiens_hsa04145,0
Alcoholism_Homo.sapiens_hsa05034,Phagosome_Homo.sapiens_hsa04145,0
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,Phagosome_Homo.sapiens_hsa04145,0
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Phagosome_Homo.sapiens_hsa04145,0
Pathways.in.cancer_Homo.sapiens_hsa05200,Phagosome_Homo.sapiens_hsa04145,0
Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,Phagosome_Homo.sapiens_hsa04145,0
Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,Phagosome_Homo.sapiens_hsa04145,0
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,Phagosome_Homo.sapiens_hsa04145,0
Melanogenesis_Homo.sapiens_hsa04916,Phagosome_Homo.sapiens_hsa04145,0
Adherens.junction_Homo.sapiens_hsa04520,Phagosome_Homo.sapiens_hsa04145,0
Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,Phagosome_Homo.sapiens_hsa04145,0
Serotonergic.synapse_Homo.sapiens_hsa04726,Phagosome_Homo.sapiens_hsa04145,0
Cocaine.addiction_Homo.sapiens_hsa05030,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Long.term.depression_Homo.sapiens_hsa04730,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Gap.junction_Homo.sapiens_hsa04540,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Huntington.s.disease_Homo.sapiens_hsa05016,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Alcoholism_Homo.sapiens_hsa05034,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Serotonergic.synapse_Homo.sapiens_hsa04726,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Phagosome_Homo.sapiens_hsa04145,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0
Cocaine.addiction_Homo.sapiens_hsa05030,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
Amphetamine.addiction_Homo.sapiens_hsa05031,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
TNF.signaling.pathway_Homo.sapiens_hsa04668,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
Alcoholism_Homo.sapiens_hsa05034,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
Phagosome_Homo.sapiens_hsa04145,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0
Cocaine.addiction_Homo.sapiens_hsa05030,Oocyte.meiosis_Homo.sapiens_hsa04114,0
TNF.signaling.pathway_Homo.sapiens_hsa04668,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Oocyte.meiosis_Homo.sapiens_hsa04114,0
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Influenza.A_Homo.sapiens_hsa05164,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Tight.junction_Homo.sapiens_hsa04530,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Hepatitis.B_Homo.sapiens_hsa05161,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Alcoholism_Homo.sapiens_hsa05034,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Pathways.in.cancer_Homo.sapiens_hsa05200,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Oocyte.meiosis_Homo.sapiens_hsa04114,0
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Adherens.junction_Homo.sapiens_hsa04520,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Phagosome_Homo.sapiens_hsa04145,Oocyte.meiosis_Homo.sapiens_hsa04114,0
Amphetamine.addiction_Homo.sapiens_hsa05031,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0
Adherens.junction_Homo.sapiens_hsa04520,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0
Phagosome_Homo.sapiens_hsa04145,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0
TNF.signaling.pathway_Homo.sapiens_hsa04668,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Insulin.resistance_Homo.sapiens_hsa04931,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Influenza.A_Homo.sapiens_hsa05164,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Hepatitis.B_Homo.sapiens_hsa05161,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Adherens.junction_Homo.sapiens_hsa04520,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Phagosome_Homo.sapiens_hsa04145,Gastric.acid.secretion_Homo.sapiens_hsa04971,0
Glutamatergic.synapse_Homo.sapiens_hsa04724,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Cocaine.addiction_Homo.sapiens_hsa05030,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Amphetamine.addiction_Homo.sapiens_hsa05031,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Long.term.potentiation_Homo.sapiens_hsa04720,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Circadian.entrainment_Homo.sapiens_hsa04713,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Platelet.activation_Homo.sapiens_hsa04611,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Long.term.depression_Homo.sapiens_hsa04730,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Cholinergic.synapse_Homo.sapiens_hsa04725,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Glucagon.signaling.pathway_Homo.sapiens_hsa04922,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Insulin.secretion_Homo.sapiens_hsa04911,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
AMPK.signaling.pathway_Homo.sapiens_hsa04152,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Axon.guidance_Homo.sapiens_hsa04360,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Alcoholism_Homo.sapiens_hsa05034,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Melanogenesis_Homo.sapiens_hsa04916,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Oocyte.meiosis_Homo.sapiens_hsa04114,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Gastric.acid.secretion_Homo.sapiens_hsa04971,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0
Cocaine.addiction_Homo.sapiens_hsa05030,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Circadian.entrainment_Homo.sapiens_hsa04713,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Huntington.s.disease_Homo.sapiens_hsa05016,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Insulin.secretion_Homo.sapiens_hsa04911,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
AMPK.signaling.pathway_Homo.sapiens_hsa04152,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Alcoholism_Homo.sapiens_hsa05034,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Serotonergic.synapse_Homo.sapiens_hsa04726,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Phagosome_Homo.sapiens_hsa04145,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Gastric.acid.secretion_Homo.sapiens_hsa04971,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0
Glutamatergic.synapse_Homo.sapiens_hsa04724,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Cocaine.addiction_Homo.sapiens_hsa05030,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Amphetamine.addiction_Homo.sapiens_hsa05031,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Long.term.potentiation_Homo.sapiens_hsa04720,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Circadian.entrainment_Homo.sapiens_hsa04713,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Platelet.activation_Homo.sapiens_hsa04611,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Long.term.depression_Homo.sapiens_hsa04730,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Cholinergic.synapse_Homo.sapiens_hsa04725,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Gap.junction_Homo.sapiens_hsa04540,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Insulin.secretion_Homo.sapiens_hsa04911,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Axon.guidance_Homo.sapiens_hsa04360,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Tight.junction_Homo.sapiens_hsa04530,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Alcoholism_Homo.sapiens_hsa05034,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Melanogenesis_Homo.sapiens_hsa04916,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Adherens.junction_Homo.sapiens_hsa04520,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Serotonergic.synapse_Homo.sapiens_hsa04726,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Oocyte.meiosis_Homo.sapiens_hsa04114,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Gastric.acid.secretion_Homo.sapiens_hsa04971,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0
Glutamatergic.synapse_Homo.sapiens_hsa04724,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Cocaine.addiction_Homo.sapiens_hsa05030,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Platelet.activation_Homo.sapiens_hsa04611,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Alzheimer.s.disease_Homo.sapiens_hsa05010,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
mTOR.signaling.pathway_Homo.sapiens_hsa04150,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Huntington.s.disease_Homo.sapiens_hsa05016,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
AMPK.signaling.pathway_Homo.sapiens_hsa04152,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Tight.junction_Homo.sapiens_hsa04530,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Alcoholism_Homo.sapiens_hsa05034,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Adherens.junction_Homo.sapiens_hsa04520,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Serotonergic.synapse_Homo.sapiens_hsa04726,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Phagosome_Homo.sapiens_hsa04145,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0
Glutamatergic.synapse_Homo.sapiens_hsa04724,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Cocaine.addiction_Homo.sapiens_hsa05030,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Amphetamine.addiction_Homo.sapiens_hsa05031,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Calcium.signaling.pathway_Homo.sapiens_hsa04020,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Long.term.potentiation_Homo.sapiens_hsa04720,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Circadian.entrainment_Homo.sapiens_hsa04713,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Platelet.activation_Homo.sapiens_hsa04611,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Long.term.depression_Homo.sapiens_hsa04730,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Cholinergic.synapse_Homo.sapiens_hsa04725,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Gap.junction_Homo.sapiens_hsa04540,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Glucagon.signaling.pathway_Homo.sapiens_hsa04922,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Huntington.s.disease_Homo.sapiens_hsa05016,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Insulin.secretion_Homo.sapiens_hsa04911,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
AMPK.signaling.pathway_Homo.sapiens_hsa04152,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Axon.guidance_Homo.sapiens_hsa04360,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Tight.junction_Homo.sapiens_hsa04530,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
Alcoholism_Homo.sapiens_hsa05034,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0
