GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue May 16 15:04:47 BST 2017

Gene	Score	Description
UBR5	PABPC1	0.004106926410968315	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UBR5	UBC	3.120564457411246E-4	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UPF2	UPF3A	0.028659881408452315	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UPF2	UPF3B	0.04976047309765352	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
UPF3A	UPF3B	0.04860498276970724	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
USP8	ERBB4	0.011104594089224134	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
USP8	NBR1	0.01877542987789869	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
USP8	UBC	4.8798164956835805E-4	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
USP8	YWHAE	0.0032725140634678514	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
WWP1	CPSF6	0.03067747571990322	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
WWP1	ERBB4	0.009578903129296691	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
WWP1	SMAD5	0.013131947985744758	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
WWP1	UBC	4.20936445852981E-4	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	ABL1	0.0012822574524514506	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	DDX21	0.006152201633103083	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	DENND4A	0.053813253071421735	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	EIF3E	0.003483397593045409	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	HNRNPA2B1	0.005146610663550229	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	MAP3K7	0.0014472488197856412	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	MARK3	0.004234486980976841	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	PRPSAP1	0.012808729733404797	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	RCN2	0.015624710497889684	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	SRRM2	0.009554315218426588	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	SRSF4	0.010148427677562953	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	TNFAIP3	0.002767931785970326	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
YWHAE	UBC	1.322685006956125E-4	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ZMYM2	HNRNPA2B1	0.02662155208629773	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ZMYM2	HNRNPH3	0.06678522400526743	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ZNF217	CTBP2	0.036330243457447564	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ABL1	CBLB	0.22400990659870054	Physical interactions	Brehme-Superti-Furga-2009
CRK	CBLB	0.039158333557702776	Physical interactions	Brehme-Superti-Furga-2009
CRK	DDX5	0.04915545937526169	Physical interactions	Brehme-Superti-Furga-2009
CRK	EEF1A1	0.0375073708705779	Physical interactions	Brehme-Superti-Furga-2009
CRK	MAP4K5	0.1161215226599359	Physical interactions	Brehme-Superti-Furga-2009
CRK	UBC	0.06623349234046869	Physical interactions	Brehme-Superti-Furga-2009
CALD1	LRCH3	0.04747839254477262	Physical interactions	Couzens-Gingras-2013
CRLF3	LRCH3	0.008189801374407382	Physical interactions	Couzens-Gingras-2013
LIMA1	LRCH3	0.0348133721475099	Physical interactions	Couzens-Gingras-2013
YWHAE	SAV1	0.019744071229533495	Physical interactions	Couzens-Gingras-2013
ANXA4	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
ARGLU1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
ATRX	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
ATXN2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
B2M	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
BIRC2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
BNIP2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
BTAF1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
CRK	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
DAAM1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
DDX17	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
DDX5	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
DHX15	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
EIF4A3	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
EP300	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
HIF1A	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
HNRNPA1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
HNRNPH3	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
HNRNPK	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
KDM6A	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
KIAA0907	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
KIAA1033	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
LUC7L3	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
MAGOH	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
MATR3	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
MFAP1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
MGEA5	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
MORC3	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
NBN	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
NUDT21	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
NUP153	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PAN2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PCF11	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PDS5A	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PIK3R1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PPP1CB	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PPP2R5E	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PPP4C	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PPWD1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PRPF3	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PRPS2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
PUM1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
RAD21	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
RASA1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
RBM39	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SCAF8	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SEC24B	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SF3A2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SF3A3	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SF3B1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SLTM	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SMCHD1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SMG1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SNAPC1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SNRNP200	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SRRM1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SRRM2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SRSF1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SRSF11	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SRSF2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
SRSF6	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
STAG1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
TBC1D4	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
TCERG1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
THUMPD1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
TIA1	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
TOP2B	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
TRA2A	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ABI1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ADNP	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	AKR1B1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ALMS1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	AMD1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ANKRD28	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ANXA1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ARMC1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ATF7IP	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ATM	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	BCLAF1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CALD1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CDK12	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CEBPZ	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CENPU	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CHD1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CLIC4	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CMTM6	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CNOT1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CPOX	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CPSF6	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CPSF7	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	CTBP2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	DDX21	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	DENND4A	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	DERL1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	DHX29	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	DIDO1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	EEF1A1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	EIF3E	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	FHL1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	FLNC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	GNA13	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	GOLGA7	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	HEATR3	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	HNRNPA2B1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	IFITM2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	IFRD1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ITGA6	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ITPR2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	JMJD1C	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	KCTD12	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	LIMA1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	LPL	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	LPP	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	LRBA	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	LYN	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	MAP3K7	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	MAP4K5	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	MARK3	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	MCMBP	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	MED14	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	METTL9	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	MFN1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	MON2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	MYOF	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	NAA50	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	NBR1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	NEK1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	NUP43	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	OGT	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PABPC1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PALLD	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PAPOLA	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PCNA	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PLOD2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PLSCR1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PNN	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PPFIA1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PRDX4	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PRPF4B	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PRPSAP1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PRR11	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PSAP	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PTPRA	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	PUM2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	RAB27A	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	RAP1A	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	RAP1B	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	RBM12	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	RCN2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ROCK1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	RPRD1A	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SAT1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SEC24A	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SEPT8	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SETD2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SF3A1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SH3GLB1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SLC26A2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SMAD5	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SMC5	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SMNDC1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SPEN	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SRSF10	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SRSF4	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	STAG2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	SUN1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TARDBP	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TCF12	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TGOLN2	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TMCO1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TMED10	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TMEM165	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TMEM38B	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TMEM43	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TMX1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TNFAIP3	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TPP1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	TRIM5	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	U2SURP	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	UBXN7	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	UPF3B	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	USP3	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	WDR11	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	YY1AP1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ZCCHC6	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ZCCHC8	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ZFC3H1	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBC	ZNF292	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UBR5	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
UPF2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
USP8	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
YTHDC2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
YTHDF3	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
YWHAE	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
ZBTB11	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
ZMYM2	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
ZNF217	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
ZNF638	UBC	0.009002053097609795	Physical interactions	Danielsen-Nielsen-2011
AKR1B1	HLA-B	0.0013399460543224984	Physical interactions	Ewing-Figeys-2007
CRK	HLA-B	0.020749616116709505	Physical interactions	Ewing-Figeys-2007
DDX21	HLA-B	0.002129981818941049	Physical interactions	Ewing-Figeys-2007
DDX21	SMNDC1	0.01075882572167574	Physical interactions	Ewing-Figeys-2007
FHL1	HLA-B	0.0056138219922789254	Physical interactions	Ewing-Figeys-2007
HLA-B	CPSF6	0.0058886260390956305	Physical interactions	Ewing-Figeys-2007
HLA-B	NUP43	0.020749616116709505	Physical interactions	Ewing-Figeys-2007
KCTD12	HLA-B	0.004084589691138174	Physical interactions	Ewing-Figeys-2007
PABPC1	HLA-B	0.002178306940604194	Physical interactions	Ewing-Figeys-2007
PCNA	HLA-B	0.003031521642355862	Physical interactions	Ewing-Figeys-2007
PPP4C	PPP4R2	0.06811185128636466	Physical interactions	Ewing-Figeys-2007
SF3A3	SMNDC1	0.028773368249994314	Physical interactions	Ewing-Figeys-2007
SF3B1	SMNDC1	0.007355909664349508	Physical interactions	Ewing-Figeys-2007
SMNDC1	ASXL2	0.04325882298040924	Physical interactions	Ewing-Figeys-2007
TARDBP	HLA-B	0.007080246972847098	Physical interactions	Ewing-Figeys-2007
DDX17	TARDBP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
DDX5	TARDBP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
HNRNPA1	TARDBP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
HNRNPA2B1	TARDBP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
MATR3	TARDBP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
PRPF3	TARDBP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
RBM39	TARDBP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
SNRNP200	TARDBP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
SRSF6	TARDBP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
TARDBP	BCLAF1	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
TARDBP	DDX21	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
TARDBP	PABPC1	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
TARDBP	U2SURP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
YTHDC2	TARDBP	0.05348542866258346	Physical interactions	Freibaum-Taylor-2010
YTHDF3	POT1	0.10722395201735177	Physical interactions	Giannone-Liu-2010
PPP4C	EEF1A1	0.02066997570656086	Physical interactions	Glatter-Gstaiger-2009
PPP4C	PPP4R2	0.02066997570656086	Physical interactions	Glatter-Gstaiger-2009
TBC1D4	YWHAE	0.13587343026862245	Physical interactions	Gloeckner-Ueffing-2007
USP8	YWHAE	0.13587343026862245	Physical interactions	Gloeckner-Ueffing-2007
YWHAE	DENND4A	0.13587343026862245	Physical interactions	Gloeckner-Ueffing-2007
YWHAE	LIMA1	0.13587343026862245	Physical interactions	Gloeckner-Ueffing-2007
YWHAE	MARK3	0.13587343026862245	Physical interactions	Gloeckner-Ueffing-2007
ANXA4	ANXA1	0.4180335854898672	Physical interactions	Havugimana-Emili-2012
CPSF7	CPSF6	0.035256292884791485	Physical interactions	Havugimana-Emili-2012
DDX17	DDX5	0.03400585833373584	Physical interactions	Havugimana-Emili-2012
DDX17	SF3A1	0.02330456173504201	Physical interactions	Havugimana-Emili-2012
DDX5	DHX15	0.010863294925201713	Physical interactions	Havugimana-Emili-2012
DDX5	EIF4A3	0.016259865743144107	Physical interactions	Havugimana-Emili-2012
DDX5	SF3A1	0.0093331825037688	Physical interactions	Havugimana-Emili-2012
DDX5	SRRM2	0.012428266931591145	Physical interactions	Havugimana-Emili-2012
DHX15	PABPC1	0.016691284260635576	Physical interactions	Havugimana-Emili-2012
DHX15	SF3A1	0.007444727202410632	Physical interactions	Havugimana-Emili-2012
DHX15	SRRM2	0.009913558157064035	Physical interactions	Havugimana-Emili-2012
DHX15	SRSF10	0.013581101146400805	Physical interactions	Havugimana-Emili-2012
EEF1A1	PABPC1	0.01159713348090616	Physical interactions	Havugimana-Emili-2012
EIF4A3	SRRM2	0.014838328548659322	Physical interactions	Havugimana-Emili-2012
EIF4A3	SRSF10	0.020327798887274515	Physical interactions	Havugimana-Emili-2012
HNRNPA1	CLIC4	0.2847037892354573	Physical interactions	Havugimana-Emili-2012
HNRNPA1	CPSF7	0.03410685035480974	Physical interactions	Havugimana-Emili-2012
HNRNPA1	HNRNPA2B1	0.022661265858316848	Physical interactions	Havugimana-Emili-2012
HNRNPA1	PABPC1	0.025579192997669815	Physical interactions	Havugimana-Emili-2012
HNRNPA1	SRRM2	0.015192410150442162	Physical interactions	Havugimana-Emili-2012
HNRNPH3	HNRNPA1	0.04392874971935687	Physical interactions	Havugimana-Emili-2012
HNRNPH3	HNRNPA2B1	0.048916818241757073	Physical interactions	Havugimana-Emili-2012
HNRNPH3	SF3A3	0.03956478371345359	Physical interactions	Havugimana-Emili-2012
HNRNPK	DHX15	0.009536544756504622	Physical interactions	Havugimana-Emili-2012
HNRNPK	EEF1A1	0.006626007805818221	Physical interactions	Havugimana-Emili-2012
HNRNPK	HNRNPA1	0.014614639890823641	Physical interactions	Havugimana-Emili-2012
HNRNPK	PABPC1	0.018369619675229792	Physical interactions	Havugimana-Emili-2012
HNRNPK	SF3A1	0.00819330685475332	Physical interactions	Havugimana-Emili-2012
HNRNPK	SRRM2	0.01091038299683011	Physical interactions	Havugimana-Emili-2012
HNRNPK	SRSF1	0.010292753667950029	Physical interactions	Havugimana-Emili-2012
HNRNPK	SRSF11	0.011686116445396891	Physical interactions	Havugimana-Emili-2012
HNRNPK	TARDBP	0.033685168031624586	Physical interactions	Havugimana-Emili-2012
MATR3	MYOF	0.26029141708899206	Physical interactions	Havugimana-Emili-2012
MFAP1	U2SURP	0.45991866088749367	Physical interactions	Havugimana-Emili-2012
NUDT21	CPSF6	0.031786696830322335	Physical interactions	Havugimana-Emili-2012
PDS5A	DDX21	0.25065422096985374	Physical interactions	Havugimana-Emili-2012
PPP1CB	OGT	0.18603129048591147	Physical interactions	Havugimana-Emili-2012
PPP1CB	PAPOLA	0.3873570640397019	Physical interactions	Havugimana-Emili-2012
PRPF3	EIF4A3	0.01845843468088719	Physical interactions	Havugimana-Emili-2012
PRPF3	PABPC1	0.023754648064154196	Physical interactions	Havugimana-Emili-2012
PRPF3	SF3A1	0.010595163547362603	Physical interactions	Havugimana-Emili-2012
PRPF3	SF3A2	0.03221799073319553	Physical interactions	Havugimana-Emili-2012
PRPF3	SF3A3	0.017021447982749387	Physical interactions	Havugimana-Emili-2012
PRPF3	SRRM2	0.01410874788483049	Physical interactions	Havugimana-Emili-2012
RAD21	PCNA	0.05998205996017178	Physical interactions	Havugimana-Emili-2012
RAD21	SF3A3	0.033375116025295457	Physical interactions	Havugimana-Emili-2012
RBM39	DDX21	0.019879167298380053	Physical interactions	Havugimana-Emili-2012
SEC24B	SEC24A	0.0751779837010467	Physical interactions	Havugimana-Emili-2012
SF3A2	SF3A1	0.019449466295410063	Physical interactions	Havugimana-Emili-2012
SF3A3	FLNC	0.03393016308017234	Physical interactions	Havugimana-Emili-2012
SF3A3	SF3A1	0.010275567686681445	Physical interactions	Havugimana-Emili-2012
SF3A3	SF3A2	0.03124615383340761	Physical interactions	Havugimana-Emili-2012
SF3B1	HNRNPK	0.009290142375474358	Physical interactions	Havugimana-Emili-2012
SF3B1	SF3A1	0.007252372348538236	Physical interactions	Havugimana-Emili-2012
SF3B1	SF3A2	0.022053164129708147	Physical interactions	Havugimana-Emili-2012
SF3B1	SF3A3	0.011651155272436342	Physical interactions	Havugimana-Emili-2012
SF3B1	SNRNP200	0.009080138299034994	Physical interactions	Havugimana-Emili-2012
