Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold Change,C_MW2.CEL,C_MW3B.CEL,C_MW7.CEL,P_3A.CEL,P_4Aa.CEL,P_5A.CEL,P_7Aa.CEL,P_8A.CEL,P_MW4.CEL,P_MW5.CEL,P_MW8.CEL,countP
NACAD,0.118995494,4.91537159,0.560636004,0.584784841,0.953618363,-5.53653517,1.085978464,19.45479652,31.82008783,37.07997434,34.28802351,31.39380645,31.39380645,46.0314271,32.02635982,23.29446037,24.42134322,29.0492589,10
PDGFB,-0.119529264,2.511005195,-0.561092956,0.584482496,0.953618363,-5.536296586,-1.08638033,7.873519684,5.829735587,4.83450289,7.585370796,5.276475902,7.94546872,5.015310621,5.829735587,4.3764703,3.92136512,5.829735587,4
THAP11,-0.099845451,1.887543879,-0.561405964,0.584275439,0.953618363,-5.536133052,-1.071658655,3.578062975,3.664592081,4.492893494,3.033961171,3.664592081,3.664592081,5.612982939,3.937416144,3.592990128,2.657525669,3.513023157,5
LDB3,-0.204268789,2.330784624,-0.552360354,0.59050525,0.953706139,-5.54029757,-1.154551875,17.28178282,4.432534287,8.271806448,4.370591294,9.443845222,6.225134749,6.352557445,5.487778144,10.68535718,17.81328205,3.821528901,6.5
DNAJC19,-0.095609067,2.413076659,-0.293917538,0.631647588,0.953746207,-5.521490456,-0.073444573,4.467123083,5.239948942,9.125875933,6.031711779,6.637975119,7.258338238,7.187706161,5.352136544,3.221097389,5.132403268,4.116856037,6
MED14,0.061566207,1.263455522,0.217222687,0.61655145,0.953957262,-5.533044338,0.045973505,2.485802102,2.669645641,1.993551797,2.50066474,2.257017012,3.152470429,3.066172626,2.662045596,2.2412288,2.579293289,2.010169941,6
RPN2,0.160326784,4.426529504,0.535544598,0.60494038,0.954028623,-5.541297183,1.118301166,10.37074944,24.35336687,32.23926852,22.744807,29.01039161,19.9963393,27.24635774,26.74791217,15.25040875,18.86052439,22.58389266,11
PEBP1,0.076647165,5.482779804,0.148308759,0.603369334,0.954085104,-5.537889319,0.060189807,42.18312505,74.26054519,67.44568428,56.9877485,79.68566754,75.98671574,64.44626623,81.68964524,33.67827754,47.51365878,41.47387797,11
FLOT2,-0.144133853,3.248271267,-0.55893201,0.58591302,0.954097998,-5.537423241,-1.105067008,7.200188576,14.11430545,10.49890337,9.814208038,10.39750653,13.15535424,12.49079069,7.90157002,10.0648321,5.448207556,7.356988999,9
SLC39A3,0.088605351,2.766601111,0.559388803,0.585610476,0.954097998,-5.537185425,1.063341756,5.079499991,7.021906708,7.727133096,8.915132148,6.181783493,5.393978384,7.075435129,6.128744496,7.018410631,7.411264114,7.842024595,3
TMOD2,-0.088586381,4.98621322,-0.559446023,0.585572584,0.954097998,-5.537155622,-1.063327775,30.22906754,31.90362564,37.75003255,27.30313299,27.29971446,45.03297354,31.06057944,31.06057944,25.65992004,28.90183503,37.0948846,10
APPL1,-0.060550307,1.667582079,-0.558587007,0.586141578,0.954205622,-5.537602735,-1.042863479,3.351360468,3.237891324,3.237891324,3.272295498,3.237891324,3.808211329,3.043842573,2.939787445,3.036814338,2.561589089,3.370289137,5
DMRTC1 ,-0.11949672,4.347020067,-0.558082025,0.586476201,0.954205622,-5.537865272,-1.086355824,25.46993058,19.45105105,20.38280905,21.45851187,11.23515128,20.73166371,27.4975673,20.73166371,17.71515815,19.45105105,25.01230193,11
LOC101928725,0.167127529,1.699394879,0.558001674,0.586529454,0.954205622,-5.537907025,1.122820671,2.837983776,2.571832094,3.64490183,4.170988518,3.763228629,3.150007304,6.67130562,3.432153339,2.288421626,1.804873758,3.407589385,3
NSUN2,0.059840141,3.045752212,0.55854778,0.586167568,0.954205622,-5.537623137,1.042350256,6.821711593,9.01883803,8.360684111,7.837300731,9.493995489,8.360684111,8.360684111,9.162143903,8.360684111,8.152494985,7.287459326,9
PAXBP1,-0.107013455,1.525302486,-0.558367478,0.586287035,0.954205622,-5.537716894,-1.076996421,3.397356499,3.038045268,2.716662563,2.26197168,3.151634214,2.716662563,2.622227856,4.827565896,2.335961936,2.716662563,2.576617683,5
SYNJ1,-0.139070306,6.021553746,-0.557737072,0.586704839,0.954205622,-5.538044481,-1.101195261,39.21198303,82.29654691,104.8443036,79.72303793,67.97143859,67.57561939,60.07321832,69.21198303,55.81509879,43.3998918,69.69524481,11
DAO,0.12514644,1.217454587,0.557127333,0.587109094,0.954340281,-5.538360995,1.09061843,1.879383464,2.353044755,2.353044755,2.353044755,4.008720486,2.039727457,1.446943078,2.353044755,2.848183383,2.353044755,2.353044755,4
MORF4L2,-0.14978033,4.87358238,-0.547065538,0.595276638,0.954465868,-5.540136758,-1.110341525,139.5558913,193.959178,198.4333459,156.9390595,193.8138732,182.4261444,167.8117742,189.4743767,140.3813493,137.5760734,157.0069699,10.5
ASPHD1,-0.037348728,4.484222419,-0.116994305,0.600757383,0.954466179,-5.540780204,-0.028303068,22.79240758,30.56001638,28.18241361,26.97927867,32.12549797,27.54741897,34.44534026,30.54402427,22.61426934,18.41294772,16.27660927,10
DLGAP1,-0.107567595,1.91798142,-0.206817888,0.615875895,0.954598565,-5.535096698,-0.084126471,4.82953575,4.615367061,6.365307434,4.668094498,3.14113323,12.64031927,4.102322144,4.784643562,3.436170901,3.227493045,4.257760113,6.5
CHST2,-0.132949928,4.017444566,-0.556261228,0.587683566,0.954637838,-5.538810024,-1.09653353,10.85828558,18.20937691,26.26504568,16.09564458,19.70042492,21.68781365,16.09564458,14.87362441,14.44724647,10.86055311,14.97918101,10
PPP3R1,-0.134325352,5.029647422,-0.555823017,0.587974334,0.954742764,-5.539036961,-1.097579433,33.09893791,36.41304337,35.43048531,44.04969506,49.4847103,46.14118494,24.23576185,24.04082385,27.48199797,24.48668078,26.82174889,11
VPS54,0.091576166,1.855779662,0.434234816,0.685373265,0.954749494,-5.500841791,0.067826139,5.931671269,3.293257325,4.104033726,4.875298243,4.695199882,5.03887596,5.950408939,4.329076165,5.349190861,3.34035884,4.861622828,7
PPP1R12A,0.075634281,1.34814953,0.542117875,0.597877645,0.954760425,-5.544258886,1.053866613,2.176583475,2.561658594,3.218651402,3.010841757,2.690284722,3.239309696,2.748068061,2.717457255,2.566504367,2.650311785,2.611481571,6.5
ISG15,0.055137226,0.525968097,0.555600131,0.588122256,0.954794951,-5.539152322,1.038957922,1.331731059,1.436094874,1.436094874,1.436094874,1.436094874,1.790564107,1.526638746,1.413791037,1.436094874,1.317631035,1.331731059,3
CEP95,0.082279452,1.213183429,0.555531115,0.588168064,0.95480225,-5.539188035,1.058689445,2.178946511,1.949705562,2.59034531,1.979830928,2.792015747,2.068134307,2.683937588,2.934766778,1.896471302,2.353044755,2.353044755,3
GALC,0.118632107,2.402810864,0.555119815,0.58844109,0.95480225,-5.539400775,1.085704962,5.56729149,4.151243391,5.348297662,4.876550975,5.348297662,7.434130472,4.461969195,3.356019461,6.546254113,5.348297662,7.200188576,9
PHAX,-0.125383506,3.520166769,-0.555192778,0.588392652,0.95480225,-5.539363047,-1.090797656,16.09564458,14.22916949,7.970588882,10.67892839,9.932866299,12.35757728,11.25069036,10.07198993,17.91056968,10.9996528,8.486661737,11
MRPS10,0.114244167,3.696770446,0.554974344,0.588537672,0.954829585,-5.539475983,1.08240782,8.461927041,12.93024696,16.76507654,14.31504797,15.72225485,13.43020502,14.77385857,14.75734777,12.76663365,8.440482512,13.37854444,11
NCEH1,0.096420741,4.76302449,0.554871342,0.588606062,0.954863684,-5.539529223,1.069117739,26.20376368,31.99250918,20.63950638,32.58357353,31.01468934,34.01103508,24.63853866,29.94418269,27.57586015,19.17493946,25.49516907,11
THRA,-0.115659774,1.498885173,-0.554852359,0.588618667,0.954863684,-5.539539034,-1.083470426,2.660663273,3.916889823,2.580247815,4.533212399,2.240187449,2.384535109,2.4165169,2.706718478,2.646514586,3.464689914,2.353124704,10
AP3S1,-0.097040109,7.681995023,-0.553479848,0.589530377,0.954904034,-5.540247546,-1.069576823,193.2702882,213.8420212,242.6665285,257.5620637,206.8483467,223.3814709,202.6659615,240.8487993,176.13345,129.0481844,206.8483467,11
ARMC8,-0.052073148,0.642530612,-0.266133578,0.589453535,0.954904034,-5.540187916,-1.036753666,1.487550071,1.701079861,1.959135204,1.687024097,1.351644223,1.523177708,1.457964706,2.123645796,1.314155742,0.987102932,1.414124532,3
BRCC3,0.145646538,0.923326064,0.553806398,0.589313395,0.954904034,-5.540079127,1.106226293,1.883332883,1.668585864,1.924182258,4.283733707,1.992225272,1.767500433,2.438806044,2.068972592,2.299768223,1.85956404,1.85956404,8
CEP162,0.128853586,1.014055345,0.554023277,0.589169309,0.954904034,-5.539967218,1.093424484,2.533717169,1.756484906,1.523177708,3.519462351,2.214018909,2.039096342,1.534123752,1.979830928,2.533310891,1.593992368,1.725679282,5
GPR116,0.103475065,1.084607031,0.554361118,0.588944896,0.954904034,-5.539792811,1.074358189,2.441365295,1.794341248,1.862079732,2.545735369,3.05666295,2.162988635,1.417548232,1.979830928,2.162988635,2.000287173,2.341682902,5
PRMT3,-0.105147067,1.194201135,-0.553408403,0.589577855,0.954904034,-5.540284382,-1.075604031,1.713048918,3.287295751,2.494148871,1.613488049,2.12739079,2.323571284,2.592490855,2.63846467,1.933233789,2.353044755,2.582920048,9
PTBP2,-0.104709319,2.770364882,-0.5535601,0.589477048,0.954904034,-5.540206165,-1.075277717,5.801533801,6.235959178,10.28525381,7.318072204,5.337527573,8.642609578,5.610642014,7.796986194,7.532077239,5.778192945,6.235959178,10
LOC220729 ,0.298919992,1.78821968,0.552382268,0.590259985,0.954919655,-5.540812938,1.230223118,2.765448541,3.115303138,3.043188956,2.827112524,2.783966817,3.134285549,3.822514513,2.52346156,21.99650875,2.48434771,2.447557435,4
SNRPG,0.122150486,4.134917663,0.552485001,0.590191674,0.954919655,-5.540760063,1.088355961,12.26638514,15.83110363,23.21386213,20.1151872,25.39866599,16.93063223,20.22194896,19.74879545,16.21942376,11.3499147,17.16728903,10
SRPK1,-0.068873211,2.929441798,-0.45983631,0.678870257,0.954925394,-5.514487999,-1.049585245,11.85570272,13.34765148,11.92934183,11.91823614,8.428073073,10.48711877,12.47773754,14.45971742,10.63688427,13.3618392,11.49716842,7
TEX264,-0.061086653,1.660797583,-0.552233629,0.590358827,0.954971118,-5.540889424,-1.043251252,3.394022749,3.115303138,3.279109162,3.553387233,2.947698729,3.470697971,2.892174788,3.677265208,2.779376545,3.115303138,2.721060522,3
IL1RAPL1,0.114145633,1.31673185,0.551969145,0.590534726,0.954974549,-5.541025473,1.082333895,2.613793383,1.716568031,2.898845399,3.099277274,3.408614137,2.106405046,3.26611006,2.565056395,2.299768223,1.848185044,2.223508901,6
TNFAIP6,0.103831793,0.270637448,0.551966311,0.590536611,0.954974549,-5.54102693,1.074623873,1.495734475,0.942373821,1.06447701,1.335851196,1.170482918,1.082438405,1.009602858,1.14133676,1.170482918,1.170482918,1.963970635,3
CDH18,-0.138081334,3.927954021,-0.55159743,0.590781985,0.955049371,-5.541216576,-1.100440646,10.63726115,18.68664981,21.8587585,16.09564458,16.09564458,15.81151373,17.58704819,21.60518371,13.98800824,11.86939346,9.045644638,10
TPR,-0.210509984,3.41548008,-0.551626633,0.590762558,0.955049371,-5.541201567,-1.157097139,5.195415357,14.30668314,22.46922292,15.16912138,10.30435634,9.888705741,8.999882529,16.06054642,7.695348446,6.041366014,11.76394159,9
ALDH8A1,0.10635849,2.769094655,0.550450163,0.591545469,0.955161034,-5.541805631,1.076507589,7.303170589,5.092352841,7.251974055,9.426137509,7.48479733,8.360684111,7.175728441,7.424234196,4.665334852,6.753253944,5.531344496,8
DOLPP1,-0.10508622,2.407584475,-0.550385254,0.59158868,0.955161034,-5.541838924,-1.075558668,4.434468181,6.521603303,6.054654632,3.862290081,5.337527573,5.721743507,4.597638577,3.846257725,6.257707061,5.902714922,6.954527585,3
LOC101927933 ,-0.119212757,2.85522569,-0.434610742,0.693228606,0.955180473,-5.505551015,-0.089940809,11.74029366,11.97141358,13.20392943,15.03200025,11.89924255,14.74462232,10.05891046,12.30090514,6.615778491,7.176499462,10.96697527,6
CTNND1 ,0.090307136,1.227132942,0.550022135,0.591830444,0.955248663,-5.542025101,1.064596801,2.762056788,2.182615677,2.370611995,2.555642139,1.994818683,2.299768223,2.630918092,2.843340767,2.299768223,2.703580498,2.305393586,7
EHMT1,0.190751196,1.684946163,0.550055951,0.591807927,0.955248663,-5.542007767,1.141357854,2.796152782,3.873727313,2.299768223,7.506164834,1.814093686,3.237891324,3.524152282,3.237891324,2.630417931,2.287504761,5.0349471,5
SNX16,-0.13568237,3.142642086,-0.493676662,0.647245218,0.955258099,-5.525248633,-1.100394991,7.767737551,15.22811979,10.9016034,15.44918188,7.239528856,9.433418549,8.514716391,13.98637449,7.360376663,6.765919216,12.10561339,10.5
MED19,0.066828394,3.647137073,0.30091427,0.646366967,0.955315366,-5.529390052,0.049890831,13.4057395,13.67737859,20.47954418,21.62616778,14.51204199,16.38033095,17.87582838,18.10339018,12.69078546,15.21611086,22.36577354,7
FAF2,0.091655909,4.253989074,0.549862169,0.591936965,0.95533473,-5.542107081,1.065592556,13.15989464,23.48657039,19.56428534,20.6771796,19.78267759,19.56428534,20.64950503,24.93995972,17.77526179,15.86414758,17.35988852,8
WFDC1,-0.147993875,2.949390939,-0.549782601,0.591989952,0.95533473,-5.54214785,-1.108027644,6.538031428,9.101158426,9.687752756,7.200188576,7.716072072,7.200188576,11.49793873,12.40796683,4.3764703,5.633357931,7.200188576,5
LINC00661,0.073477359,0.466740841,0.549440318,0.592217922,0.955335087,-5.542323166,1.05224989,1.331731059,1.331731059,1.331731059,1.320682884,1.890556376,1.384167456,1.213756475,1.168904644,1.331731059,1.645093996,1.384167456,3
ZNHIT3,-0.141975756,1.193205747,-0.549549808,0.592144993,0.955335087,-5.542267097,-1.103415197,1.865610453,2.389390439,3.324395738,1.74225925,3.088919095,2.487660964,3.356686597,2.789744976,1.590453586,1.556578286,1.942671433,4
BCAP31,0.108415906,3.838752413,0.546167582,0.594399925,0.955352969,-5.543994212,1.078043883,9.528811445,15.17434099,17.19426109,12.80425131,19.25502379,15.34611109,18.23375817,16.36835624,12.89794605,11.01678338,12.8970548,10
CEP170B,-0.068889337,5.589262584,-0.545149696,0.595079411,0.955352969,-5.544512009,-1.048908867,43.97852568,61.41702049,45.84834666,52.40112963,51.4847103,48.84834666,52.97535716,48.84834666,43.98815228,45.17394114,38.37277971,4
DDX58,0.1268662,2.633899247,0.548677301,0.592726273,0.955352969,-5.542713605,1.091919273,5.810977011,6.29779647,5.393683546,9.043858762,6.29779647,6.29779647,4.332908929,8.271822427,9.117068122,4.603389202,4.946995957,9
ELMO1,-0.098242921,3.942559974,-0.545173523,0.595063501,0.955352969,-5.544499899,-1.070468928,17.6714291,15.01255825,15.89590624,19.81597806,15.9228993,20.88739755,16.46292954,11.99201453,11.23515128,13.01690944,14.1480698,4
ERBB3,-0.110874259,0.532969204,-0.546397843,0.59424627,0.955352969,-5.543876951,-1.079882436,1.359356149,1.359356149,1.938536779,1.209557971,1.329552697,1.325506866,1.130449286,1.476519164,1.711549474,2.308811709,1.155351047,4
FAM189B,0.09301485,5.202804595,0.548444872,0.59288117,0.955352969,-5.542832438,1.06659676,25.85480182,40.82375973,41.12018365,40.83750885,37.30289216,40.41881383,46.21198303,38.69988287,37.30289216,26.55244702,35.72702157,9
KIAA1147,-0.130618307,2.78512386,-0.545614747,0.594768918,0.955352969,-5.544275552,-1.094762792,6.647293686,6.647293686,9.030605899,6.542746456,9.56048026,10.29213335,6.188653985,5.338925558,4.306881134,5.573739228,8.191296239,10
LRRC8D,-0.078812914,3.214766907,-0.548072539,0.593129348,0.955352969,-5.5430227,-1.056148657,9.523999498,10.02248411,9.444801008,11.37354309,9.444801008,12.37980385,8.787979165,8.271822427,8.19291253,8.045835728,7.688902294,3
MRPL52,-0.160691661,5.387461205,-0.545374568,0.594929264,0.955352969,-5.544397696,-1.11782292,37.36991269,34.20183378,73.1698067,41.18200376,48.19766368,39.46814926,74.84834666,46.65739345,26.32023174,28.66660297,35.81042092,11
MRVI1-AS1,-0.164927332,1.595265764,-0.547795753,0.593313873,0.955352969,-5.543164058,-1.121109607,2.425255606,2.968516811,4.916936271,1.909871597,3.377465809,3.057378124,2.314869752,3.001316771,2.708845396,6.210207186,2.348479153,3
PGAP1,-0.041668733,2.399791565,-0.232529595,0.59410248,0.955352969,-5.543767162,-1.029303711,5.253942779,5.587474303,5.839638836,7.430604011,6.726470128,5.300941328,4.681676814,5.91295717,4.607065166,3.895740189,4.748935213,8
PIAS3,-0.082084795,2.551475947,-0.547135331,0.593754276,0.955352969,-5.543501069,-1.058546609,4.622175678,7.098026013,6.952500681,5.802026634,5.657550556,7.362307263,6.293840471,5.337527573,5.285594264,4.761443192,6.030360253,7
RASL10B,0.129058295,2.832627974,0.545125678,0.595095449,0.955352969,-5.544524216,1.093579645,5.633219139,10.88496167,4.850314076,7.200188576,7.362413764,6.89690343,7.200188576,11.35781467,7.200188576,5.200772007,7.200188576,3
SST,0.504461434,2.339259603,0.546707825,0.59403945,0.955352969,-5.543719019,1.418593688,3.53241765,1.978137702,8.647822396,10.48480235,36.62817921,2.383446156,2.800403548,17.32020867,2.174953877,8.779115761,1.087851392,5
PNPLA8,-0.130830832,5.445484778,-0.544929422,0.595226507,0.955415774,-5.544623942,-1.094924075,45.21198303,44.7568283,51.164945,64.29346967,39.69422628,49.5766309,35.12855522,45.4313669,39.77663567,27.01489204,47.89529901,11
SEPW1,-0.09732458,4.339632785,-0.407359228,0.684714229,0.955425344,-5.512711538,-0.072853312,46.96275691,57.45445247,75.23999406,46.11549058,62.1262629,68.34449355,66.93340328,61.90371873,40.90357765,48.55283631,29.3341208,8
RSPRY1,0.105852434,1.55584764,0.491611742,0.647289912,0.95543495,-5.529646272,1.077366304,3.854236351,4.270445077,2.968231193,5.415261071,5.189575656,3.072139233,4.180106952,5.030865204,2.889848532,4.110285157,3.546742943,8
C9orf78,0.13774779,1.974922367,0.543116786,0.596437662,0.955546198,-5.545543404,1.100186259,2.486669265,3.810342837,5.205695848,4.481494066,4.59658581,5.255402743,3.810342837,5.974655947,2.711487167,3.014471969,3.486572972,5
KRT10,-0.10077366,1.804814543,-0.544021219,0.595833186,0.955546198,-5.545084992,-1.072348366,3.297243432,3.406697386,3.943404315,3.699326476,3.939799391,3.284056208,3.936008337,3.736517529,3.211999263,2.775499802,3.406697386,8
LOC100130429,-0.100727362,0.556385325,-0.543135309,0.596425279,0.955546198,-5.545534023,-1.072313954,1.786800106,1.556433304,1.331731059,1.323193911,1.538493704,1.288792523,1.393621684,1.214439968,1.265032631,2.442126603,1.369176079,3
NCOA3,0.092199033,1.469142574,0.543364643,0.596271976,0.955546198,-5.54541785,1.06599379,2.690496181,2.901342391,2.364726571,2.727814077,2.199804802,2.640998841,3.338266574,2.880514822,3.592990128,2.065467157,3.508899643,6
ODF2L,0.109170363,0.539640597,0.543113087,0.596440135,0.955546198,-5.545545277,1.078607793,1.390654236,1.229339913,1.523177708,1.553266103,2.53851673,1.324159939,1.656112716,1.529142492,1.195774332,1.126435596,1.320160003,6
SEC11A,-0.06004557,5.217208326,-0.543654205,0.596078441,0.955546198,-5.5452711,-1.042498689,32.45026144,37.21198307,46.68152955,32.74653898,34.68772061,35.17996581,37.74822857,38.00305486,37.30289216,40.2133531,38.93925576,11
ZNF92,-0.086514781,3.081436427,-0.543832176,0.595959507,0.955546198,-5.545180869,-1.061802013,8.654425144,9.553370479,8.360684111,11.52621688,6.491535473,8.360684111,8.559413088,8.596026996,6.773266321,7.348359016,10.09275575,10
PPID,-0.103699495,2.584105313,-0.545788414,0.59466297,0.955630188,-5.544164206,-1.074527651,9.267421813,12.55496051,14.21030856,11.43471155,10.3691018,11.34438714,14.59985972,14.57312232,9.740999614,9.497686198,8.232947513,7
PRPF8,-0.11240302,2.614399836,-0.542626317,0.596765596,0.955643214,-5.545791695,-1.081027347,7.1423139,5.794146147,6.57711477,4.316240349,9.085934219,7.070874384,5.496736273,8.155922849,5.284118861,5.1008393,4.978931202,6
SLC20A1,0.18672608,4.642423052,0.542245916,0.597020002,0.955643214,-5.54598412,1.138177906,13.37854444,30.39165305,28.88831799,26.70069768,44.12107394,27.83104615,34.83189739,34.99432283,13.00421614,19.4263081,19.88665163,11
HECTD4,-0.110647265,4.675215507,-0.542046362,0.597153481,0.955699777,-5.546085012,-1.079712541,19.18454603,32.64084014,31.48471554,23.14356616,31.9866955,27.48495106,26.83701191,30.03960058,18.50483163,18.21846431,27.77465486,11
ZNF680,-0.114277895,0.569405607,-0.54203159,0.597163363,0.955699777,-5.546092479,-1.082433125,1.186560667,1.433576343,2.283340175,1.514640499,1.889981001,1.433576343,1.518559436,1.720044804,0.991203868,1.170482918,1.590453586,4
TRMT1L,-0.129326492,1.951585627,-0.526533963,0.612838429,0.955708372,-5.541259396,-1.094621952,4.716860728,5.928009392,4.616429293,6.782146757,6.532226993,3.492135797,4.716860728,5.663509801,3.21008553,3.004919107,4.436930853,8
ZRANB2,-0.103692619,4.677522209,-0.520681933,0.617387421,0.955938707,-5.542566144,-1.07483602,26.4189829,33.57918298,30.99869514,28.23018426,29.18619926,32.86544597,23.06666876,33.76903313,25.33533624,25.64437116,30.60628516,9.5
DHX9,-0.068976365,3.333838246,-0.541117647,0.597774892,0.955963343,-5.546554097,-1.048972143,8.96924886,10.04565459,12.62771574,8.583853576,11.14312053,9.814208038,11.41643706,10.64707371,9.603737638,8.360684111,10.50490162,7
FAXDC2,0.119974754,3.431742742,0.465066735,0.670449904,0.95615679,-5.526308792,1.089363285,14.58388587,12.93171208,14.07668074,10.5896935,13.27828652,12.19107527,16.60172487,16.30931734,16.6304072,19.00897561,11.47032381,5.5
PSMC6,-0.226729322,4.651092059,-0.539984461,0.598533561,0.956328305,-5.547125423,-1.170179072,9.644954408,34.07363524,68.00646271,22.7618866,24.46567927,25.66723221,32.91393711,30.96246659,20.86987459,16.7961046,22.07716195,11
FABP5,-0.109419113,4.761710418,-0.539495169,0.598861294,0.956356341,-5.547371761,-1.078793783,21.67105928,27.36531286,39.72264124,31.46929648,30.38461063,29.30296659,31.3975257,30.44436574,21.00563203,18.56109876,23.80573343,10
HAX1,0.119622597,5.12305792,0.539086863,0.599134851,0.956356341,-5.547577163,1.086450614,25.8959842,34.08667161,40.01271691,37.84446058,41.93925575,41.03016485,56.47459544,34.07628372,31.29355847,24.38581368,27.25814019,9
RPL30,0.127180742,6.607003847,0.538541228,0.599500516,0.956356341,-5.54785142,1.092157363,87.07585714,71.25284027,123.1651087,54.56201131,129.5365654,131.1175101,104.6230886,96.66485142,95.7909086,112.6866558,97.66652848,11
TNRC6A,0.060598463,2.542900086,0.362811075,0.675581769,0.956391893,-5.525710278,0.044331981,8.918310457,11.51200903,7.853324607,9.742543796,11.61497575,11.06253176,9.325771029,13.91923937,8.572073404,9.552329624,8.237222425,7.5
L3MBTL2,-0.059865024,3.634703133,-0.538089881,0.599803078,0.956400043,-5.548078085,-1.042368234,13.37175303,13.48322865,11.6359185,12.50577369,11.6359185,10.75935069,11.18358194,14.02497509,13.97565823,13.7125082,10.9963598,11
P4HA1,0.101249424,1.731845205,0.538114198,0.599786775,0.956400043,-5.548065877,1.072702058,3.078355578,2.446543516,4.174845917,2.804953943,2.90880759,4.861285796,3.295875926,3.669348851,2.905589255,3.043188956,4.070838203,4
DCTD,-0.08941059,2.196345354,-0.537401141,0.600264926,0.956557413,-5.548423619,-1.063935425,4.666659189,4.598817907,5.135342602,4.418216073,5.337527573,5.661086355,3.909534167,6.065737534,3.742823458,3.478926749,4.125364413,3
NRIP1,0.102664409,2.037750602,0.4547145,0.679366853,0.956652284,-5.52485079,1.075781201,3.96484045,4.779148587,5.015735589,5.79814792,4.361499319,4.048596959,4.452655885,6.72576898,4.724123286,3.941945117,4.737673652,9
NSRP1,-0.071581283,1.842475479,-0.536138205,0.601112282,0.956727612,-5.549056128,-1.050867869,4.785661783,3.423813117,3.136773553,2.994925791,3.499615079,3.605481792,3.26451908,3.391915738,3.592990128,4.202027368,3.886513673,11
PCIF1,0.046716202,1.83062209,0.536050673,0.601171033,0.956727612,-5.549099914,1.03291118,3.133508225,3.866784469,3.460611235,3.668036032,3.430997061,3.942076157,3.366933367,3.57240221,3.633988716,3.5164616,3.605760412,5
ATG7,0.173520669,1.002066261,0.535612096,0.601465448,0.956768936,-5.549319199,1.127807365,1.234798122,1.700791156,2.942672601,4.268675292,2.561341008,1.847754505,1.896633181,2.556471645,1.380864866,1.658439811,1.500731912,5
SPCS3,-0.01386377,1.606846331,-0.108381951,0.601474126,0.956768936,-5.549325659,-1.009655954,2.716662563,2.955470678,4.08444454,3.034327127,2.674286291,4.769721492,2.955470678,4.099402452,2.529236188,2.732928633,2.684795253,6
C19orf66,0.064717582,3.339280543,0.535386627,0.601616834,0.956787585,-5.549431866,1.045880181,8.290002226,10.66940172,10.62845337,10.35222486,9.879061433,9.262709829,10.62016325,13.15583209,10.35222486,9.368562723,9.459131747,11
IL9R,0.131980239,1.313247594,0.535298384,0.601676087,0.956795162,-5.549475948,1.095796757,1.599275149,3.373097058,2.329941765,2.924679874,4.155481792,2.254818273,3.08229671,2.101643564,2.374534737,1.839672074,2.289471736,6
PPP1R21,-0.068454622,2.137439617,-0.50933533,0.626408783,0.956825053,-5.544510346,-1.048976777,6.339158404,7.060866729,8.916351182,6.923128033,5.285705473,7.00426619,6.585895224,7.047294426,6.424746756,8.42524993,7.816339256,7
SYT3,-0.112278893,1.170732453,-0.535058621,0.601837099,0.956831735,-5.549595689,-1.080934342,1.90482902,2.456739408,2.889386401,2.791691919,1.99957382,2.784079362,2.456739408,2.589959156,2.258619489,1.337693517,1.863470317,6
AGO3,0.004426177,1.460084638,0.142060111,0.609120676,0.956935585,-5.553762964,0.003184405,2.4964965,2.621563714,2.879674637,3.529555703,2.407111713,2.595082464,2.761558204,2.637919785,2.692575024,2.0057589,3.053495745,6.5
DYNC1I2,-0.073767707,3.944083349,-0.471185341,0.664108397,0.956968591,-5.529982653,-1.053080086,25.01595933,21.56497412,36.55132852,24.85367663,24.50542443,25.09335617,25.32048813,29.71982666,26.30221332,20.55530231,24.58444157,7.5
PPM1F,0.00136294,3.510779431,0.012472949,0.606558245,0.957003861,-5.55298641,0.000987699,11.8585775,11.06508613,11.32056814,14.14229064,10.14932527,11.99922087,11.64185406,11.39896147,11.64408902,9.817372416,11.14669113,7
GMPS,0.12344514,1.305452478,0.533951147,0.602581099,0.957069886,-5.550148114,1.089333075,2.05944439,2.032209864,2.993260868,1.731525506,3.697068994,3.236761312,2.366242404,3.483478174,2.250642017,1.94016384,2.250642017,3
H2AFY,0.125072595,3.719784533,0.534059131,0.602508536,0.957069886,-5.550094298,1.090562607,11.70668123,13.18227158,14.4045522,14.89393843,9.935426321,10.52098932,14.28492459,11.56272004,13.39657334,14.94830388,9.047631104,6
HS2ST1,0.106618945,0.576761831,0.532055108,0.603855936,0.957069886,-5.55109136,1.076701952,1.833922399,1.436094874,1.523177708,2.339368145,1.593080289,1.476519164,1.78217859,1.705761692,1.556573853,1.62480941,1.603804058,7
HTR2C,0.09478052,4.754978922,0.531212413,0.604422973,0.957069886,-5.551509561,1.067902934,24.32935113,28.61499024,24.50183263,27.59346869,24.98008901,20.45945202,34.66652873,36.95366763,20.53577409,27.59346869,31.85677967,11
LRP11,0.106179963,5.541048433,0.532180508,0.603771579,0.957069886,-5.551029074,1.076374384,42.28159675,47.79996316,42.53517156,44.39380121,47.07405331,47.07405331,56.5539962,76.11152627,42.1906598,30.84006949,47.07405331,11
