"","1-TDPneg","1-TDPpos","2-TDPneg","2-TDPpos","3-TDPneg","3-TDPpos","4-TDPneg","4-TDPpos","5-TDPneg","5-TDPpos","6-TDPneg","6-TDPpos","7-TDPneg","7-TDPpos"
"ENSG00000005100",269,252,443,550,505,482,673,589,440,324,482,338,615,225
"ENSG00000005102",39,30,68,134,136,143,81,448,82,68,167,162,65,86
"ENSG00000005108",8216,3963,7120,10627,8798,8814,4114,4607,12055,7997,9831,9655,8755,6029
"ENSG00000005156",903,629,1400,1531,1336,1158,1285,1445,1176,1159,1400,1224,705,921
"ENSG00000005175",1235,1237,2073,2742,1331,1562,2290,2359,1999,1951,1568,1833,780,871
"ENSG00000005187",322,352,266,354,232,329,343,581,309,329,329,360,368,341
"ENSG00000005189",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000005194",515,581,909,1276,953,1031,1174,1513,582,604,1072,991,534,628
"ENSG00000005206",374,367,764,726,758,501,754,1155,509,568,658,571,698,641
"ENSG00000005238",99,157,155,295,141,191,209,478,150,146,219,191,80,124
"ENSG00000005243",13,18,13,10,15,19,32,31,25,16,14,20,10,14
"ENSG00000005249",6515,5308,6393,5082,5857,4070,7132,6818,7200,5406,8017,4647,3921,4146
"ENSG00000005302",422,497,655,779,529,560,511,1086,661,614,812,639,411,598
"ENSG00000005339",10082,9163,9898,12553,10813,9992,13721,13992,11550,10296,9096,8007,5676,5846
"ENSG00000005379",1391,1026,1624,1381,1349,1128,1820,1785,1524,1593,1711,1690,1062,1135
"ENSG00000005381",3,8,47,67,51,32,54,15,7,5,60,55,4,12
"ENSG00000005421",170,190,119,177,69,74,130,187,191,286,61,76,75,140
"ENSG00000005436",1226,1014,1757,2004,1128,1063,1613,1511,1825,1482,1800,1473,1454,971
"ENSG00000005448",147,141,225,284,353,316,277,365,259,251,332,303,256,307
"ENSG00000005469",622,778,1460,1259,1283,1087,1414,1297,1381,943,2146,1320,736,766
"ENSG00000005471",129,82,382,270,285,182,402,396,328,213,874,530,461,265
"ENSG00000005483",11556,9455,13082,14159,12384,11470,13968,14040,14140,12784,13545,12199,9983,9820
"ENSG00000005486",931,811,866,1331,1216,1073,2175,2589,1114,774,1146,855,498,518
"ENSG00000005513",54,30,189,94,210,104,173,108,145,95,162,61,86,129
"ENSG00000005700",3150,2738,6642,6591,4925,4439,5939,5004,6480,5177,8276,6845,2763,2926
"ENSG00000005801",1789,1790,2471,3700,2207,2895,2583,3465,2711,2784,2013,2496,1172,2472
"ENSG00000005810",25793,21501,34928,38479,26709,29565,28404,28348,35468,29279,35596,32939,18708,20874
"ENSG00000005812",1582,1655,2120,2784,1100,1327,2121,2068,2416,2217,1589,1625,743,785
"ENSG00000005844",1,9,2,13,18,20,38,6,11,9,12,10,19,7
"ENSG00000005882",543,537,428,516,596,524,631,999,483,540,584,421,504,403
"ENSG00000005884",1137,980,1383,1353,1275,1163,1564,1652,1575,1499,1456,1088,1256,894
"ENSG00000005889",3495,3298,2420,2829,3572,3155,3211,3382,2801,2297,1844,1809,1162,1276
"ENSG00000005893",1884,1714,2839,3425,1957,2069,5035,4456,2649,2030,2830,2423,1595,1670
"ENSG00000005961",164,149,221,224,320,159,235,193,330,351,261,275,119,253
"ENSG00000005981",3,2,1,27,0,8,36,0,6,10,1,6,1,0
"ENSG00000006007",405,411,434,840,382,485,627,1146,417,401,388,390,710,519
"ENSG00000006015",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006016",559,483,401,401,549,332,673,666,559,488,387,191,287,264
"ENSG00000006025",246,168,343,261,362,196,315,154,348,378,354,237,184,237
"ENSG00000006042",16,55,29,36,59,47,116,33,25,22,24,43,141,35
"ENSG00000006047",12,9,32,9,20,9,16,22,14,13,38,17,66,42
"ENSG00000006059",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006062",564,424,697,837,882,625,892,694,556,556,424,492,1041,721
"ENSG00000006071",4780,6052,5875,8395,4729,5106,5733,7345,5847,7060,6713,6127,6256,7402
"ENSG00000006116",12621,8793,17874,12561,19225,11692,15411,18992,15801,11392,17285,9782,23452,18251
"ENSG00000006118",705,391,889,676,735,468,675,570,964,672,997,553,332,308
"ENSG00000006125",5188,4652,7623,8306,6280,6078,9332,10038,6919,5980,6693,5552,4888,5461
"ENSG00000006128",14,13,8,108,8,82,48,264,24,70,14,140,60,78
"ENSG00000006194",483,659,832,1090,859,852,776,1134,740,878,708,723,1136,1099
"ENSG00000006210",972,875,751,1445,1052,1272,2165,2655,742,800,739,837,870,693
"ENSG00000006282",328,356,437,573,493,531,703,967,389,641,509,653,395,368
"ENSG00000006283",1079,1284,991,2164,931,1956,1798,1813,1438,1745,981,2009,664,1353
"ENSG00000006327",0,2,1,1,2,0,0,0,0,1,1,1,0,5
"ENSG00000006377",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006432",3906,4308,3884,6296,4721,6054,4038,6687,4670,5185,3953,4242,4118,5686
"ENSG00000006451",2220,2097,3535,3839,2809,2687,4091,2701,3145,2568,2568,2062,2309,2296
"ENSG00000006453",59,32,67,84,148,93,261,139,101,37,159,120,61,66
"ENSG00000006459",2064,2080,2436,2998,2085,2715,2384,3014,2101,2353,1625,2020,1949,3064
"ENSG00000006468",580,1554,836,2662,563,2029,1876,2605,766,1653,451,1515,478,820
"ENSG00000006530",2683,2002,3974,3932,2619,2380,3569,2347,3896,3202,3972,3020,1808,1999
"ENSG00000006534",20,29,17,20,71,38,62,28,78,50,38,35,32,55
"ENSG00000006555",139,41,245,110,211,81,164,216,284,112,268,116,381,51
"ENSG00000006576",5422,4228,7597,7189,7508,5719,8306,6429,7961,5793,10963,7736,6499,6011
"ENSG00000006606",7,1,5,7,12,4,6,6,10,9,8,10,9,9
"ENSG00000006607",2739,2814,2530,3738,2849,3566,4421,5431,3412,4000,1908,2879,3268,3296
"ENSG00000006611",273,339,229,267,282,193,297,201,189,212,243,138,188,287
"ENSG00000006625",21,34,81,77,96,148,172,139,69,74,55,43,77,76
"ENSG00000006634",330,419,582,574,507,613,593,415,637,576,549,628,482,480
"ENSG00000006638",6,10,0,5,2,13,41,9,10,4,3,8,11,38
"ENSG00000006652",2008,1749,4417,4034,2278,2194,3498,3075,3360,2371,2937,2123,1403,1464
"ENSG00000006659",0,0,0,0,0,1,0,0,0,0,1,0,0,1
"ENSG00000006695",2159,2333,3073,4018,2514,3141,2718,2210,2305,2374,1939,2298,2540,1844
"ENSG00000006704",2561,2049,1918,2414,3242,3145,3878,3337,2223,1944,1881,1848,3881,3414
"ENSG00000006712",417,257,362,552,534,559,451,813,411,426,313,303,202,383
"ENSG00000006715",9652,9810,11390,14215,8773,10167,15054,12790,13611,12643,14201,15141,7462,10188
"ENSG00000006740",20928,20359,19223,23128,19039,20379,25181,23188,22617,22573,19170,18236,17893,19065
"ENSG00000006744",408,502,722,965,670,758,839,1454,551,641,809,933,476,584
"ENSG00000006747",5,12,16,38,2,10,77,9,20,41,16,10,41,9
"ENSG00000006756",6,17,66,77,100,98,36,73,100,41,130,94,111,84
"ENSG00000006757",152,163,222,293,215,183,322,481,195,188,220,193,69,57
"ENSG00000006788",3,13,14,5,17,9,2,13,18,9,19,9,1,6
"ENSG00000006831",1428,1331,1901,2308,1569,1421,2419,1474,1946,1649,1017,1045,1221,1010
"ENSG00000006837",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007001",13772,7664,17740,12380,19540,11790,16724,12986,18241,12730,20707,12991,20565,16161
"ENSG00000007038",0,1,3,3,1,2,0,0,0,6,3,1,1,0
"ENSG00000007047",1486,1709,1438,2493,1684,2024,2569,3179,1715,1819,1397,1764,1889,1852
"ENSG00000007062",45,32,111,263,95,160,391,254,128,79,185,214,63,104
"ENSG00000007080",57,63,70,119,130,164,65,131,76,69,78,42,34,107
"ENSG00000007129",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007168",5771,5654,8680,11013,8372,8856,13629,13922,7369,6717,8902,8211,6883,7770
"ENSG00000007171",304,228,357,374,456,363,270,292,226,200,399,431,325,318
"ENSG00000007174",1580,1643,2651,2780,2838,2958,2665,3595,2066,2464,2711,2800,2016,2302
"ENSG00000007202",911,1039,1406,1791,1117,1142,974,1340,1103,1489,1511,1591,730,1023
"ENSG00000007216",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007237",22630,20066,20054,23875,25283,23178,34748,35520,24226,21405,21892,17638,18098,18812
"ENSG00000007255",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007264",346,350,257,306,440,483,342,336,271,433,247,301,317,450
"ENSG00000007306",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007312",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"ENSG00000007314",1,2,6,3,7,5,3,30,1,0,0,7,2,2
"ENSG00000007341",3462,3150,4009,4466,5451,4908,5971,5375,4599,3947,3486,3127,3915,4085
"ENSG00000007350",2,0,1,6,24,3,4,10,1,1,0,2,0,1
"ENSG00000007372",165,278,104,200,210,159,280,417,206,252,78,164,315,248
"ENSG00000007376",61,40,50,82,95,52,22,60,58,77,28,40,35,28
"ENSG00000007384",49,79,127,142,126,89,62,32,129,139,160,120,57,113
"ENSG00000007392",2262,2000,6399,6589,9003,8284,7791,7648,5019,4413,7934,6366,4920,5666
"ENSG00000007402",980,1760,796,1826,902,1407,893,2012,859,1602,1013,1353,775,1414
"ENSG00000007516",377,251,482,467,464,296,481,883,564,637,820,630,105,251
"ENSG00000007520",24,23,20,29,41,38,20,66,18,23,37,26,4,20
"ENSG00000007541",393,335,397,469,542,384,791,651,371,442,465,372,318,286
"ENSG00000007545",300,268,280,303,250,221,282,248,338,260,261,249,166,228
"ENSG00000007866",58,26,23,11,13,10,0,13,43,11,13,7,148,9
"ENSG00000007908",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000007923",1507,1419,1680,2097,1859,1862,2390,2494,1921,1878,2531,2571,1628,1806
"ENSG00000007933",28,15,20,15,16,18,7,2,24,25,19,22,10,32
"ENSG00000007944",475,554,1161,1119,488,401,1008,1803,993,864,724,710,529,410
"ENSG00000007952",38,39,48,53,61,60,27,21,29,50,28,30,35,88
"ENSG00000007968",1,0,0,0,1,3,1,1,1,1,1,1,2,28
"ENSG00000008018",3389,2984,3736,4891,2811,2664,4741,5264,4111,3381,3748,3446,2571,3162
"ENSG00000008056",5666,5713,4867,6816,6792,8412,10663,13440,5424,4872,4439,4776,4124,4410
"ENSG00000008083",9853,9232,9874,12278,9372,8901,11252,11350,9217,9156,9459,7617,8428,8653
"ENSG00000008086",22773,20964,19832,27100,19582,23641,25128,29065,21018,21681,25176,25551,16034,19379
"ENSG00000008118",2843,2525,5919,6896,3909,3866,7489,7391,3847,2900,3300,3249,4859,3661
"ENSG00000008128",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000008130",225,258,371,465,387,354,232,364,299,327,321,285,192,279
"ENSG00000008196",7,0,3,6,1,2,0,17,2,5,0,3,0,4
"ENSG00000008197",3,12,81,84,38,54,4,5,76,108,79,93,13,155
"ENSG00000008226",90,70,166,164,221,164,151,207,156,143,288,268,110,60
"ENSG00000008256",4004,4339,4429,6423,5081,6322,6111,6395,5123,5059,4072,4776,3733,5814
"ENSG00000008277",17838,20331,22509,28315,20577,24090,23008,24959,23202,25339,30422,31297,15735,22855
"ENSG00000008282",212,245,309,536,192,228,274,454,415,414,313,429,136,280
"ENSG00000008283",1012,1056,768,869,711,660,484,773,964,954,615,604,478,508
"ENSG00000008294",6018,5721,6972,9930,8004,8785,8589,10202,7736,7473,8001,8297,5829,6541
"ENSG00000008300",1819,1309,1921,1878,2262,1372,2511,2278,2089,1900,2088,1746,1323,1158
"ENSG00000008311",86,161,65,213,131,184,396,247,88,228,70,169,62,89
"ENSG00000008323",26,11,12,11,17,3,1,26,25,17,4,5,28,6
"ENSG00000008324",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000008382",96,60,78,99,90,59,73,54,79,66,45,55,50,57
"ENSG00000008394",5431,4235,4588,3241,3457,2081,4123,2138,8925,6763,3190,2404,3734,3074
"ENSG00000008405",1213,1130,1198,2169,628,1242,1742,1981,1421,1302,784,1135,914,745
"ENSG00000008438",141,114,202,261,179,95,111,392,178,181,155,140,71,68
"ENSG00000008441",9021,7614,8342,7618,9338,6716,11166,10872,8079,6937,6652,4944,5803,4920
"ENSG00000008513",5285,4894,4035,4618,6198,4163,10503,8209,3250,3270,3762,2691,9128,6855
"ENSG00000008516",73,59,44,75,48,71,73,74,46,58,62,64,68,76
"ENSG00000008517",3,9,11,25,18,24,26,22,5,4,0,2,0,0
"ENSG00000008710",1938,1869,2771,3286,3401,3806,4213,4842,2143,2563,3072,3501,2200,2954
"ENSG00000008735",572,642,424,668,588,672,711,1174,490,654,531,599,481,806
"ENSG00000008838",898,816,1199,1183,1581,1385,1546,1533,1220,1233,1290,1142,1381,1101
"ENSG00000008853",36,40,51,91,133,199,88,76,38,48,67,85,120,119
"ENSG00000008869",2574,2372,3957,4557,3317,3456,4988,4118,4262,3724,3854,3744,2465,2259
"ENSG00000008952",1271,1319,1773,2581,1487,1584,3313,4234,1773,1569,1891,1901,832,780
"ENSG00000008988",1373,1369,1241,1867,1373,1749,2616,3084,1348,1456,1435,1153,1276,1330
"ENSG00000009307",3075,2776,5634,6722,3654,3825,5511,5585,4747,4045,5222,4443,1802,1656
"ENSG00000009335",6713,6439,8776,9772,8640,8589,11123,9384,8445,7829,9688,9104,6109,6607
"ENSG00000009413",14434,15536,14654,23401,12594,17971,16382,19348,17318,20896,14058,18473,13649,14454
"ENSG00000009694",4194,8338,1800,12265,1784,9503,7643,13133,4735,11517,2767,12434,4889,9434
"ENSG00000009709",25,38,54,159,93,191,107,53,54,80,91,107,40,50
"ENSG00000009724",11,43,6,30,3,42,1,29,21,24,2,12,21,27
"ENSG00000009765",4,2,62,10,51,15,61,1,28,13,100,15,0,3
"ENSG00000009780",410,389,730,1039,777,861,1017,980,558,499,592,649,742,704
"ENSG00000009790",156,238,461,648,457,640,427,1178,324,434,1119,1102,676,792
"ENSG00000009830",1066,1074,1282,1621,1124,1107,1684,1649,1461,1603,1439,1478,536,899
"ENSG00000009844",1998,1859,2668,3247,2165,2370,2650,2891,2887,2689,2300,2036,1172,1416
"ENSG00000009950",1526,1107,1069,1262,2493,1943,1944,2256,1526,1228,1167,1166,3679,1912
"ENSG00000009954",3167,3110,3781,5052,5041,4685,5391,5991,4333,3778,4091,3701,3765,2821
"ENSG00000010017",7471,6878,8962,8725,7171,6531,8955,7794,9131,8126,9863,8458,4582,5047
"ENSG00000010030",7,12,76,66,93,94,17,11,42,57,66,32,16,14
"ENSG00000010072",316,256,381,467,266,234,412,482,363,378,402,349,95,205
"ENSG00000010165",291,267,352,567,301,347,333,412,304,306,330,376,212,136
"ENSG00000010219",41,79,11,79,48,79,76,76,123,160,64,86,46,80
"ENSG00000010244",4386,3471,5666,5872,5664,4950,6975,6238,6877,6082,6515,5544,5618,5599
"ENSG00000010256",135,144,169,299,208,253,327,235,136,134,160,197,113,184
"ENSG00000010270",897,1070,2011,2475,1333,1252,1364,2749,1674,1543,1511,1313,1159,1098
"ENSG00000010278",10,19,9,34,10,8,577,181,37,49,13,17,22,17
"ENSG00000010282",334,398,614,1289,1081,1551,400,769,508,769,809,1146,1800,1318
"ENSG00000010292",286,367,489,579,549,552,776,532,418,534,517,589,407,739
"ENSG00000010295",1492,1238,2172,2056,2456,1642,3786,2655,1789,1498,1677,1327,1961,2103
"ENSG00000010310",12,4,51,30,171,14,46,8,20,26,62,10,60,21
"ENSG00000010318",124,170,315,359,473,496,580,564,217,217,559,415,226,292
"ENSG00000010319",1,1,0,2,0,1,23,1,0,2,1,0,1,0
"ENSG00000010322",4218,3084,4182,4510,4011,3388,3718,5171,4753,4646,4183,3810,2569,3476
"ENSG00000010327",14,8,9,6,8,6,2,29,17,39,3,2,178,8
"ENSG00000010361",126,94,188,175,190,173,200,259,196,210,167,186,136,76
"ENSG00000010379",59,116,114,335,70,121,174,149,221,345,80,158,49,238
"ENSG00000010438",1821,1688,2156,1637,1879,1719,1808,1965,2299,1972,1193,1004,2455,2340
"ENSG00000010539",70,81,206,299,124,126,437,348,133,153,184,170,52,47
"ENSG00000010610",48,46,62,65,130,94,93,431,79,82,121,170,67,152
"ENSG00000010626",341,434,373,629,534,569,477,483,481,624,421,509,238,336
"ENSG00000010671",3,11,28,17,5,19,18,22,10,5,26,19,21,1
"ENSG00000010704",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000010803",10654,10715,16178,18954,14208,15564,16364,20071,16656,17028,16472,17372,12538,12030
"ENSG00000010810",14525,13689,16073,19489,15146,14170,15663,18150,14920,13674,14343,12498,13145,13443
"ENSG00000010818",29729,32028,24953,35141,21621,27551,18446,25771,24059,26926,15838,20393,14196,19860
"ENSG00000010932",1,3,2,0,1,6,2,6,3,1,4,5,0,2
"ENSG00000011007",613,576,572,728,515,613,592,427,824,816,649,702,511,595
"ENSG00000011009",44,65,58,64,94,64,66,241,61,61,72,59,33,50
"ENSG00000011021",1246,1176,2062,2683,1839,1645,2379,3625,1869,1526,2386,1863,1571,1579
"ENSG00000011028",59,130,101,122,109,63,79,93,96,107,109,82,44,66
"ENSG00000011052",12,20,14,39,11,19,13,8,16,14,23,18,13,3
"ENSG00000011083",1795,1227,2691,2528,2834,2096,2315,3348,1323,1147,2297,1733,1335,1734
"ENSG00000011105",2317,3101,1432,3862,1919,3639,1255,3854,1950,2880,976,2892,1460,2577
"ENSG00000011114",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000011132",41,62,30,58,118,79,62,59,54,57,51,40,38,161
"ENSG00000011143",248,177,392,312,380,299,397,798,326,283,440,348,874,490
"ENSG00000011198",1043,1082,1901,2146,1571,1360,1660,1477,1675,1445,1961,1656,1025,810
"ENSG00000011201",207,371,260,1531,290,986,705,2376,695,839,353,1053,395,621
"ENSG00000011243",1523,1318,2196,2034,2382,2359,3409,3298,1858,1631,2639,2067,2279,1957
"ENSG00000011258",3142,2917,3639,4161,3550,3675,3894,4231,3600,3486,3164,3151,2780,3531
"ENSG00000011260",1285,1074,1931,2146,1403,1256,1790,2078,1791,1517,2103,1702,801,746
"ENSG00000011275",6874,6766,6305,8469,7177,6833,10180,9449,8680,8427,6351,6131,6570,7423
"ENSG00000011295",6150,5755,7299,8034,5195,5140,7563,7205,8997,7656,6718,6015,4852,4930
"ENSG00000011304",425,295,682,585,660,485,415,559,612,689,894,739,672,588
"ENSG00000011332",811,711,576,735,727,765,1475,916,653,587,389,320,556,466
"ENSG00000011347",14643,11682,12980,11099,17791,10065,21683,19526,14822,11609,13962,9556,17892,14376
"ENSG00000011376",2174,2372,3071,3837,2863,3440,3994,4510,3484,3162,3043,3364,1871,2793
"ENSG00000011405",3268,3279,4155,6374,3300,4726,4156,4387,4680,5092,4344,5558,3477,3839
"ENSG00000011422",279,299,128,397,259,454,376,438,269,373,98,218,306,521
"ENSG00000011426",350,782,123,392,98,295,1251,581,330,726,147,282,147,256
"ENSG00000011451",360,331,345,444,393,426,555,756,371,401,347,346,399,180
"ENSG00000011454",10746,10207,13780,14597,10340,10239,14517,15551,15482,13519,13985,13941,9190,10853
"ENSG00000011465",56,44,12,242,2,79,283,399,256,180,11,122,85,23
"ENSG00000011478",123,141,168,238,303,332,332,298,162,161,137,110,411,215
"ENSG00000011485",1287,1428,1497,2214,1668,1940,2911,3635,1387,1602,1473,1696,1333,1538
"ENSG00000011523",281,331,602,984,516,581,711,1417,492,444,543,586,753,460
"ENSG00000011566",14076,13152,17992,18158,15610,13676,19585,20101,19655,16919,21286,17379,18078,17778
"ENSG00000011590",227,206,322,490,332,238,395,417,165,175,217,198,113,330
"ENSG00000011600",0,9,1,4,0,4,7,3,4,3,2,4,0,0
"ENSG00000011638",84,89,117,164,80,89,248,294,117,102,113,94,154,84
"ENSG00000011677",3656,4550,5223,4761,5010,3773,6577,5685,5482,5361,5607,3662,4734,4032
"ENSG00000012048",114,142,160,189,137,284,198,237,238,217,128,230,76,257
"ENSG00000012061",874,732,1036,931,2056,1469,1665,984,971,707,955,659,1187,559
"ENSG00000012124",32,24,6,37,21,36,716,27,23,27,22,29,46,11
"ENSG00000012171",8,12,7,10,38,30,68,36,9,20,13,13,11,36
"ENSG00000012174",462,393,826,1304,893,1250,1219,1270,909,668,1388,1458,607,835
"ENSG00000012211",16,10,2,7,12,18,2,1,13,10,6,2,13,108
"ENSG00000012223",4,4,14,15,10,3,24,94,9,9,11,11,3,2
"ENSG00000012232",2440,2946,2525,4623,2426,3567,2627,4074,2616,3113,2150,2525,1258,2370
"ENSG00000012504",2,16,1,32,4,22,21,30,2,17,3,19,0,13
"ENSG00000012660",2986,3501,2471,3599,3062,3064,2740,2946,2946,3228,2280,2434,2435,3381
"ENSG00000012779",1,2,1,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000012817",8,17,6082,6967,5,2,5,5,5190,4368,6509,6325,2522,3074
"ENSG00000012822",3162,2812,3347,4299,4266,3920,4734,6446,3363,4120,3440,3383,2899,3538
"ENSG00000012963",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000012983",9807,8565,10802,10272,10440,8482,10095,9557,12309,10119,14110,11087,9941,10353
"ENSG00000013016",2527,2150,3213,3957,3546,3285,4746,5772,2720,2287,2786,2371,2564,2032
"ENSG00000013275",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000013288",1180,916,1096,1129,1688,1180,2063,1411,1850,1509,1731,1338,1034,945
"ENSG00000013293",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000013297",437,559,891,1189,869,966,4605,1700,977,1151,1073,990,1173,1128
"ENSG00000013306",418,354,446,514,534,449,344,633,370,480,351,363,483,506
"ENSG00000013364",367,67,654,48,756,60,914,42,437,67,589,96,484,105
"ENSG00000013374",1309,1102,1490,1699,1281,1347,2518,1862,1833,1603,1591,1430,1269,1608
"ENSG00000013375",972,851,1393,1579,981,773,1329,1621,1537,1126,1288,1100,688,634
"ENSG00000013392",349,456,415,600,394,433,372,696,579,590,376,454,155,402
"ENSG00000013441",2217,1834,3795,3411,2105,2065,2148,2069,3440,3251,2630,2451,1489,1879
"ENSG00000013503",2008,2189,3653,4455,3176,3266,3271,4112,3128,3391,3200,3168,2391,3058
"ENSG00000013523",1027,781,2108,2196,2515,1743,2609,2362,1358,992,2741,1662,2171,1755
"ENSG00000013561",192,200,340,381,273,311,286,315,309,251,254,225,175,121
"ENSG00000013563",17,23,63,49,45,43,108,92,20,17,85,65,34,22
"ENSG00000013573",109,118,136,220,90,180,152,347,36,89,56,79,183,294
"ENSG00000013583",216,245,274,367,364,245,420,295,365,332,350,209,226,269
"ENSG00000013588",100,8,175,13,472,18,225,10,142,28,184,11,244,35
"ENSG00000013619",3021,4286,3404,7238,3915,6467,4185,9050,3188,4043,2833,4405,3990,5496
"ENSG00000013725",108,45,166,133,388,253,170,170,118,71,93,98,229,177
"ENSG00000013810",168,258,159,236,212,292,77,82,231,333,162,182,283,265
"ENSG00000014123",617,700,1163,1774,812,962,1464,1949,1287,1382,1585,1661,532,845
"ENSG00000014138",395,356,515,461,547,529,868,712,673,594,702,522,670,374
"ENSG00000014164",1099,1038,1019,1097,1265,950,1351,1056,1327,1209,1017,803,676,643
"ENSG00000014216",710,787,899,1187,800,815,1339,1639,819,942,758,853,671,792
"ENSG00000014257",14,23,11,34,9,24,11,17,32,51,26,48,50,109
"ENSG00000014641",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000014824",3712,3581,5951,7313,4667,4801,5738,6039,5959,5377,6804,6953,3501,4420
"ENSG00000014914",115,107,238,345,115,160,318,557,210,243,244,332,167,159
"ENSG00000014919",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000015133",769,144,1045,469,1081,432,213,387,781,343,1078,432,1824,714
"ENSG00000015153",5973,5534,6042,6251,6896,6219,6482,5388,6104,5582,4933,4564,4005,4694
"ENSG00000015171",10743,9477,12524,12886,10562,10436,10767,11177,13802,12252,11974,11279,8604,8828
"ENSG00000015285",341,555,377,627,369,473,490,588,399,586,436,587,425,791
"ENSG00000015413",8,7,0,3,1,3,0,4,2,8,0,3,7,2
"ENSG00000015475",1136,1245,663,1106,849,1181,1108,1387,1052,1083,601,691,858,1168
"ENSG00000015520",325,278,37,12,32,8,56,4,596,412,97,19,109,302
"ENSG00000015532",445,390,632,740,758,694,725,928,696,506,699,600,721,539
"ENSG00000015568",661,489,763,672,594,503,462,337,1038,659,841,633,541,491
"ENSG00000015592",2785,2151,3074,4390,4489,4214,8135,6930,4297,3448,4175,3207,4502,2654
"ENSG00000015676",6982,6415,8243,9780,7924,7403,9103,11600,8939,7610,7746,6538,5287,4842
"ENSG00000016082",1,1,0,0,0,3,0,0,0,0,2,1,0,0
"ENSG00000016391",1817,2438,832,871,897,757,477,581,2310,2663,571,664,1492,2130
"ENSG00000016402",11,11,4,29,0,22,41,0,3,23,0,20,0,2
"ENSG00000016490",6,23,23,32,22,22,24,128,14,35,25,35,8,9
"ENSG00000016602",20,18,29,39,26,52,9,62,11,70,32,63,10,49
"ENSG00000016864",335,351,753,864,661,558,857,722,642,594,507,576,661,392
"ENSG00000017260",7953,7336,9387,9909,7428,6465,8020,8117,11833,9259,10219,8789,4632,6205
"ENSG00000017427",359,642,36,3500,50,1816,942,3012,763,1575,31,1544,259,866
"ENSG00000017483",94,67,53,61,50,74,97,37,83,72,48,67,92,9
"ENSG00000017797",1668,1906,2091,3084,2534,2798,2477,3481,2309,2130,1861,2251,1457,1935
"ENSG00000018189",12535,11635,16129,16752,14937,12918,16227,15433,18873,13714,16529,12219,10137,10631
"ENSG00000018236",92730,73915,75136,64678,60195,51924,77785,66538,101692,85788,77925,70774,66320,73507
"ENSG00000018280",61,25,24,36,43,34,73,9,42,44,64,31,148,19
"ENSG00000018408",1342,1422,640,1170,909,835,1364,1152,1353,1417,695,843,1221,1219
"ENSG00000018510",3166,3430,3711,4929,3517,3823,4456,4651,3876,3898,3371,3727,2360,2455
"ENSG00000018607",26,39,38,64,28,62,15,14,35,44,54,56,50,45
"ENSG00000018610",142,176,317,513,362,496,452,468,205,206,298,278,149,338
"ENSG00000018625",476,575,760,559,1153,760,695,674,991,643,1135,789,731,545
"ENSG00000018699",2129,2296,2579,3273,2846,3164,3271,3700,3101,3217,2436,2485,1693,2466
"ENSG00000018869",212,214,272,357,237,260,161,353,385,327,242,195,251,278
"ENSG00000019102",537,421,405,409,462,401,267,598,591,550,418,386,266,182
"ENSG00000019144",390,392,292,774,558,724,1890,1071,480,556,246,675,367,283
"ENSG00000019169",1,3,6,7,1,5,4,2,8,8,0,2,2,1
"ENSG00000019186",1,2,27,11,34,14,40,1,25,12,69,45,53,6
"ENSG00000019485",1762,1552,2100,2557,1995,2112,2273,2753,2191,1952,2032,1928,1962,1624
"ENSG00000019505",4080,3053,4347,6761,3019,3432,5599,7883,4408,4158,3294,3233,3207,3162
"ENSG00000019549",110,95,115,84,110,46,453,93,135,100,22,35,44,29
"ENSG00000019582",111,74,56,91,68,95,319,286,124,159,36,41,42,52
"ENSG00000019991",139,224,17,817,27,464,35,830,174,672,34,750,80,440
"ENSG00000019995",1479,1432,2055,2272,1289,1204,1664,1550,2010,1968,1955,1728,751,885
"ENSG00000020129",7562,6495,3109,4785,7372,7347,6306,8946,5304,4907,5296,4050,6088,5092
"ENSG00000020181",1130,889,1145,1022,1920,1642,2630,1989,1459,1186,1146,899,2057,1287
"ENSG00000020219",0,0,0,0,0,0,4,0,0,0,1,0,0,0
