GeneID,1-TDPneg,2-TDPneg,3-TDPneg,4-TDPneg,5-TDPneg,6-TDPneg,7-TDPneg,1-TDPpos,2-TDPpos,3-TDPpos,4-TDPpos,5-TDPpos,6-TDPpos,7-TDPpos
ENSG00000149289,2873,2901,2503,3552,3966,3314,2576,3148,4441,3469,5038,3974,3352,3949
ENSG00000149292,435,1246,849,1183,542,3888,1553,282,1272,783,1355,424,3024,1204
ENSG00000149294,55119,63162,54475,72849,63194,59535,57333,47399,57562,44676,65630,54646,46498,47189
ENSG00000149295,264,270,324,182,342,225,395,386,506,333,383,406,299,460
ENSG00000149300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149305,407,2091,1918,1110,1449,1438,735,220,1051,930,909,641,601,292
ENSG00000149308,2513,3838,3727,4217,3713,4762,3163,2687,5500,4275,5172,3960,4719,3437
ENSG00000149311,3060,3821,3546,3842,5420,4110,3048,2786,4551,3828,3548,5316,4318,3401
ENSG00000149313,412,476,339,309,568,478,253,321,480,363,382,453,461,256
ENSG00000149328,1125,1910,1813,2072,1222,1606,1198,1176,1766,1536,2033,1139,1572,1696
ENSG00000149346,3325,3903,3399,2364,4192,4520,2492,3177,5036,3631,4102,4012,4729,3345
ENSG00000149357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149380,73,105,153,300,164,68,147,83,181,147,287,229,124,84
ENSG00000149403,15207,16888,13939,31133,15861,16324,19364,14453,12721,6395,24274,12350,9885,14773
ENSG00000149418,23,120,124,18,39,49,79,18,62,60,89,28,24,15
ENSG00000149428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149435,1,1,3,1,2,0,0,0,0,0,1,0,1,0
ENSG00000149443,19,5,8,4,16,4,1,12,11,16,15,26,19,8
ENSG00000149451,48,4,25,131,54,5,55,48,92,77,69,96,119,97
ENSG00000149452,893,2414,1752,1113,1271,3303,1016,916,1425,1371,828,1476,1936,1090
ENSG00000149474,840,1279,1089,2429,1220,1069,704,839,1766,1407,1887,1014,1004,732
ENSG00000149476,38,61,77,84,42,57,11,25,63,60,168,54,100,111
ENSG00000149480,172,217,242,176,251,206,97,139,264,198,322,250,186,97
ENSG00000149483,325,393,567,433,462,369,538,276,558,485,597,367,392,395
ENSG00000149485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149488,312,577,751,1234,716,908,418,179,406,539,768,455,729,272
ENSG00000149489,5,8,7,6,12,2,35,1,6,21,10,10,5,1
ENSG00000149499,15,32,43,42,38,24,26,41,81,35,72,41,31,36
ENSG00000149503,360,366,434,474,421,692,228,332,556,484,409,432,582,349
ENSG00000149506,70,65,71,49,63,47,11,12,42,25,6,46,31,94
ENSG00000149507,0,0,0,17,5,0,1,0,0,0,0,3,0,0
ENSG00000149516,3,0,2,31,10,1,6,0,7,7,0,8,3,4
ENSG00000149527,8,2,3,1,5,6,0,7,8,7,10,13,11,4
ENSG00000149531,1097,1988,280,842,2236,1838,888,1036,2259,215,724,2152,1718,1244
ENSG00000149532,1445,2406,2564,2845,1851,2214,1182,1314,2343,1980,3016,1485,1494,957
ENSG00000149534,0,0,1,0,1,0,0,0,4,0,3,0,2,0
ENSG00000149541,138,186,339,344,119,151,119,107,257,290,568,151,113,134
ENSG00000149547,1,5,2,0,3,0,1,0,2,1,1,4,4,0
ENSG00000149548,95,86,175,118,182,255,112,114,125,228,334,193,256,118
ENSG00000149554,184,330,354,383,281,389,74,350,401,310,353,423,433,170
ENSG00000149557,2039,2853,2417,3760,2930,3048,2642,1933,4190,2902,4660,2552,2981,1822
ENSG00000149564,120,83,135,113,116,83,109,90,93,77,251,99,36,37
ENSG00000149571,88977,106339,91806,107108,89854,94596,101413,46851,86334,56644,83607,65521,68595,69847
ENSG00000149573,9,11,1,3,19,7,0,7,21,0,9,20,7,8
ENSG00000149575,531,306,832,955,331,354,261,598,1139,1681,2244,487,618,384
ENSG00000149577,461,613,588,733,700,752,644,377,898,583,713,790,827,315
ENSG00000149582,457,491,629,1207,488,587,557,414,800,723,1860,572,563,509
ENSG00000149591,30,32,43,46,67,29,22,26,80,33,73,56,43,68
ENSG00000149596,5,18,17,15,8,27,7,2,27,20,2,9,19,31
ENSG00000149599,235,190,297,435,320,183,355,288,517,373,721,349,270,544
ENSG00000149600,726,966,1221,1155,829,923,764,821,1680,1494,1663,841,1043,941
ENSG00000149609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149633,56,11,18,690,57,37,71,109,64,77,95,100,88,66
ENSG00000149634,19,28,13,53,28,21,0,12,21,13,15,18,19,11
ENSG00000149635,5,15,16,0,3,12,0,1,7,0,0,1,7,22
ENSG00000149636,122,302,407,360,346,453,163,171,465,490,511,414,433,527
ENSG00000149639,5392,4780,6926,10874,5553,4567,4723,4832,7486,7237,14923,5494,4946,5126
ENSG00000149646,43,63,30,122,48,19,30,36,72,52,25,52,37,17
ENSG00000149651,11,8,2,0,9,2,0,6,0,0,0,3,3,0
ENSG00000149654,13259,16426,18605,13260,13585,13420,16910,6382,9342,8696,10930,6808,6178,12500
ENSG00000149656,737,1053,10,1897,1111,2072,1454,689,1286,6,1670,983,1812,1920
ENSG00000149657,358,270,306,542,406,296,274,297,348,368,364,346,318,356
ENSG00000149658,1094,1625,2109,2840,1686,1626,1163,830,1978,1780,2183,1490,1388,1198
ENSG00000149679,461,420,434,559,463,462,399,407,580,434,664,544,458,332
ENSG00000149716,883,980,1317,1359,1195,1214,801,990,1494,1146,1499,1407,1229,1162
ENSG00000149735,17,6,13,0,6,9,21,7,16,1,1,9,5,3
ENSG00000149742,472,1592,1079,746,1192,1801,792,478,861,735,957,1247,1339,649
ENSG00000149743,9,40,37,31,12,22,64,13,55,61,111,20,43,115
ENSG00000149761,14,12,14,6,13,9,10,14,22,8,0,9,11,45
ENSG00000149781,83,55,32,46,80,13,26,67,63,62,33,98,30,64
ENSG00000149782,44,18,36,12,49,41,30,56,45,42,101,91,36,113
ENSG00000149792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149798,34,30,18,34,22,13,1,33,23,39,84,49,31,7
ENSG00000149806,44,79,94,221,46,29,14,23,96,81,193,65,41,15
ENSG00000149809,61,121,155,123,98,90,204,62,158,165,133,112,81,248
ENSG00000149823,431,488,559,874,474,572,330,423,519,594,728,613,528,570
ENSG00000149922,10,8,0,3,15,5,0,10,5,3,0,13,10,3
ENSG00000149923,210,160,145,184,214,190,99,176,173,89,180,207,166,131
ENSG00000149925,897,625,1372,2531,726,1564,1338,970,1292,1252,3791,676,955,685
ENSG00000149926,165,87,196,161,136,98,111,145,173,160,182,108,85,23
ENSG00000149927,497,805,648,635,560,1175,772,382,758,550,953,535,782,600
ENSG00000149929,175,150,296,272,256,248,208,134,237,352,369,226,260,196
ENSG00000149930,548,834,668,439,673,712,494,497,898,674,711,643,633,883
ENSG00000149932,86,157,268,342,143,105,68,82,268,274,951,109,127,118
ENSG00000149948,6,11,12,19,20,13,16,3,43,43,58,10,28,8
ENSG00000149968,0,3,0,5,0,3,1,0,2,2,4,1,0,0
ENSG00000149970,61055,55786,46811,42900,72800,71562,51946,40878,37778,31371,35843,56241,50657,45762
ENSG00000149972,70229,14293,13949,54760,45056,25922,79786,61031,75237,71684,61067,82692,91252,82178
ENSG00000150045,2,2,19,33,10,8,11,5,31,13,6,1,16,4
ENSG00000150048,2,1,5,9,5,4,24,12,5,4,4,21,5,9
ENSG00000150051,3332,2193,2490,2536,2628,959,2847,3108,3242,2261,1924,2434,1559,2604
ENSG00000150054,6534,5998,7163,6432,6096,8447,4920,5481,5489,6110,7894,5590,6029,4811
ENSG00000150093,1837,2422,1995,1911,2267,1815,1787,2335,3506,2542,2869,2582,2500,1707
ENSG00000150175,72,40,58,50,17,265,3,91,146,134,130,55,309,10
ENSG00000150201,2,0,0,1,0,0,0,0,1,1,1,0,0,0
ENSG00000150244,0,0,1,0,1,0,1,0,1,0,0,2,1,0
ENSG00000150261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150275,3242,854,1428,5156,4208,1702,3870,5831,8237,8358,12249,13128,10598,9470
ENSG00000150276,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150281,7,10,12,15,14,12,0,16,36,20,29,16,12,38
ENSG00000150316,413,519,280,576,657,484,210,441,798,296,639,599,413,262
ENSG00000150337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150347,15918,15899,12543,15292,18355,17088,13112,15762,19585,14993,16373,16605,15582,16580
ENSG00000150361,672,464,837,4257,1228,591,615,1390,1358,1033,4055,3155,1392,1345
ENSG00000150394,20184,15780,10770,10356,25088,17182,10328,22777,24501,15222,17538,27845,23697,17596
ENSG00000150401,2229,2636,2647,3352,2936,2407,1322,1972,3264,2969,2648,2847,2468,1872
ENSG00000150403,2064,2905,2985,2399,2779,3345,1802,1500,2661,2119,2310,2070,2759,1657
ENSG00000150433,304,494,319,472,479,434,192,319,793,325,598,507,468,208
ENSG00000150455,427,377,430,854,680,347,512,387,486,525,543,597,386,329
ENSG00000150456,841,1552,1922,1632,1422,1842,1471,1006,1798,2312,1890,1481,1696,1859
ENSG00000150457,56,77,222,43,96,30,66,73,134,97,53,34,26,32
ENSG00000150459,203,265,429,636,301,329,98,199,291,455,808,252,246,267
ENSG00000150471,117335,136597,93390,91968,134102,141653,100566,88765,94845,69008,85469,105797,94685,102041
ENSG00000150477,7730,13856,14551,14246,15529,15733,11037,6799,13691,13261,16254,14213,14330,11091
ENSG00000150510,1883,2696,2381,3589,2536,3610,2964,1693,3208,2016,4482,2485,2770,2993
ENSG00000150526,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000150527,3992,5657,5651,6782,5692,6101,3570,4365,5989,5399,4871,4667,5522,4369
ENSG00000150540,1237,708,652,873,1063,657,363,1272,2062,1622,1754,1751,1540,1067
ENSG00000150551,39,11,22,23,36,28,26,48,168,76,272,69,76,14
ENSG00000150556,575,187,153,1093,882,226,1522,1358,3278,2217,2000,1885,2384,1552
ENSG00000150593,1199,1347,858,1122,1896,1764,715,1137,1956,1154,1629,1990,1965,864
ENSG00000150594,84,9,20,178,21,35,29,159,202,151,397,129,104,22
ENSG00000150625,53572,49824,48904,64964,64316,50881,41993,50730,43815,39425,51394,56945,43668,44285
ENSG00000150627,10685,18461,14896,17130,17466,23268,10895,9672,16770,13008,16501,14183,19621,11268
ENSG00000150628,399,317,188,183,468,318,244,250,380,154,441,396,249,281
ENSG00000150630,142,29,45,160,53,25,25,179,173,93,227,213,108,80
ENSG00000150636,3518,5857,4003,4321,6538,6988,4352,3807,5227,3986,5194,5133,5825,3417
ENSG00000150637,530,608,497,479,667,580,327,880,755,469,1099,952,669,557
ENSG00000150656,140,105,91,1076,142,148,165,154,352,205,249,130,142,156
ENSG00000150667,2006,4236,2585,2758,3529,4968,1547,1658,3267,2193,2986,2282,3517,1183
ENSG00000150672,252750,288915,214884,217186,316180,294458,214204,235973,217944,174043,194187,298601,250662,232856
ENSG00000150676,184,199,193,75,214,183,102,194,189,165,114,289,140,347
ENSG00000150681,31,3,1,65,20,10,9,42,21,21,42,16,38,7
ENSG00000150687,1970,2922,3242,4345,4412,4660,5272,1963,3664,3932,4909,4561,5920,6215
ENSG00000150712,7188,9815,9695,11128,10659,11267,7161,6068,9535,7768,10858,8318,7329,7503
ENSG00000150722,1396,824,544,874,2002,940,1504,1312,1241,1000,874,2353,1446,2390
ENSG00000150732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150750,4,0,2,36,3,1,3,2,10,2,0,4,4,3
ENSG00000150753,721,874,638,852,860,528,482,641,1195,701,1031,834,624,543
ENSG00000150756,1728,1522,1534,1765,2234,1635,1224,1123,1899,1731,1772,1680,1641,1874
ENSG00000150760,181,119,103,1223,180,148,571,281,375,180,408,275,282,274
ENSG00000150764,4589,2948,3123,7887,4509,2410,4865,5904,7981,6820,8833,7176,5810,7339
ENSG00000150768,607,1024,1018,1206,914,886,652,721,1438,1092,989,868,888,854
ENSG00000150773,125,155,162,181,168,125,48,166,153,166,78,182,140,107
ENSG00000150776,353,572,420,415,533,528,281,291,597,418,433,441,463,287
ENSG00000150779,44,66,37,50,47,32,34,48,72,27,76,63,36,7
ENSG00000150782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150787,674,859,690,934,962,801,776,552,891,656,1382,730,904,532
ENSG00000150867,4182,4049,4740,10608,4464,3915,3869,4475,5473,5434,6198,4362,4760,5407
ENSG00000150873,407,383,606,342,514,465,217,294,419,570,493,398,330,246
ENSG00000150893,60,20,24,332,46,44,31,157,361,145,257,324,232,90
ENSG00000150907,506,138,224,755,483,243,462,814,843,703,603,922,623,456
ENSG00000150938,8999,8150,5581,11798,12200,6136,7206,9965,9935,5730,9788,12509,8053,8822
ENSG00000150961,5630,6735,6545,9584,7503,8706,5577,8177,6770,5390,7439,7806,7726,6584
ENSG00000150967,1454,1431,2469,2557,1357,1077,2319,1327,1918,2107,3130,1189,1078,3016
ENSG00000150977,167,286,407,354,257,282,251,163,377,421,377,176,260,572
ENSG00000150990,117,191,320,211,190,172,79,111,201,179,385,173,139,130
ENSG00000150991,581,367,705,1015,641,846,312,545,770,679,1341,622,641,310
ENSG00000150995,33176,34726,35389,27886,36470,46861,29074,26622,29119,24853,24072,28052,31460,26082
ENSG00000151005,12,18,8,9,9,8,1,2,7,3,0,12,11,52
ENSG00000151006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151012,817,948,922,1145,2040,1281,1352,331,250,189,346,563,368,145
ENSG00000151014,236,384,385,435,314,190,233,209,530,372,332,255,169,275
ENSG00000151023,496,872,700,1102,738,889,556,409,1228,870,1116,764,1263,691
ENSG00000151025,19467,17545,15444,17377,20290,15274,14245,24297,29152,21438,24320,23572,21328,20446
ENSG00000151033,1,1,4,2,3,5,3,2,0,10,3,5,2,1
ENSG00000151062,71,45,59,103,81,115,52,36,106,80,118,84,64,26
ENSG00000151065,830,894,731,1578,968,852,1068,470,868,610,1254,802,679,1056
ENSG00000151067,148618,117563,87057,106136,140215,112521,98264,96592,91029,57858,104249,115901,92444,90165
ENSG00000151079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151090,74563,74833,51654,51733,84626,69412,48523,71292,78022,54918,61077,74744,66277,58292
ENSG00000151092,2886,3653,2552,2880,4065,3337,2765,2470,5223,3409,3791,4078,4337,2530
ENSG00000151093,90,174,193,93,175,133,89,84,137,139,154,111,141,114
ENSG00000151116,388,735,731,1660,599,966,308,385,1203,1110,1807,555,937,353
ENSG00000151117,117,170,187,289,170,126,202,122,294,190,612,214,155,199
ENSG00000151131,1024,1661,1131,1684,1567,1330,507,1010,2174,1183,1716,1403,1283,715
ENSG00000151135,875,1086,804,866,1297,1121,1010,692,1762,905,1275,1218,1307,655
ENSG00000151136,3770,608,1382,4310,4618,604,4999,6466,13725,11401,16973,8131,8836,8525
ENSG00000151148,2290,2781,2523,3040,2842,3524,1945,1947,3625,2673,4592,2704,3540,1704
ENSG00000151150,86780,89114,75773,93073,105461,113270,89381,76270,89196,73300,91268,101613,96082,89059
ENSG00000151151,1343,1908,1783,1629,2146,2197,1362,1420,2892,2343,2187,2001,2312,2165
ENSG00000151164,61,67,40,363,130,71,36,55,106,94,120,89,52,30
ENSG00000151176,1570,1151,1866,4381,1341,959,1671,1954,3199,3247,6313,1533,1650,2318
ENSG00000151208,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000151224,3,2,3,0,0,2,0,9,1,2,12,0,3,0
ENSG00000151229,15252,24015,21635,17010,22312,25310,14923,13622,19971,18650,17690,18696,18282,17034
ENSG00000151233,1066,1672,1268,1479,1445,1254,650,970,2008,1157,1244,1356,1113,950
ENSG00000151239,252,322,130,163,356,279,234,240,472,167,254,308,343,196
ENSG00000151240,28977,25057,23895,26128,32423,31551,22041,24074,25654,20566,24134,29707,30441,20931
ENSG00000151247,2069,3300,2526,3369,2926,2337,1316,1942,4417,2859,3498,2356,2293,1615
ENSG00000151276,40026,36586,32752,34796,42758,39244,28664,42178,47019,38520,44127,44377,45019,38644
ENSG00000151287,233,87,84,116,268,64,112,194,440,337,339,458,374,342
ENSG00000151292,2815,3947,2888,2890,3914,2948,2188,3429,5302,3448,4364,4051,3472,2264
ENSG00000151303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151304,2383,3184,2377,2342,3172,2540,1455,2390,4233,2673,3085,3353,2456,2090
ENSG00000151320,42258,45531,42958,52752,51014,48047,43760,49134,62290,52399,69324,53963,55573,53837
ENSG00000151322,23815,22032,17449,25636,24050,23544,23793,26675,42488,31807,32179,35269,46001,38084
ENSG00000151327,517,720,1095,1347,855,697,906,543,1156,1251,1959,764,878,838
ENSG00000151332,989,1451,795,719,1343,1555,624,963,1844,827,1176,1403,1289,1169
ENSG00000151338,9666,9797,10943,10884,12623,9888,9736,12493,12992,14523,13957,15566,11986,15057
ENSG00000151348,6145,8037,6094,7549,7540,6813,3550,6799,9113,6350,7966,7756,6612,5019
ENSG00000151353,192,360,315,593,334,395,97,144,414,320,630,259,352,103
ENSG00000151360,379,127,74,110,435,76,51,363,103,48,68,383,37,27
ENSG00000151364,7,1,4,12,3,2,7,9,11,0,0,9,1,3
ENSG00000151365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151376,6150,6180,4306,5554,6959,4650,5168,5778,8368,5222,8671,6671,5194,3689
ENSG00000151379,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000151388,88,39,76,79,149,45,119,157,524,353,394,276,336,138
ENSG00000151413,3822,5204,4346,7385,5731,6265,3029,3981,6894,5693,5429,6352,7367,3715
ENSG00000151414,1323,1177,982,2113,2180,1196,1007,1939,2431,1847,2980,3088,2069,1430
ENSG00000151418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151422,25395,22270,19654,23439,29607,25658,19778,22793,24808,21065,23434,26062,27223,23799
ENSG00000151445,764,1358,1139,1928,1143,1743,645,737,1839,1398,1900,1147,1665,1198
ENSG00000151458,1543,1849,1168,1997,2322,1613,682,1382,3586,1722,3093,2724,1943,969
ENSG00000151461,3017,3828,4185,4273,3854,3875,2644,2394,4410,4171,4475,3577,3412,2524
ENSG00000151465,1258,2295,2201,2636,1626,2954,1587,1124,2292,1846,2577,1414,2294,1423
ENSG00000151466,6844,8337,8008,9898,9695,7033,7798,8771,13614,12864,11003,12076,10992,12273
ENSG00000151468,22996,15385,18592,26040,22083,11253,20098,14540,13230,12908,16506,16781,10197,12835
ENSG00000151470,450,582,346,598,674,319,285,625,948,553,973,688,532,471
ENSG00000151474,164669,161560,156034,154614,174395,161594,158669,125032,127709,112187,158581,154643,145083,158285
ENSG00000151475,48,56,33,18,101,58,14,31,80,31,78,102,57,104
ENSG00000151490,20375,30508,26503,26121,32871,28786,20220,12119,16022,13428,15489,18027,13678,11658
ENSG00000151491,535,186,186,672,893,166,424,589,1264,604,545,886,771,263
ENSG00000151498,776,1431,1309,1827,1220,1640,704,698,1503,1169,1409,1112,1327,827
ENSG00000151500,465,638,523,558,595,710,570,315,606,363,894,535,597,524
ENSG00000151502,1671,1908,1595,1692,1932,2077,740,1454,2371,1722,2232,1953,1866,1001
ENSG00000151503,1399,1568,1402,1878,1812,1384,1113,1301,1754,1264,1303,1733,1286,1404
ENSG00000151532,23466,23526,23008,24886,27558,25624,25333,21718,25148,20991,24844,25744,22997,26018
ENSG00000151552,2602,3655,3387,3589,3778,4242,3524,2970,4426,3321,4541,4269,3676,2464
ENSG00000151553,1542,1692,1425,2490,1810,2186,1171,1556,2323,1636,2573,2019,2128,873
ENSG00000151572,7815,8981,8425,12512,9529,11020,11132,12967,22610,18725,17620,13843,22637,18951
ENSG00000151575,1624,2000,2074,2258,3121,2132,2078,2238,3033,3253,3114,4439,3282,4136
ENSG00000151576,299,954,627,1197,577,700,392,263,905,547,758,536,453,255
ENSG00000151577,7,18,3,40,14,6,4,21,55,17,9,22,12,21
ENSG00000151611,349,390,269,265,483,242,113,309,570,411,564,481,320,300
ENSG00000151612,4704,8079,6105,8988,6909,6798,4703,6204,8834,6912,9233,6847,6424,6040
ENSG00000151615,2,1,0,0,0,0,0,0,1,3,0,0,0,0
ENSG00000151617,131,65,47,28,268,97,81,359,505,455,655,468,501,202
ENSG00000151623,26945,23065,21381,17203,29184,21307,21829,22586,22761,20883,19354,23633,17459,22442
ENSG00000151631,388,443,435,402,491,345,265,421,558,474,474,498,438,748
ENSG00000151632,858,1807,1494,1803,1585,2606,1420,860,2317,1630,1952,2001,2634,1040
ENSG00000151640,803,609,756,779,977,685,658,666,716,685,1066,1209,632,1224
ENSG00000151650,0,0,1,0,0,0,0,0,1,2,0,3,0,0
ENSG00000151651,39,39,47,52,34,52,75,10,50,39,39,57,32,98
ENSG00000151655,935,393,395,798,1225,326,603,1048,718,572,533,1458,457,1231
ENSG00000151657,1094,1736,1436,1782,1638,1588,835,1161,2116,1473,1765,1508,1479,1078
ENSG00000151665,823,1046,664,807,1121,1220,1081,616,1045,791,888,988,1184,918
ENSG00000151687,1848,2040,1674,2047,2642,1677,1127,1522,2983,2377,2334,2694,2288,1657
ENSG00000151689,956,1675,1708,2536,1199,1402,1051,1024,2432,2106,3074,1172,1571,1000
ENSG00000151690,5931,7273,6802,8974,8127,7087,5782,6486,8862,6922,10211,8317,6519,5737
ENSG00000151692,42732,32166,30889,28506,40459,41254,30033,23265,22190,17108,18707,24826,22311,21122
ENSG00000151693,4467,5327,5243,3546,4762,4663,3190,5676,6234,5328,4198,5277,5057,4514
ENSG00000151694,1621,3752,3420,4566,3297,4416,2181,1149,2808,2280,2519,2009,2715,1555
ENSG00000151702,41,26,11,143,43,23,102,53,60,17,162,77,36,53
ENSG00000151704,27,51,31,68,39,29,72,59,97,40,172,80,46,172
ENSG00000151715,128,83,90,119,127,43,94,192,126,95,43,169,52,107
ENSG00000151718,5525,8152,8553,7581,9102,8838,6109,5646,10566,9251,8572,8030,8874,6556
ENSG00000151725,75,49,48,15,82,77,24,45,50,62,58,119,46,25
ENSG00000151726,1013,1443,1157,1708,1184,1480,1215,1206,2472,1400,2131,1388,1938,1199
ENSG00000151729,1213,1080,1489,2228,1120,1144,989,1201,1978,2082,3496,1024,1251,770
ENSG00000151743,3020,2698,3650,3429,4203,3621,4987,2789,3136,4033,4335,3672,3625,4694
ENSG00000151746,12490,11897,13225,13788,13188,13142,11440,15909,20120,19112,19501,16461,16277,16725
ENSG00000151748,784,731,398,899,947,643,814,648,923,521,836,884,570,805
ENSG00000151773,309,810,609,605,571,984,400,222,1176,798,999,460,917,405
ENSG00000151778,1683,2404,2452,2730,2239,2695,2410,1667,2916,2795,2752,2277,2391,2228
ENSG00000151779,21400,34297,27146,27257,31323,42955,21117,19677,29428,21541,24517,24445,32896,22547
ENSG00000151789,14912,3479,2856,9687,13008,2864,7978,25400,36615,29875,29010,31953,30807,25843
ENSG00000151790,0,1,1,1,0,0,1,0,0,1,0,1,0,1
ENSG00000151806,192,184,63,97,201,169,101,110,226,95,53,230,189,95
ENSG00000151812,2030,677,629,1674,2414,827,2107,4095,6435,5461,5935,6193,5215,4582
ENSG00000151834,10525,16724,10540,10271,15193,18903,7242,9903,13423,9204,12266,11349,13141,9026
ENSG00000151835,8350,9319,8255,9825,12007,8215,5900,10053,14350,11480,12145,13193,9528,8754
ENSG00000151838,1735,1464,1585,1367,2062,1461,1554,1530,2229,2049,1888,1774,1643,1629
ENSG00000151846,107,123,69,62,147,117,107,93,123,90,129,133,104,95
ENSG00000151849,2489,1673,1866,1458,3688,2523,2488,3159,2826,3292,2512,5260,3229,3443
ENSG00000151876,201,368,336,328,387,518,195,160,680,423,621,413,684,311
ENSG00000151881,976,1802,1423,1507,1905,1269,871,1126,2444,1523,2393,1654,1378,920
ENSG00000151882,65,161,227,122,138,139,86,86,191,155,301,157,189,256
ENSG00000151883,14576,16662,10017,14594,20368,18146,7718,15571,18655,12107,15885,16857,17181,14687
ENSG00000151892,1767,1059,997,1833,1436,1323,1730,2599,1876,1541,2152,2776,1930,2469
ENSG00000151893,3461,4426,3889,4164,4990,5282,3244,3644,5248,3863,5093,4508,4552,3221
ENSG00000151914,62199,63042,54378,55668,83374,67834,52583,66460,77531,64679,56565,86206,73214,57575
ENSG00000151917,3953,4572,5185,5636,5441,3656,5133,4043,7582,7479,7525,4924,5234,6735
ENSG00000151923,1576,1821,1711,1621,2583,1858,1398,1409,2569,1899,2292,2223,1984,1217
ENSG00000151929,88,71,126,81,123,97,72,160,162,202,98,183,130,146
ENSG00000151948,4198,4876,6994,6864,5251,4904,5404,3892,5957,6288,8496,4772,4630,4892
ENSG00000151952,57800,88843,70175,71534,77729,89501,60669,56128,62261,49673,61963,62245,61400,66878
ENSG00000151962,8,6,12,13,9,9,15,13,23,19,8,12,6,14
ENSG00000151963,26,7,5,0,18,4,7,39,15,22,3,21,16,21
ENSG00000151967,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152034,2493,7458,9364,5992,7974,19247,10060,1625,5491,6166,4100,3991,11398,7447
ENSG00000152049,50,53,20,15,54,77,35,66,37,25,63,71,48,23
ENSG00000152056,724,1773,1565,1684,1258,1734,1297,871,1888,1595,2092,1254,1364,925
ENSG00000152061,27268,34422,34255,41177,39062,32861,24988,30486,38250,37691,39279,39044,34060,29380
