Entity 1	Entity 2	Weight	Network group	Network
PPP2CA	DOT1L	0.00082920847	Genetic interactions	Lin-Smith-2010
PPP2CA	ZMYND11	0.00041852074	Genetic interactions	Lin-Smith-2010
PPP2CA	PTPN13	0.00034010175	Genetic interactions	Lin-Smith-2010
PPP2CA	PPP1R7	0.0006964788	Genetic interactions	Lin-Smith-2010
PPP2CA	HADH	0.0004282477	Genetic interactions	Lin-Smith-2010
PPP2CA	EHHADH	0.00038507167	Genetic interactions	Lin-Smith-2010
PPP2CA	ALDH9A1	0.0021436217	Genetic interactions	Lin-Smith-2010
PPP2CA	PLOD2	0.0028672398	Genetic interactions	Lin-Smith-2010
PPP2CA	KMT2A	0.0004777516	Genetic interactions	Lin-Smith-2010
PPP2CA	TCF4	0.00026337334	Genetic interactions	Lin-Smith-2010
PPP2CA	ANXA1	0.0005879593	Genetic interactions	Lin-Smith-2010
PPP2CA	CD83	0.00062601623	Genetic interactions	Lin-Smith-2010
PPP2CA	CCT3	0.0005625082	Genetic interactions	Lin-Smith-2010
TARDBP	SETD7	0.0015700933	Genetic interactions	Lin-Smith-2010
TARDBP	CSRP1	0.0014934692	Genetic interactions	Lin-Smith-2010
TARDBP	RPLP2	0.0026962794	Genetic interactions	Lin-Smith-2010
TARDBP	ZFP36	0.002359451	Genetic interactions	Lin-Smith-2010
TARDBP	CELF1	0.067115605	Physical interactions	Freibaum-Taylor-2010
TARDBP	SERBP1	0.067115605	Physical interactions	Freibaum-Taylor-2010
TARDBP	PABPC1	0.067115605	Physical interactions	Freibaum-Taylor-2010
TARDBP	PRPF3	0.067115605	Physical interactions	Freibaum-Taylor-2010
ALDH9A1	ACAT2	0.14894468	Physical interactions	Kristensen-Foster-2012
PPP2CA	PFDN1	0.07034645	Physical interactions	Kristensen-Foster-2012
SUV39H1	EHMT1	0.326649	Physical interactions	IREF-DIP
SETDB1	EHMT1	0.38863143	Physical interactions	IREF-DIP
SETDB1	SUV39H1	0.326649	Physical interactions	IREF-DIP
TCF4	DOT1L	0.2673097	Physical interactions	IREF-DIP
EHMT2	EHMT1	0.20859653	Physical interactions	IREF-DIP
EHMT2	SUV39H1	0.1753277	Physical interactions	IREF-DIP
EHMT2	SETDB1	0.20859653	Physical interactions	IREF-DIP
DLST	OGDH	0.1364691	Physical interactions	Havugimana-Emili-2012
TUBB4B	HADHA	0.10497725	Physical interactions	Havugimana-Emili-2012
PRPF3	PABPC1	0.03266612	Physical interactions	Havugimana-Emili-2012
PLOD3	HADHA	0.16376512	Physical interactions	Havugimana-Emili-2012
TARDBP	SF3B1	0.041002333	Physical interactions	Havugimana-Emili-2012
DLST	OGDH	0.47336054	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
KMT2A	DOT1L	0.017289706	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TCF4	SETD8	0.037261758	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TCF4	ID2	0.033464454	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
EHMT2	EHMT1	0.034778874	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PSMD4	HADHA	0.053803515	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
COPS7A	PRKD1	0.043092735	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
COPS7A	PSMD4	0.012632286	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ACTN1	CSRP1	0.12611946	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
ZFP36	PABPC1	0.01887413	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PPP2CA	PABPC1	0.007186544	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
TARDBP	PABPC1	0.02501695	Physical interactions	BIOGRID-SMALL-SCALE-STUDIES
PLOD3	PLOD1	1	Physical interactions	IREF-MATRIXDB
TUBB4B	PFDN1	0.2427242	Physical interactions	Hutchins-Peters-2010
EHMT2	EHMT1	0.45243904	Physical interactions	Bantscheff-Drewes-2011
KMT2D	KMT2C	0.9215707	Physical interactions	IREF-OPHID
SETDB1	ORAI2	0.067799665	Physical interactions	IREF-OPHID
DLST	KPNA6	0.0054899547	Physical interactions	IREF-OPHID
DLST	OGDH	0.010630811	Physical interactions	IREF-OPHID
TCF4	ID2	0.09884106	Physical interactions	IREF-OPHID
PSMD4	OGDH	0.006794676	Physical interactions	IREF-OPHID
PABPC1	ACAT1	0.010504907	Physical interactions	IREF-OPHID
PLOD3	EHMT2	0.0693084	Physical interactions	IREF-OPHID
TARDBP	SETDB1	0.010077836	Physical interactions	IREF-OPHID
TARDBP	DLST	0.016687691	Physical interactions	IREF-OPHID
SUV39H1	EHMT1	0.030673184	Physical interactions	IREF-SMALL-SCALE-STUDIES
SETDB1	EHMT1	0.04135101	Physical interactions	IREF-SMALL-SCALE-STUDIES
SETDB1	SUV39H1	0.018240763	Physical interactions	IREF-SMALL-SCALE-STUDIES
DLST	OGDH	0.51142	Physical interactions	IREF-SMALL-SCALE-STUDIES
KMT2A	DOT1L	0.01754069	Physical interactions	IREF-SMALL-SCALE-STUDIES
TCF4	SETD8	0.02788	Physical interactions	IREF-SMALL-SCALE-STUDIES
TCF4	DOT1L	0.019630369	Physical interactions	IREF-SMALL-SCALE-STUDIES
TCF4	ID2	0.017946735	Physical interactions	IREF-SMALL-SCALE-STUDIES
EHMT2	EHMT1	0.026733417	Physical interactions	IREF-SMALL-SCALE-STUDIES
EHMT2	SUV39H1	0.011792648	Physical interactions	IREF-SMALL-SCALE-STUDIES
EHMT2	SETDB1	0.015897857	Physical interactions	IREF-SMALL-SCALE-STUDIES
PSMD4	HADHA	0.028338155	Physical interactions	IREF-SMALL-SCALE-STUDIES
COPS7A	PRKD1	0.031236153	Physical interactions	IREF-SMALL-SCALE-STUDIES
COPS7A	PSMD4	0.011357924	Physical interactions	IREF-SMALL-SCALE-STUDIES
ACTN1	CSRP1	0.13785008	Physical interactions	IREF-SMALL-SCALE-STUDIES
PLOD3	PLOD1	0.7819874	Physical interactions	IREF-SMALL-SCALE-STUDIES
ZFP36	PABPC1	0.017380852	Physical interactions	IREF-SMALL-SCALE-STUDIES
PPP2CA	PABPC1	0.0053148293	Physical interactions	IREF-SMALL-SCALE-STUDIES
SETDB1	ORAI2	0.051996775	Physical interactions	IREF-HPRD
DLST	OGDH	0.18771964	Physical interactions	IREF-HPRD
TCF4	ID2	0.038858354	Physical interactions	IREF-HPRD
TUBB4B	DLST	0.10187728	Physical interactions	IREF-HPRD
ACTN1	CSRP1	0.25482813	Physical interactions	IREF-HPRD
PLOD3	EHMT2	0.090524696	Physical interactions	IREF-HPRD
TARDBP	SETDB1	0.04079344	Physical interactions	IREF-HPRD
GBAS	HADHA	0.055567417	Physical interactions	Behrends-Harper-2010
GBAS	ALDH9A1	0.124289766	Physical interactions	Behrends-Harper-2010
SETDB1	ORAI2	0.040614463	Physical interactions	IREF-INTACT
ID2	SUV39H2	0.03369412	Physical interactions	IREF-INTACT
ID2	SUV39H1	0.015880473	Physical interactions	IREF-INTACT
ANXA1	KMT2B	0.05074993	Physical interactions	IREF-INTACT
ANXA1	OTUB1	0.054153107	Physical interactions	IREF-INTACT
PLOD3	EHMT2	0.13268204	Physical interactions	IREF-INTACT
TARDBP	SETDB1	0.02354633	Physical interactions	IREF-INTACT
CCT3	PPP2CB	0.036796026	Physical interactions	Glatter-Gstaiger-2009
PPP2CA	CCT3	0.042455494	Physical interactions	Glatter-Gstaiger-2009
PSMD4	SERBP1	0.047781102	Physical interactions	Nakayasu-Adkins-2013
PSMD4	RPLP2	0.03499023	Physical interactions	Nakayasu-Adkins-2013
PABPC1	PSMD4	0.03499023	Physical interactions	Nakayasu-Adkins-2013
ANXA1	KMT2B	0.05386537	Physical interactions	Vinayagam-Wanker-2011
ANXA1	OTUB1	0.115988605	Physical interactions	Vinayagam-Wanker-2011
