Gene.Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,Fold.Change,C_JK.C.05.07.CEL,C_JK.C.12.07.CEL,C_JK.C.35.96.CEL,C_JK.C.39.97.CEL,C_JK.CC2.CEL,C_JK.CC4.CEL,P_LC.04.06.CEL,P_LC.299.99.CEL,P_LC.96.06.CEL
RP11-395B7.7,-0.778002997,1.690051019,-1.973005116,0.078808917,0.488196484,-4.314020041,-1.714755636,8.292309958,4.001223889,2.784750571,2.171809757,3.067846832,5.390519832,2.185691341,1.77513855,2.94471038
AHSA1,-1.21924431,5.530380823,-1.972943405,0.078816833,0.488196484,-4.314106975,-2.328247308,36.42216511,139.994829,88.29881798,128.0772517,46.04498413,19.89914145,18.35933705,42.40264245,23.39501939
COL4A3,0.688340373,3.401186788,1.972007978,0.078936917,0.488580512,-4.315424615,1.61142872,10.29966663,6.708932937,8.846884338,9.26355122,9.180190037,10.29999747,14.00953295,28.79724126,7.589713622
CAV2,-0.956086989,2.669205641,-1.971931485,0.078946744,0.488580512,-4.315532352,-1.940040795,15.54878972,4.983518092,8.296105378,8.319508668,7.504182695,6.211257479,1.615036436,6.439960071,6.57424165
TNIP2,-0.515606614,3.281534436,-1.971625509,0.078986066,0.488580512,-4.315963294,-1.429595119,8.752002506,14.41654834,9.21607879,7.483443322,15.96662907,12.434785,6.111066565,8.657428047,8.503326846
RABIF,-0.340807348,3.288013403,-1.970868252,0.079083461,0.48875425,-4.317029722,-1.266465124,10.05018489,10.05018489,9.89561208,12.27259226,13.15895984,8.629423827,6.918663373,10.05018489,8.355823548
C7orf55,-0.918576245,2.816012261,-1.970715711,0.079103094,0.48875425,-4.317244525,-1.890248939,7.088711196,14.17005192,10.9737938,16.76598791,6.355906157,3.709888124,3.567164024,7.088711196,3.865308017
RABGAP1,-0.507118521,5.572328244,-1.970380486,0.079146256,0.488907644,-4.317716555,-1.421208795,39.75680394,51.20775565,71.93091828,65.16458977,34.65909443,70.86825967,39.57486564,41.3786218,32.56886306
NUFIP1,0.555532686,3.261815874,1.970238491,0.079164546,0.488910147,-4.31791649,1.469711194,6.87548139,7.35861958,12.77209447,12.08092216,8.999510112,5.131944681,10.97082457,13.34629416,13.01899008
MTURN,-1.248056811,4.414069326,-1.970057065,0.079187919,0.488944388,-4.318171936,-2.375212862,21.95630168,61.49308681,10.87613155,17.85350851,21.01392924,96.14305495,10.29999747,10.20631327,16.33769279
MPHOSPH9,0.485453025,2.644694705,1.969840587,0.079215818,0.488944388,-4.318476725,1.400025423,5.110588574,4.963758371,6.439960071,5.721094143,6.439960071,5.069857753,6.439960071,13.01312498,5.720109937
OPRK1,1.526583076,2.200168787,1.969289025,0.079286942,0.488984337,-4.319253239,2.88102679,1.51560521,6.439960071,9.332468628,6.439960071,2.83559926,0.682043975,6.439960071,10.03706347,12.46106465
DAP3,0.765147328,3.275656277,1.969243577,0.079292805,0.488984337,-4.319317218,1.699543546,10.53933794,7.301734409,4.430296957,5.872045177,8.995036198,15.85972575,19.48454736,9.414923426,14.30111387
SLC6A16,1.514367236,2.392845303,1.968910132,0.079335835,0.489004772,-4.319786615,2.856735044,7.491783115,2.307663386,2.515509628,1.685687788,2.215932825,15.82894503,14.00953295,4.170824283,20.23247478
CEP83,-0.98737624,1.838118387,-1.968125029,0.079437238,0.489004772,-4.320891704,-1.982576094,11.3184788,2.223548983,2.674655189,2.994460458,4.895642322,8.321498186,2.174974684,2.169601277,2.464293581
PLEKHH1,-0.800668676,1.641061872,-1.968095887,0.079441004,0.489004772,-4.320932721,-1.741908298,6.51230864,6.299069672,3.635279429,2.298982992,3.806193106,2.140562451,1.517528048,3.188860345,2.066349321
GIMAP1,-0.800926427,1.578610745,-1.967945269,0.079460473,0.489004772,-4.321144708,-1.742219534,2.263985974,8.288524527,3.624283953,2.261595111,2.680797746,5.226473945,1.809088122,1.950317521,2.488036544
ARL17A ,0.813858527,2.385592799,1.967805836,0.079478499,0.489004772,-4.321340946,1.75790673,5.267621568,3.891971121,6.44095033,2.221979312,2.761138777,8.13309619,8.298821816,5.342684511,9.945363416
KIAA0232,0.795704494,4.122566192,1.96755047,0.079511525,0.489004772,-4.321700336,1.73592485,10.192709,17.16297873,21.63271406,18.40906406,21.1310192,6.296354947,31.09491394,28.75562173,17.81139635
STAG2,-0.467350493,1.619329171,-1.967089168,0.079571216,0.489144669,-4.322349509,-1.382568051,4.538576027,3.071977854,2.745172285,2.489662354,3.342297055,5.047544472,2.822358691,2.159107506,2.489662354
TMEM140,-0.555118471,2.28281094,-1.967013859,0.079580964,0.489144669,-4.322455483,-1.469289283,5.838482624,5.006681748,6.091691876,4.099086871,4.191037788,9.370988848,3.011244016,5.235438011,3.385868668
ABCF1,-0.870244311,3.455973495,-1.966438543,0.079655477,0.489201604,-4.323265015,-1.82797243,8.292309958,21.95630168,18.3892798,26.10328708,9.420462476,7.087328109,5.656745424,9.420462476,7.421247539
KDM4C,0.568175263,4.092845569,1.96565503,0.079757059,0.48924584,-4.324367362,1.482647115,16.02244839,11.65220629,11.5807775,11.35137896,15.99335739,28.60731381,26.02082934,20.59195176,20.38284484
CYB5R1,-1.111085687,4.567732896,-1.965209864,0.07981483,0.48924584,-4.32499361,-2.16008141,16.83226245,57.83195035,37.65344646,87.3624709,14.79786904,17.5165578,14.74025216,16.10826431,12.03870971
NSUN5P1,-0.531725248,3.259792098,-1.964912995,0.079853378,0.48924584,-4.325411206,-1.445656952,17.38212542,10.74861648,9.514524589,6.95011153,10.70122098,12.20770594,5.620585675,9.016036729,8.297702515
LINC00959,-0.494468358,1.963012816,-1.96489245,0.079856046,0.48924584,-4.325440106,-1.408801507,3.97987111,3.97987111,4.070669568,3.247042812,7.461119906,4.462293708,3.97987111,2.73969775,2.738457104
RPP25L,-0.327041164,5.251904844,-1.964781816,0.079870417,0.48924584,-4.325595726,-1.254437996,34.53475294,37.35786561,49.90195242,49.41253444,40.5329883,37.35786561,37.35786561,34.28596432,27.4502215
OGFOD1,-0.438972997,1.854658312,-1.964184836,0.079948002,0.489286411,-4.326435392,-1.355638953,2.955120409,3.584251174,4.371504401,5.955697435,4.239537332,3.517864873,3.517864873,3.084440674,2.372355107
EPB41L5,-0.439611817,3.557406269,-1.963154087,0.080082129,0.489511888,-4.327884944,-1.356239358,18.57962235,14.84959934,12.10642796,9.505679635,12.66098336,12.18345316,7.783525848,12.5520796,9.080154503
UGT8,-0.945485105,4.890948002,-1.962963827,0.08010691,0.489511888,-4.328152478,-1.925836338,62.97263329,53.78091564,12.5569604,24.601847,55.49318206,43.58119915,16.57394902,18.49393225,22.9758799
LMBR1,0.435246343,2.171759654,1.962425315,0.080177089,0.489511888,-4.328909656,1.352141694,3.933854693,4.538576027,3.659879852,3.575839425,6.083349994,3.219725275,5.343683308,7.032483705,4.450300743
RAD23B,-0.531165713,4.774787927,-1.962421638,0.080177569,0.489511888,-4.328914826,-1.445096378,29.47545708,37.34634243,37.0130091,45.48689907,18.79779459,25.2268898,20.51450151,26.32602045,18.18960882
HMOX2,-1.360492597,3.517851815,-1.961602281,0.080284461,0.489511888,-4.33006674,-2.567728376,8.49151631,31.75220027,21.57980487,54.79594987,7.406647327,6.306595092,6.439960071,8.75930631,4.040970691
EP300-AS1,0.52548148,0.345189052,1.961338537,0.080318897,0.489511888,-4.330437493,1.439413885,1.084878132,1.016014927,1.143680637,0.892826177,1.213157481,1.485361867,1.190892805,1.30235547,2.738457104
WDR3,0.522770412,4.384149596,1.961317806,0.080321604,0.489511888,-4.330466635,1.436711522,14.00953295,17.96461962,20.23247478,31.80079887,17.95116564,13.81664754,22.20757971,33.81390987,25.02788385
SLC12A6,-0.776415746,1.188652542,-1.961231446,0.080332883,0.489511888,-4.330588029,-1.712870101,2.217575731,3.008942807,3.781894044,5.169310562,1.268724411,2.486380578,1.238922755,2.180042061,1.494521783
GNB1,-0.388806721,6.117983593,-1.960758765,0.080394645,0.489511888,-4.331252435,-1.309310002,66.53191759,100.7900016,74.64082177,96.65449212,67.71530445,58.73968788,61.6126001,64.2227752,49.39080981
SUPT5H,-0.372859261,3.487178851,-1.960581969,0.080417757,0.489511888,-4.331500926,-1.29491667,11.65220629,13.64734922,11.65220629,10.21780375,11.65220629,15.11213742,12.24537778,9.6909349,7.086222683
MIR3656 ,-1.155132543,4.951614657,-1.960255288,0.08046048,0.489511888,-4.331960062,-2.227047831,29.8060864,93.42262591,57.27088295,73.45846631,25.97243875,14.3126756,14.79454355,31.91726641,12.65223552
NEMF,-0.361305451,5.634201227,-1.959908495,0.080505856,0.489511888,-4.332447434,-1.284587756,57.83864655,47.75556283,45.28006263,51.57261946,51.64213364,74.35950781,35.75846162,51.58012097,40.2533448
RSBN1,-0.9352022,2.740077275,-1.959790755,0.080521267,0.489511888,-4.332612895,-1.912158614,9.012360673,8.060089875,6.627911984,7.64257851,9.012360673,9.8058868,1.543030458,10.45179274,5.057352601
BFAR,-0.536123422,3.025133296,-1.959770627,0.080523902,0.489511888,-4.332641181,-1.45007088,6.644414484,15.74893707,8.629423827,10.95537638,7.168276927,8.629423827,5.569198274,8.202429455,5.616347131
LINC00521,0.512835293,0.540124851,1.959442742,0.080566836,0.489511888,-4.33310194,1.426851598,1.032797409,1.267663707,1.057921676,1.148908901,1.964330231,1.485361867,1.615036436,2.725142989,1.422221817
NME1-NME2 ,-0.622994166,5.686917105,-1.959272791,0.080589098,0.489511888,-4.333340752,-1.540068121,47.31750923,81.96206599,72.50339764,100.7366877,42.73544223,36.61901438,35.27010705,40.95572542,39.90218078
TMEM87B,-0.534160318,1.807287938,-1.959192979,0.080599555,0.489511888,-4.333452899,-1.448099082,3.635279429,5.594938266,3.573192885,3.575839425,3.408478424,4.350665772,1.898395143,4.538576027,2.372689208
USP12,-0.865667746,4.438857059,-1.959153162,0.080604772,0.489511888,-4.333508847,-1.822182863,21.06959622,43.04617213,28.22799927,47.36928499,17.98776478,15.842137,9.839748843,27.65166606,11.29270884
LDOC1,-1.211320733,4.994291617,-1.958548659,0.080684018,0.489511888,-4.3343582,-2.315495146,28.82293893,119.8072285,46.05768799,85.67226237,28.31082141,14.57340822,15.15440539,28.82293893,13.82705974
AKAP2 ,0.497550021,6.637322939,1.958391225,0.080704669,0.489511888,-4.334579386,1.411813989,65.0166881,121.5308112,106.5366962,65.01463774,119.6041933,74.58934523,111.0414474,151.7196833,116.7153044
SERINC3,-1.465991627,3.603100791,-1.957942367,0.080763573,0.489511888,-4.335209971,-2.762532864,12.167711,32.94898098,19.50396308,67.35355173,6.58334506,7.087328109,6.121940159,11.76328905,3.265062443
MRPS11,-1.225840454,3.922340966,-1.957850434,0.080775643,0.489511888,-4.335339118,-2.338916656,11.23266282,38.37137415,33.73040877,52.21939607,9.966231093,8.782309121,6.322939071,13.57692577,7.421247539
SFXN3,-0.262697307,4.309122428,-1.956886866,0.080902248,0.489511888,-4.336692598,-1.199719642,20.01158071,24.31207967,20.01158071,20.01158071,22.40074613,20.01158071,18.3270087,20.01158071,14.75682064
NFU1,-1.08210529,3.417244954,-1.956331038,0.080975365,0.489511888,-4.337473232,-2.117123295,11.80145937,28.57182735,15.61769668,31.78197907,6.439960071,6.181542724,7.13058104,8.209453799,4.646738329
GPR107,-0.643981452,2.785815989,-1.956220747,0.080989881,0.489511888,-4.337628121,-1.56263567,6.781906721,12.99431652,8.430961457,12.8831967,4.750472337,5.776406248,4.839907996,5.815697465,4.771864966
HEATR2,-0.425698232,3.175500861,-1.956209926,0.080991305,0.489511888,-4.337643318,-1.343222435,14.57637303,9.07243308,11.10384373,7.06938517,10.95701759,8.627825328,6.796038667,8.627825328,6.971238991
CYB5R2,-0.385094053,0.916011073,-1.956016401,0.081016782,0.489511888,-4.337915089,-1.305944922,2.34603332,1.945764031,1.489876917,1.688410239,2.604549505,2.573624875,1.615036436,1.56602072,1.557438394
CTSF,-0.46602181,4.219850971,-1.955429174,0.081094135,0.489596507,-4.338739684,-1.38129533,19.53832812,23.62296835,24.51628197,26.11565849,11.95201875,22.61333848,16.68718333,14.76073414,13.76705591
SPAG9,-0.48350118,1.318422583,-1.955152304,0.08113063,0.489596507,-4.339128438,-1.398132587,2.84456925,2.204307236,1.978384798,2.393604736,4.288141924,3.693891998,1.88541489,1.950317521,2.157969299
PTEN,-0.511869615,3.216546523,-1.955037771,0.081145731,0.489596507,-4.339289249,-1.425896845,9.960346596,9.960346596,13.77343623,11.905795,8.393009544,9.606624358,5.156312155,11.98551127,6.392326893
PPA2,-1.192679791,2.030334846,-1.954734231,0.081185766,0.489596507,-4.339715418,-2.285769283,3.507935674,14.94923366,5.656452503,12.2554577,3.233523768,2.065354638,2.370109604,3.162210962,1.740808566
IFITM3,-0.796236643,6.712308779,-1.954719346,0.08118773,0.489596507,-4.339736315,-1.736565278,156.9797259,118.9988763,109.0155666,53.02669603,160.0157794,231.9997946,56.82083101,98.82641554,68.08571416
ORMDL2,-1.014419475,2.525061522,-1.954421459,0.081227039,0.489596507,-4.340154523,-2.020089867,4.538576027,13.56914671,8.1812451,19.07573062,3.811250649,4.051507858,3.196327962,3.964123649,3.68822893
MBTD1,0.515819107,3.055029784,1.953877077,0.081298921,0.489621436,-4.340918727,1.429805698,11.62580135,8.292309958,6.818819011,4.538576027,6.932410738,7.794137783,11.98551127,8.403421069,11.65220629
HSPA1A ,-1.025013248,5.970859547,-1.953738818,0.081317187,0.489649471,-4.341112803,-2.034978071,124.8264155,137.5246697,54.61726678,30.19734966,84.04863776,105.9375267,20.63284573,68.15974889,42.3659443
SLC22A14,0.442963524,2.605288657,1.953302904,0.081374802,0.489719129,-4.341724667,1.359393871,5.143846225,4.874419604,5.573159002,3.78756556,6.351293707,8.173252319,8.763391354,6.439960071,7.378113529
SPG11,-0.689730589,3.789186845,-1.951782348,0.081576078,0.490018713,-4.343858577,-1.612982279,36.0549035,16.25209104,13.29564775,14.92716168,9.108681327,17.14734001,9.360394111,11.337271,9.570064032
